uniprot,predictive,VIP
B4DRM3,1.4611,0.33282
B4DRS6,1.2321,0.3103
B4DS41,1.722,0.42864
B4DS66,0.22901,0.20721
B4DS79,-0.89773,0.23638
B4DSN8,0.10709,0.19184
B4DSP0,0.4276,0.091866
B4DSR7,-1.9303,0.52286
B4DTB1,-2.243,1.151
B4DTH9,-2.9764,1.2379
B4DTK7,1.2078,0.76748
B4DTS2,1.5713,0.45094
B4DTU7,-2.0473,0.90117
B4DTZ1,0.043198,0.021912
B4DU42,4.0264,1.7328
B4DU81,-3.9551,1.9121
B4DUA7,0.58506,0.46054
B4DUP5,1.3654,0.69169
B4DUQ1,-0.94835,0.56366
B4DUT2,5.0542,2.1405
B4DUT8,-4.4202,2.0545
B4DV95,-3.5658,1.4315
B4DVA7,2.1469,1.0385
B4DVC8,-0.57459,0.034771
B4DVR4,-4.377,1.7493
B4DVT8,3.3511,1.1286
B4DW33,0.93622,0.11581
B4DW52,-3.2355,1.2239
B4DWN9,-1.6697,0.40029
B4DWX3,1.6042,0.65573
B4DX43,-1.0273,0.59737
B4DXM8,3.8266,1.8735
B4DY08,0.99282,0.58195
B4DYF4,2.1623,0.82182
B4DYR8,-2.3409,0.71418
B4DYS3,-0.20143,0.089642
B4DYU2,2.6245,1.4257
B4DYZ7,0.32518,0.30359
B4DZF2,0.75519,0.015153
B4DZH6,-2.9363,1.4883
B4DZK0,-0.18434,0.10312
B4DZM6,0.1541,0.031881
B4DZQ5,2.9792,1.2949
B4DZS0,1.6931,0.42168
B4E071,-3.5528,1.1426
B4E0B2,-0.002371,0.029821
B4E0C5,-0.74096,0.01043
B4E0E0,-2.3156,1.1124
B4E0N6,3.121,1.2041
B4E0T2,1.0809,0.78222
B4E0X1,2.0082,0.79341
B4E0X8,-0.46574,0.10418
B4E106,0.92225,0.34022
B4E184,0.79338,0.14853
B4E1C1,2.7164,1.2102
B4E1H4,0.52965,0.47184
B4E1J8,1.3482,0.59338
B4E1U9,-1.4133,0.90599
B4E1V4,-2.0718,0.59566
B4E1Z4,3.7844,1.836
B4E299,2.5648,0.75594
B4E2A6,-2.6299,0.96312
B4E2B5,0.3547,0.21045
B4E2F2,-2.1676,0.44573
B4E2J2,1.3072,0.37594
B4E2P4,0.32169,0.51381
B4E2Q0,2.064,0.65888
B4E2S3,-3.5404,1.7063
B4E2S4,-1.3829,0.27182
B4E2S7,0.47729,0.0072259
B4E2U0,-2.7286,1.163
B4E2V3,-0.76889,0.063684
B4E337,-1.7011,0.8071
B4E3D4,-3.3015,1.5388
B4E3G8,-0.67572,0.14212
B4E3Q9,-2.1817,0.99941
B4E3T4,-3.8971,1.9472
B5BU36,3.322,1.6328
B5BU41,-4.8938,1.9245
B5BU44,1.4252,0.56177
B5BU77,0.78837,0.55363
B5BUB1,2.8779,1.542
B5BUD2,-3.987,1.6654
B5BUI8,2.603,0.8991
B5BUJ7,-3.8213,1.3821
B5M450,4.0098,1.5832
B5MC51,1.166,0.26653
B5MD23,-0.13652,0.10008
B5MDU6,-2.5818,0.97018
B5ME19,4.296,1.6564
B5ME97,-3.7645,1.5986
B6E4X6,-0.15825,0.1298
B6ZGU6,-0.16503,0.14062
B7WNH4,0.073782,0.28994
B7WPE2,-3.7472,1.6163
B7WPL0,1.2379,0.44355
B7Z2A4,-4.9752,2.0999
B7Z2F5,-2.6857,0.90443
B7Z2P6,0.17837,0.45785
B7Z2Q0,-0.53864,0.1918
B7Z3J6,-2.3076,0.81178
B7Z3K9,0.38779,0.26364
B7Z3U1,-0.51018,0.41747
B7Z3V5,2.9856,1.386
B7Z481,-5.7687,2.3427
B7Z4Q0,-3.5455,1.7049
B7Z4W5,0.89806,0.51003
B7Z518,-1.3056,0.56399
B7Z5R7,0.77451,0.53708
B7Z5U5,-3.3829,1.5493
B7Z5V6,-2.5906,0.85058
B7Z5W1,-1.8734,0.64865
B7Z653,-0.68788,0.065957
B7Z6C9,1.646,0.75689
B7Z6F5,5.346,2.1865
B7Z6G2,-2.4804,1.0285
B7Z6H5,1.7747,0.78061
B7Z6L7,-3.1737,1.4947
B7Z6M0,-2.0928,0.56223
B7Z6Q5,0.8352,0.37382
B7Z6S9,0.82643,0.062347
B7Z765,1.7714,0.87981
B7Z7F3,1.1847,0.72629
B7Z7G4,0.21308,0.19545
B7Z7L8,-2.2216,0.7624
B7Z7P2,3.567,1.5823
B7Z831,-2.1046,0.73333
B7Z872,0.29549,0.10568
B7Z8T0,-0.32965,0.31732
B7Z8W8,-2.087,0.62657
B7Z8Y7,-0.6019,0.083899
B7Z9B1,-4.5647,1.8306
B7Z9B8,-3.9545,1.5635
B7Z9C2,0.10416,0.053486
B7Z9M2,5.7172,2.3189
B7Z9V4,0.0018908,0.23444
B7ZA74,-1.2876,0.36808
B7ZAC0,3.5523,1.5356
B7ZB83,-1.2178,0.74473
B7ZC38,-3.5953,1.617
B7ZKM6,-4.8857,2.0954
B7ZKN5,2.1677,0.80569
B7ZKQ8,5.0652,2.0362
B7ZKS3,-0.85242,0.46196
B7ZKT5,-0.7515,0.12166
B7ZKT9,-0.13515,0.36104
B7ZKY2,-3.3595,1.2304
B7ZKY6,3.3897,1.5313
B7ZKY8,2.1932,1.1038
B7ZL88,-2.8711,1.3373
B7ZLI5,-2.0279,0.72791
B7ZLJ0,0.09084,0.09961
B7ZLK1,-4.4251,1.6144
B7ZLQ5,-1.9167,0.98103
B7ZLW0,-4.6198,1.9122
B7ZLW8,-0.13771,0.049287
B7ZLZ8,2.6698,0.97121
B7ZM73,-1.694,0.40145
B7ZM87,-4.9938,2.085
B7ZM99,0.47311,0.21261
B7ZMF2,0.34756,0.32031
B7ZMJ9,2.4534,1.1229
B7ZML1,2.0527,0.96866
B8ZWD1,1.8811,0.66729
B8ZX62,-4.1073,1.7322
B8ZZC8,2.3254,0.81176
B8ZZD4,-2.3974,0.77916
B8ZZN6,0.021199,0.27217
B9A6K1,-2.5544,0.968
B9A6K8,-4.1274,1.7693
B9EGI2,-3.2204,1.4451
B9EGR7,2.2587,0.99293
B9EH95,-5.016,1.9532
B9EK47,2.9605,1.3185
C0IMJ3,-1.7142,0.53657
C0JYY2,1.3431,0.68304
C0LQF2,2.2927,0.79289
C1IDX9,1.292,0.63212
C3RW64,1.9651,0.85913
C3VMY8,-2.9359,1.2806
C4B7M4,-0.074825,0.021392
C5H6M8,-0.41471,0.37427
C7DJS2,-3.7737,1.2463
C9J2C0,0.062483,0.2977
C9J2R5,-4.3794,1.9276
C9J6P4,3.3507,1.4928
C9JA08,5.0927,2.1176
C9JC87,-1.0122,0.41159
C9JCC6,2.0769,0.6317
C9JEH3,2.5006,1.3573
C9JEJ2,0.17992,0.18338
C9JIF9,-1.2446,0.72584
C9JJN9,-2.426,1.0489
C9JRZ6,0.35525,0.01803
C9JTK4,1.6213,0.47703
C9JTN7,-0.93544,0.40525
C9JWJ8,-4.2179,1.8715
C9JY58,-0.11914,0.1438
C9JZG2,1.0111,0.59986
C9K0J5,-0.87971,0.54744
D0EKE5,-1.8026,0.89168
D0PNI2,0.15418,0.31987
D2CFK9,1.1654,0.48184
D2CPI8,-0.83981,0.52971
D2CVN5,-1.05,0.33332
D2JYI1,4.0648,1.8723
D2KFF9,-1.244,0.6461
D3DNI2,-3.1429,1.3579
D3DP46,0.0099825,0.24311
D3DPK5,-0.38215,0.36537
D3DPS3,2.8927,1.1858
D3DPU2,0.4408,0.10953
D3DQ48,-2.2679,0.65913
D3DQH8,2.6751,1.1871
D3DQM9,-0.65301,0.22362
D3DQR0,-3.4415,1.3159
D3DQS4,1.6514,0.87797
D3DQU2,-2.5929,1.191
D3DQX7,5.5771,2.3782
D3DR24,5.4959,2.3784
D3DR40,-2.6504,0.76365
D3DR62,1.1638,0.30931
D3DR65,2.6733,1.2258
D3DRP5,-3.0255,1.4788
D3DS14,0.4287,0.35603
D3DS77,-0.27957,0.2291
D3DSM5,-1.8302,0.90624
D3DSM6,0.93479,0.73625
D3DSQ1,0.041419,0.21376
D3DSW3,-2.856,1.3562
D3DSY9,-1.4234,0.70099
D3DTH7,-2.5368,0.7738
D3DTR7,-0.53654,0.070966
D3DTX6,-3.4051,1.5609
D3DTX7,0.15156,0.14431
D3DU01,0.67248,0.080902
D3DU92,-0.16934,0.13848
D3DUK1,-0.39758,0.049487
D3DUL8,-1.4505,0.81481
D3DUP1,-0.93356,0.37561
D3DUW5,0.25094,0.06382
D3DUW7,-0.80361,0.12571
D3DV26,-0.19175,0.27624
D3DVC4,-0.45117,0.1195
D3DVS1,-1.3989,0.72102
D3DVW9,-0.16805,0.16261
D3DW56,-2.9432,1.3179
D3DWY7,-0.44643,0.48777
D3TTZ3,5.6878,2.4216
D3U423,1.9929,0.93411
D3VVD8,-1.9444,0.6276
D3YTA9,-1.5723,0.46496
D3YTG3,4.2459,1.6776
D3YTI2,-0.73763,0.27546
D4Q8H0,-3.8292,1.6024
D4QEZ8,-4.5358,1.7372
D4YW74,-3.4344,1.2206
D6RAA8,-0.17624,0.015998
D6RB85,1.3578,0.67343
D6RBR1,-1.4751,0.52917
D6RBW1,1.0482,0.20291
D6RDG3,2.0927,0.84042
D6REM4,0.49113,0.41888
D6RER5,-2.8798,1.3105
D6REX3,-1.6085,0.87944
D6RF44,0.10991,0.21838
D6RFG8,-0.96006,0.17313
D6RGV5,-1.432,0.77168
D6RHG0,-0.39341,0.21332
D6RIF6,-1.3887,0.90669
D6W4Z6,0.048108,0.19255
D6W551,1.1792,0.61533
D6W5K2,-0.79245,0.39249
D6W601,0.10829,0.14652
D6W625,1.3552,0.69874
D7RF68,1.5377,0.86596
D9HTE9,0.96833,0.24436
D9IAI1,-2.7371,1.2877
D9ZGF8,-2.8179,1.116
E0CX11,-1.3927,0.26586
E0WN90,1.5326,0.77289
E1NZA1,0.68577,0.075668
E2QRB9,-1.9145,0.56342
E3W994,2.4683,1.1334
E5KLM1,2.0635,0.84939
E5KMT5,0.17427,0.034303
E5KN59,0.71841,0.066746
E5KND5,4.6074,2.1031
E5KNL5,3.5965,1.3171
E5KNW2,-1.3292,0.27377
E5KNY5,5.2374,2.1189
E5KRP5,-1.933,0.85418
E5KRX5,-0.276,0.18691
E5KS55,-1.1159,0.48092
E5KS95,1.4489,0.86289
E5KSL5,0.31168,0.042288
E5KSX8,-3.2791,1.4212
E5KSY5,-2.1939,0.87016
E5KT65,2.3429,0.7426
E5KTA5,-2.1917,1.045
E5KTI5,-0.92298,0.21901
E5RFJ8,-0.45393,0.33818
E5RIM7,0.6609,0.057753
E5RJD8,-0.44812,0.3754
E5RJR5,-1.9618,1.0474
E5RJT0,-0.4886,0.05981
E7D7X9,-2.4003,1.0302
E7EN19,4.5651,1.6873
E7EPN9,4.2961,1.7616
E7EPT4,-0.67323,0.3846
E7EQ57,-2.617,1.3039
E7EQL5,0.55762,0.05524
E7EQN9,-3.8103,1.597
E7EQR4,-2.5113,1.2387
E7EQR8,0.83808,0.088757
E7EQT4,-0.084498,0.078306
E7EQY1,1.7748,1.0199
E7EQZ4,2.2897,0.96325
E7ESA6,-1.0357,0.63526
E7ESP4,-0.15692,0.030445
E7ESZ7,0.96443,0.7159
E7ET40,4.1872,1.8128
E7ETB3,0.23371,0.061524
E7ETU9,4.6343,1.9492
E7ETY2,4.1358,1.6896
E7EU81,-0.47768,0.37092
E7EUI8,-4.8628,1.6779
E7EV01,-1.075,0.80143
E7EVA0,-3.2577,1.5104
E7EVJ5,-4.8955,1.8169
E7EVZ1,-0.85343,0.19607
E7EW49,1.5823,0.82551
E7EWW0,-0.038464,0.16956
E7EX44,-2.9711,1.4922
E7EX59,-0.26189,0.16495
E7EX73,-0.035354,0.21043
E7EX90,-2.229,1.2143
E7EXA6,-3.1602,1.1723
E9KL30,-2.5306,0.72096
E9KL35,2.0349,0.7158
E9KL37,1.0015,0.53515
E9KL44,1.0021,0.41397
E9KL48,-0.38812,0.19709
E9LUH4,0.0073335,0.15897
E9PAJ1,-0.99838,0.42554
E9PAU2,-0.90191,0.15573
E9PAV3,1.9538,0.62882
E9PB61,0.012646,0.014143
E9PBG7,-1.3512,0.65898
E9PC47,-0.46456,0.053048
E9PCH4,-2.6608,1.1358
E9PD50,0.47882,0.47449
E9PEJ6,1.2501,0.73485
E9PES4,1.4734,0.5457
E9PF32,-1.0239,0.30941
E9PF82,-4.4864,1.8247
E9PG19,-1.7428,0.76717
E9PGC8,0.2366,0.024164
E9PGF5,-1.9705,0.69908
E9PGQ0,4.8086,2.0086
E9PGT1,-2.8458,1.2763
E9PHG5,-1.7657,0.37058
E9PHY5,-1.8639,1.0265
E9PI87,0.35678,0.3369
E9PJD7,0.24591,0.32393
E9PJL9,-0.5284,0.063938
E9PK54,3.2801,1.217
E9PKG0,0.95297,0.79578
E9PKP7,-2.4492,0.92357
E9PL24,-2.7496,1.0158
E9PLM6,-1.6664,0.90937
E9PLY5,5.4364,2.2854
E9PMS6,-4.7116,2.0873
E9PN81,-3.1461,1.1696
E9PND2,-0.66888,0.60094
E9PNI7,-1.0348,0.29732
E9PNP3,-3.1797,1.3574
E9PNQ8,-1.1844,0.3512
E9PR17,-3.5806,1.5929
E9PR30,-0.20561,0.1531
E9PSG9,-4.335,1.7231
E9PSH0,2.2095,0.79982
ENSEMBL:ENSBTAP00000007350,-0.32285,0.015414
ENSEMBL:ENSBTAP00000016046,-2.6189,0.98684
ENSEMBL:ENSBTAP00000018229,0.34724,0.069176
ENSEMBL:ENSBTAP00000024146,-1.1302,0.66181
ENSEMBL:ENSBTAP00000032840,1.2326,0.4811
ENSEMBL:ENSBTAP00000034412,-2.6003,0.68264
ENSEMBL:ENSBTAP00000037665,-1.6315,0.59124
ENSEMBL:ENSBTAP00000038329,0.34923,0.031516
F1D8R0,-4.4423,1.8145
F1JVV5,-0.92189,0.41474
F1LJ00,-3.1838,1.2942
F1T0I1,-1.3815,0.43356
F1T0L5,1.8305,0.93537
F2X676,0.66076,0.055616
F2YGU2,-2.5536,0.91973
F2Z2U4,0.36959,0.29796
F2Z2W7,0.76178,0.50068
F2Z2X4,-0.57361,0.054042
F4MHG3,1.4489,0.77381
F4NC04,1.3674,0.75595
F4ZW62,0.85532,0.52357
F4ZW66,0.13218,0.080038
F5GX99,-0.0026932,0.29412
F5GXJ1,1.1369,0.39289
F5GXV7,-0.098565,0.46359
F5GY05,2.0155,0.91791
F5GYQ1,1.0953,0.30774
F5GZG1,-0.55214,0.0047775
F5H0R1,1.1765,0.53949
F5H134,-1.0322,0.59072
F5H199,-1.8796,0.61303
F5H1D4,-0.41507,0.083561
F5H1S1,0.61296,0.49886
F5H2A4,1.5569,0.4837
F5H2X7,-2.3679,0.78284
F5H527,3.771,1.4404
F5H5P2,0.73451,0.46515
F5H5R8,-3.6388,1.5196
F5H619,-2.1956,0.97837
F5H6T1,0.3868,0.3277
F5H7W8,-2.3923,1.008
F5H8L0,-2.7945,0.95326
F6IQY8,4.3488,1.8145
F6QMI7,1.6549,0.6027
F6R0L0,0.80785,0.24094
F6SYF8,0.33735,0.11384
F6TB26,-1.3565,0.18795
F6UJY1,-2.4671,1.3633
F6WQW2,0.25249,0.11458
F8VQD4,-3.9846,1.7934
F8VQZ7,-0.25568,0.35124
F8VRH0,1.2191,0.49985
F8VU51,-3.1425,1.0089
F8VU56,2.4776,1.1241
F8VVA7,2.439,0.9043
F8VWL3,-5.0913,2.199
F8VWW7,0.41236,0.07009
F8VXC8,-4.1003,1.6413
F8VXU5,-0.48256,0.4329
F8W0G4,-0.69638,0.31268
F8W0Q9,-2.5767,1.0698
F8W727,0.84796,0.10477
F8W7C6,0.67095,0.29133
F8W7U8,-3.3409,1.1713
F8W8D3,0.66878,0.45589
F8W8Y7,5.1168,2.1437
F8W8Z9,1.6561,0.38957
F8W914,0.0047206,0.15028
F8W930,-0.98307,0.6816
F8W9U9,1.0025,0.61738
F8WA39,-3.7836,1.8271
F8WAB8,0.72903,0.56122
F8WAL6,-4.5901,1.993
F8WB05,1.2763,0.43718
F8WB74,-2.056,0.73176
F8WBA3,-4.7476,2.0767
F8WCT1,-0.63243,0.34087
F8WD59,0.62502,0.16646
F8WEC0,4.0326,1.3619
F8WES2,-1.8712,0.86761
G0XQ39,2.2437,0.70237
G0Z349,-4.328,1.653
G1UCX3,0.076349,0.020351
G1UI16,-2.0442,0.66284
G3V136,2.5529,0.85409
G3V180,-1.7909,0.93795
G3V1A6,-0.86952,0.32083
G3V1S3,-0.59271,0.18956
G3V1V0,0.063448,0.074819
G3V2D6,-0.24473,0.095737
G3V2J9,1.4754,0.70733
G3V2N0,5.4618,2.1388
G3V2U7,-0.59883,0.13743
G3V3D1,-0.59946,0.26566
G3V4K3,-0.019659,0.29887
G3V4T6,-2.5748,0.77071
G3V4U0,1.617,0.91201
G3V5N8,-5.1325,1.9818
G3V5R9,-1.0228,0.37353
G3V5T9,-0.78864,0.092003
G3V5Z7,-2.4268,0.66504
G3XAI2,3.7527,1.543
G3XAN8,4.0584,1.6104
G4U4J3,2.9245,1.1657
G5E9D4,0.23169,0.30445
G5E9T8,3.8263,1.2266
G5E9W9,2.165,1.0488
G5E9Z2,3.9488,1.5575
G5EA09,1.4765,0.34656
G5EA30,0.67297,0.18868
G5EA36,-1.0901,0.67863
G8JLB6,-0.61433,0.28717
G8JLH6,-3.4399,1.2673
G8XV63,2.6793,1.3302
G9BZK0,0.42499,0.31554
G9I2K8,0.71351,0.023374
G9J6Q6,-0.99469,0.54929
H0UI05,-1.8692,0.93061
H0UI49,2.2937,1.2289
H0UI63,3.236,1.31
H0UI66,-3.0434,1.1984
H0UI80,-2.4902,0.96993
H0UI97,1.3826,0.34475
H0UIA5,1.4739,0.60784
H0Y2S1,4.8762,1.9707
H0Y2S9,-1.5891,0.62378
H0Y368,0.9656,0.2907
H0Y4B0,-0.31979,0.0087093
H0Y4E8,-0.29641,0.039303
H0Y4V9,-0.88349,0.49506
H0Y5B0,-4.2001,1.9258
H0Y5C6,-1.784,0.65057
H0Y5K5,-0.31184,0.11423
H0Y6V6,0.42284,0.55609
H0Y704,-0.84632,0.53826
H0Y7A7,-2.6639,1.2726
H0Y7R8,0.71498,0.19319
H0Y827,0.31936,0.24027
H0Y886,-0.031943,0.2675
H0Y8C2,0.66686,0.2559
H0Y8P4,3.9124,1.5603
H0Y8X4,-0.85307,0.54444
H0Y944,2.7765,1.1801
H0Y966,-0.33943,0.20073
H0Y990,1.9912,0.66265
H0Y9P0,-0.29749,0.089738
H0Y9X1,1.4515,0.52394
H0Y9Z5,-2.6873,1.2872
H0Y9Z7,1.3066,0.32842
H0YAH0,-5.6816,2.254
H0YAV1,-3.6015,1.4207
H0YBQ0,-0.2853,0.077253
H0YC16,1.0473,0.57501
H0YCI3,-3.2624,1.3998
H0YCX6,0.10974,0.29556
H0YD69,1.4129,0.5612
H0YDD8,0.73484,0.090589
H0YE88,-3.0318,1.3058
H0YEH1,1.2462,0.78227
H0YGM0,1.8742,0.9697
H0YIC4,-0.28718,0.45641
H0YIV9,1.6103,0.59653
H0YJ75,2.8518,1.2399
H0YJE4,1.1746,0.50816
H0YJE8,-1.4758,0.34012
H0YJW3,-3.1052,1.5596
H0YK48,-3.9288,1.7003
H0YK59,0.81479,0.53027
H0YL33,-1.3104,0.88823
H0YL70,2.2984,0.85053
H0YMK0,3.0595,1.3808
H0YMT9,-2.881,1.2732
H0YMV8,1.2565,0.30386
H0YN33,-0.32226,0.22261
H0YNC7,-4.6472,1.9178
H0YNJ6,-3.9684,1.4344
H2KNE8,3.3748,1.1289
H3BM74,-0.9911,0.43139
H3BMD8,-2.5795,1.0976
H3BMF4,1.2922,0.41852
H3BN50,3.8796,1.6401
H3BNT4,3.0771,1.2767
H3BP13,1.2128,0.22582
H3BQK0,-3.5242,1.3895
H3BQK9,0.57727,0.37414
H3BRJ5,-0.32136,0.3659
H3BRN3,0.72992,0.55855
H3BRN4,1.952,1.0145
H3BS01,1.8434,0.64859
H3BSH7,2.9187,1.3713
H3BST1,-0.92866,0.31302
H3BSW6,-3.7486,1.5283
H3BTN5,-2.6871,1.312
H3BUB6,-0.62947,0.02014
H3BUZ1,0.69924,0.47867
H6QX63,1.9193,0.49811
H6VRG2,-2.8376,1.2085
H7BXF5,-1.2878,0.21604
H7BXI1,-1.0185,0.54909
H7BY49,-2.2679,0.64524
H7BY55,-1.2846,0.65041
H7BY58,-0.95766,0.58052
H7BYT1,1.3026,0.52546
H7BZ94,4.046,1.7497
H7BZB9,-2.4916,1.1723
H7BZJ3,2.9735,1.3922
H7C0S8,1.0274,0.33792
H7C1J8,1.9729,0.71595
H7C1M2,0.19334,0.27193
H7C1U7,4.9777,2.0781
H7C1Z7,-3.0071,1.2964
H7C269,0.32272,0.45229
H7C286,-0.16113,0.093403
H7C2I1,4.9238,1.9273
H7C2K6,-0.29587,0.0034922
H7C2Q8,0.69608,0.21013
H7C2S9,2.0592,1.1088
H7C3C4,3.4498,1.3721
H7C3D8,-0.46075,0.064129
H7C4X9,0.25717,0.094784
H7C561,0.61246,0.021502
H9A532,0.46454,0.13538
H9KV75,-2.7945,1.1116
H9KV85,-2.9477,1.3528
H9NKY4,-0.19785,0.29835
H9ZYJ2,-0.043065,0.14416
I1VE18,0.64246,0.17485
I1W660,-3.3172,1.1461
I3L0A0,0.49973,0.014056
I3L0E3,4.8418,1.9181
I3L0Y6,-3.1257,1.2542
I3L1J9,-1.7327,0.39515
I3L1Q2,-0.1021,0.015863
I3L2B0,4.6579,1.7393
I3L2J0,-2.7962,0.99366
I3L3Q4,-1.334,0.78202
I3L448,2.102,1.0376
I3L4N8,-1.8416,0.5014
I3L4Q0,-2.263,0.85193
I3NI02,1.384,0.29165
I3VM53,1.6852,0.64985
I4DCY7,-0.31782,0.018266
I6L899,0.86193,0.58388
I6L8A6,2.1898,1.0817
I6L975,-0.81176,0.63882
I6L976,2.9286,1.4374
I6L9C6,0.4188,0.23252
I6TRR8,0.32964,0.11726
I7GQD9,-0.08952,0.27358
I7GW38,1.6522,0.97629
J3JSM9,-0.17754,0.021626
J3KMZ9,5.1583,2.1207
J3KN01,0.559,0.43056
J3KN16,0.023591,0.17837
J3KN59,-1.1688,0.8293
J3KN66,0.42642,0.58822
J3KN67,-2.1231,1.1732
J3KNA0,2.7655,0.98945
J3KNF5,0.0041374,0.093935
J3KNF8,-3.9848,1.6593
J3KNN3,-2.2009,0.97793
J3KNN5,0.89381,0.52623
J3KNP4,1.4235,0.82293
J3KNQ4,-5.6065,2.4062
J3KNS1,-1.154,0.57563
J3KP58,-1.634,0.88882
J3KPD3,0.020608,0.090662
J3KPF0,-2.4147,0.63608
J3KPF3,-0.68311,0.39063
J3KPL8,-0.04125,0.007979
J3KPM9,1.8602,0.73725
J3KPP4,0.79965,0.25576
J3KPS0,-1.3723,0.56197
J3KPT4,3.7866,1.4258
J3KPV1,-3.6824,1.4006
J3KPZ4,0.01105,0.23275
J3KQ18,-0.87295,0.57399
J3KQ32,1.335,0.28478
J3KQ40,-1.3669,0.28445
J3KQ42,-0.88232,0.30997
J3KQ48,4.8759,2.1831
J3KQE5,-1.6541,0.80625
J3KQJ1,-2.6091,1.1404
J3KQL8,1.5423,0.54384
J3KQN4,1.4667,0.38126
J3KQV8,0.39214,0.034168
J3KQY1,2.0275,1.0866
J3KR33,-0.17936,0.037676
J3KR35,-2.7339,0.90595
J3KR72,-0.68432,0.041867
J3KR97,-2.3961,0.99452
J3KTA1,-3.7969,1.4947
J3KTA4,0.27529,0.19397
J3KTL2,-1.295,0.73412
J3QK89,-1.7928,0.54775
J3QL06,3.5073,1.5258
J3QL71,-2.7713,1.3355
J3QLS3,2.2329,0.65898
J3QQ67,3.4697,1.5298
J3QQJ0,-0.68756,0.38934
J3QR07,-0.46745,0.33932
J3QR44,-0.41324,0.089165
J3QRB6,-2.1598,0.76152
J3QRU1,0.83184,0.31348
J3QSU6,4.3742,1.7094
J3QTA2,-3.5514,1.4718
J3QTA6,-3.909,1.5444
J9JIC5,0.37349,0.19739
J9JIE6,2.3543,0.67424
K4DI93,-4.3852,1.86
K4RH61,3.5353,1.659
K7EIG1,4.4892,1.6768
K7EJB5,-0.30156,0.069505
K7EJH8,-2.4168,1.0455
K7EJX5,0.64781,0.5376
K7EK60,-0.59683,0.20148
K7ELC2,3.3983,1.2662
K7ELE3,-2.781,1.0897
K7ELP0,-3.6796,1.6042
K7EM18,2.9727,1.3322
K7EM38,-2.7745,0.92487
K7EM54,-0.39623,0.079441
K7EMX1,1.6486,0.36572
K7ENL0,0.8573,0.53898
K7ENP4,2.0227,1.0535
K7ENT6,-3.3394,1.7254
K7EPJ5,1.6556,0.46199
K7EPR5,-4.2323,1.6017
K7EPS4,3.3313,1.0448
K7EQ23,4.3375,1.8429
K7EQ71,-0.41201,0.084977
K7ER00,5.514,2.2575
K7ER88,-0.17631,0.18542
K7ER90,0.69719,0.40821
K7ERG3,-1.8237,0.71874
K7PML8,-2.3997,1.0785
K7WVJ5,-0.64039,0.36871
L0R4W3,-0.4774,0.029722
L0R588,2.4774,1.1949
L0R599,-3.914,1.3815
L0R6F6,-0.41293,0.60041
L0R6Q1,2.5449,1.2376
L0R819,1.1404,0.54858
L0R849,0.58896,0.46819
L0R8F8,0.3717,0.010703
L7N2F9,0.28567,0.22961
L7RRS0,1.1467,0.31539
L7RXH5,-2.7168,1.3709
L7UUZ7,0.12568,0.078319
L8B4J3,2.1928,0.99335
M0QWZ7,-4.7456,1.9593
M0QXA7,-3.3796,1.3954
M0QXZ5,-1.9272,0.81873
M0QY77,-0.97539,0.43631
M0QYM7,0.32593,0.26954
M0QYZ2,1.5599,0.82868
M0QZ12,4.0706,1.8363
M0QZ21,1.0226,0.56195
M0QZR4,-2.3337,0.76549
M0R0K9,-0.5909,0.04584
M0R226,3.0293,1.0962
M0R2A0,4.671,1.6445
M0R2A8,1.6994,0.73081
M0R2B7,-1.0572,0.13346
M0R2Z9,-2.8551,1.1305
M1VKI3,0.023497,0.20129
M4QHP2,-1.3678,0.5547
M4VR43,-0.17235,0.19073
M9P8G6,0.3883,0.35505
O00116,2.3189,0.69502
O00139,-0.97891,0.59982
O00142,-1.1016,0.15858
O00148,1.6994,0.74315
O00151,-5.3157,2.1385
O00154,3.3334,1.3094
O00159,-4.532,2.0116
O00161,0.42304,0.31764
O00165,-0.10595,0.28846
O00178,-0.66394,0.36756
O00182,0.82614,0.39862
O00186,-1.8451,0.97174
O00192,-1.3912,0.66086
O00193,0.7325,0.1957
O00194,5.3081,2.1784
O00217,0.69675,0.62216
O00231,2.5307,0.76336
O00233,0.45333,0.062686
O00264,-0.10999,0.12764
O00267,2.5225,0.8999
O00268,-0.28858,0.24071
O00273,0.75966,0.71734
O00287,0.44197,0.53202
O00291,-5.0817,2.0142
O00299,2.5972,1.2003
O00300,-0.0095507,0.10334
O00308,1.9933,0.6751
O00391,4.0406,1.497
O00399,0.2914,0.051834
O00400,2.3872,0.9399
O00401,-0.81133,0.50217
O00411,3.8305,1.4494
O00418,-1.9903,0.91477
O00423,3.646,1.4114
O00425,3.6334,1.426
O00461,1.7686,0.76616
O00462,4.096,1.6372
O00468,2.4695,1.3257
O00469,5.225,1.9491
O00471,-4.0115,1.4173
O00472,0.37486,0.098281
O00483,-3.8308,1.5584
O00487,1.0287,0.13282
O00488,1.913,0.84868
O00506,1.5815,0.38865
O00522,-0.60009,0.15763
O00534,-3.1068,1.1724
O00541,0.56773,0.11747
O00566,1.174,0.68792
O00567,0.64346,0.18538
O00622,-5.0043,1.9834
O00625,-2.4163,0.77824
O00629,-2.3108,0.93139
O00716,1.199,0.62812
O00743,0.63362,0.44462
O00764,-4.0347,1.5014
O14494,5.1476,2.1325
O14495,0.074816,0.080392
O14524,-2.6509,0.94038
O14529,0.67661,0.5687
O14530,2.573,0.86414
