ensembl,predictive,VIP
ENSG00000007866,0.74247,0.27707
ENSG00000007923,-1.023,0.61602
ENSG00000007944,-2.8587,1.5204
ENSG00000008018,0.55594,0.08895
ENSG00000008056,-2.6209,1.521
ENSG00000008083,0.83369,0.45329
ENSG00000008086,-0.11944,0.061074
ENSG00000008128,-0.35867,0.014206
ENSG00000008130,0.713,0.28727
ENSG00000008196,1.5186,0.82139
ENSG00000008256,-1.5386,0.85743
ENSG00000008277,-1.5259,0.71124
ENSG00000008282,0.63682,0.21654
ENSG00000008283,0.77936,0.32333
ENSG00000008294,2.1277,1.0486
ENSG00000008300,-2.5943,1.4603
ENSG00000008311,-0.0086458,0.091506
ENSG00000008324,-1.614,0.82562
ENSG00000008382,-2.697,1.3787
ENSG00000008394,1.8968,1.0886
ENSG00000008405,-0.076184,0.098427
ENSG00000008441,-3.1396,1.5855
ENSG00000008513,2.978,1.5801
ENSG00000008516,-1.4539,0.8546
ENSG00000008517,-2.2048,1.1788
ENSG00000008710,2.6349,1.2893
ENSG00000008735,-0.18262,0.24718
ENSG00000008838,-1.5439,0.92021
ENSG00000008853,2.7832,1.3108
ENSG00000008869,0.89962,0.50764
ENSG00000008952,-1.8963,1.039
ENSG00000008988,-3.4167,1.7575
ENSG00000009307,0.39705,0.23947
ENSG00000009335,2.3871,1.1766
ENSG00000009413,1.325,0.78304
ENSG00000009780,0.6745,0.20586
ENSG00000009830,-0.0021054,0.16657
ENSG00000009844,2.1687,1.1451
ENSG00000009954,0.40108,0.24768
ENSG00000010017,2.3027,1.297
ENSG00000010030,-2.1535,1.0938
ENSG00000010072,2.4111,1.3801
ENSG00000010165,-1.6302,0.79308
ENSG00000010219,-2.8208,1.58
ENSG00000010244,0.73604,0.32812
ENSG00000010256,-1.1502,0.79936
ENSG00000010270,2.2458,1.1703
ENSG00000010278,2.3122,1.1889
ENSG00000010292,1.2831,0.68918
ENSG00000010295,0.87782,0.45384
ENSG00000010318,1.9859,1.2396
ENSG00000010322,-1.6097,0.94307
ENSG00000010361,-1.2151,0.6421
ENSG00000010379,2.3965,1.4251
ENSG00000010404,1.245,0.81333
ENSG00000010539,2.1582,1.1479
ENSG00000010626,-1.8706,1.0674
ENSG00000010704,-1.4858,0.77036
ENSG00000010803,-1.0317,0.48447
ENSG00000010810,2.8237,1.5109
ENSG00000010818,1.2862,0.72767
ENSG00000011007,2.8337,1.4444
ENSG00000011009,-3.1069,1.6754
ENSG00000011021,1.5685,0.67725
ENSG00000011028,1.5264,0.65832
ENSG00000011105,1.7925,0.74682
ENSG00000011114,-2.7291,1.2936
ENSG00000011132,-1.4547,0.88954
ENSG00000011143,-2.7955,1.5553
ENSG00000011198,1.0154,0.51008
ENSG00000011201,0.71154,0.20854
ENSG00000011243,-2.3724,1.1687
ENSG00000011258,-2.5089,1.2511
ENSG00000011260,3.0891,1.5785
ENSG00000011275,-0.75133,0.49041
ENSG00000011295,1.7978,0.76526
ENSG00000011304,1.2179,0.53194
ENSG00000011332,0.68006,0.26534
ENSG00000011347,0.38173,0.15515
ENSG00000011376,1.3512,0.47004
ENSG00000011405,-0.44293,0.12099
ENSG00000011422,2.5204,1.2507
ENSG00000011426,2.287,1.2194
ENSG00000011451,-2.5434,1.2719
ENSG00000011454,-2.1857,0.99855
ENSG00000011465,3.3921,1.8529
ENSG00000011478,0.478,0.058328
ENSG00000011485,2.4946,1.0957
ENSG00000011523,-2.8882,1.5763
ENSG00000011566,-0.42341,0.13867
ENSG00000011638,-0.33952,0.19124
ENSG00000012048,2.811,1.5303
ENSG00000012061,-2.0357,1.0757
ENSG00000012171,-3.5806,1.9144
ENSG00000012174,1.8124,0.85493
ENSG00000012211,1.4917,0.7944
ENSG00000012223,2.5971,1.4057
ENSG00000012232,-0.87444,0.67932
ENSG00000012504,-2.3435,1.2248
ENSG00000012660,0.45053,0.071872
ENSG00000012779,-2.987,1.5305
ENSG00000012817,1.3955,0.69032
ENSG00000012822,-2.0583,1.1053
ENSG00000012963,1.4185,0.89433
ENSG00000012983,1.5692,0.87825
ENSG00000013016,-0.40054,0.076143
ENSG00000013275,-0.32089,0.21397
ENSG00000013288,-0.1312,0.19965
ENSG00000013293,3.0204,1.645
ENSG00000013297,3.1515,1.6589
ENSG00000013306,-1.5378,0.90291
ENSG00000013364,-2.0678,1.1898
ENSG00000013374,1.4578,0.85394
ENSG00000013375,3.4701,1.7749
ENSG00000013392,3.0101,1.6554
ENSG00000013441,-0.82415,0.61578
ENSG00000013503,2.4601,1.1956
ENSG00000013523,1.2412,0.42381
ENSG00000013561,3.1433,1.6661
ENSG00000013563,0.069277,0.077012
ENSG00000013573,1.3484,0.70954
ENSG00000013583,1.5881,0.9068
ENSG00000013588,-0.69504,0.47696
ENSG00000013619,3.2633,1.6578
ENSG00000013810,1.9763,1.0661
ENSG00000014123,0.82003,0.42315
ENSG00000014138,3.044,1.5223
ENSG00000014164,-1.6039,0.88885
ENSG00000014216,-1.4101,0.85541
ENSG00000014641,-0.20614,0.17138
ENSG00000014824,-0.5783,0.27987
ENSG00000014914,-1.2937,0.66315
ENSG00000014919,-2.3624,1.1863
ENSG00000015133,-3.0304,1.5464
ENSG00000015153,-1.6661,0.84147
ENSG00000015171,0.2719,0.29335
ENSG00000015285,2.0638,0.9967
ENSG00000015475,1.4238,0.72711
ENSG00000015479,-1.0769,0.59848
ENSG00000015532,0.48328,0.052174
ENSG00000015676,-1.5422,0.92181
ENSG00000016082,-1.5652,0.88698
ENSG00000016391,-3.7264,1.9669
ENSG00000016864,1.0855,0.45861
ENSG00000017260,2.1552,1.0206
ENSG00000017483,1.5937,0.64993
ENSG00000017797,-2.8687,1.4288
ENSG00000018189,-2.6159,1.3494
ENSG00000018408,-2.1594,1.137
ENSG00000018510,-1.0272,0.53564
ENSG00000018610,0.73824,0.53715
ENSG00000018699,-0.182,0.22533
ENSG00000018869,0.80489,0.43291
ENSG00000019144,-3.4975,1.9077
ENSG00000019186,1.1024,0.50589
ENSG00000019485,-3.0306,1.6295
ENSG00000019505,0.4148,0.04744
ENSG00000019549,1.3198,0.66815
ENSG00000019582,-2.6441,1.4016
ENSG00000019995,1.4809,0.91529
ENSG00000020129,-1.9237,1.1212
ENSG00000020181,-2.8143,1.5136
ENSG00000020256,1.0124,0.42221
ENSG00000020426,1.7966,0.87259
ENSG00000020577,-1.1113,0.44459
ENSG00000020633,1.8569,0.92407
ENSG00000020922,2.5019,1.314
ENSG00000021300,-2.9449,1.5671
ENSG00000021355,0.30159,0.27536
ENSG00000021574,-2.186,1.2235
ENSG00000021645,-2.8464,1.5199
ENSG00000021762,0.15564,0.16649
ENSG00000021776,-3.2305,1.692
ENSG00000021826,-1.4279,0.7692
ENSG00000022267,-2.7221,1.2821
ENSG00000022277,-1.8925,1.0444
ENSG00000022556,1.8454,0.8376
ENSG00000022567,0.87015,0.32034
ENSG00000022840,-1.249,0.74841
ENSG00000022976,2.4285,1.367
ENSG00000023041,0.084584,0.067422
ENSG00000023191,-1.8527,0.98514
ENSG00000023228,-0.45306,0.31277
ENSG00000023287,-0.7271,0.24323
ENSG00000023318,1.437,0.57781
ENSG00000023330,2.0372,0.99348
ENSG00000023445,1.7026,0.97117
ENSG00000023516,1.5452,0.80969
ENSG00000023572,2.146,1.1308
ENSG00000023608,3.2166,1.7796
ENSG00000023697,0.81805,0.35439
ENSG00000023734,1.7576,0.90575
ENSG00000023892,1.994,0.92824
ENSG00000023902,1.1183,0.57585
ENSG00000023909,3.3665,1.7735
ENSG00000024048,0.60888,0.24951
ENSG00000024422,-2.1763,1.1725
ENSG00000024526,2.6608,1.4691
ENSG00000024862,-1.0079,0.35643
ENSG00000025039,3.7489,2.0603
ENSG00000025156,2.7852,1.4505
ENSG00000025293,-1.9613,0.97791
ENSG00000025423,2.2169,1.0268
ENSG00000025434,-1.9461,0.85818
ENSG00000025708,0.97607,0.51699
ENSG00000025770,1.3324,0.61843
ENSG00000025772,1.375,0.59644
ENSG00000025796,1.5989,0.70917
ENSG00000025800,-2.1775,1.121
ENSG00000026025,-0.74,0.47625
ENSG00000026103,2.7889,1.4549
ENSG00000026297,0.38689,0.12113
ENSG00000026508,3.0594,1.5836
ENSG00000026559,2.9201,1.6235
ENSG00000026652,2.1511,1.0251
ENSG00000026950,0.32786,0.19372
ENSG00000027001,-0.8758,0.55732
ENSG00000027075,3.391,1.8018
ENSG00000027697,3.2461,1.6555
ENSG00000027847,-0.69627,0.5251
ENSG00000028116,3.1339,1.704
ENSG00000028137,2.9013,1.487
ENSG00000028203,0.10911,0.079435
ENSG00000028277,2.7734,1.5092
ENSG00000028310,-0.16452,0.018293
ENSG00000028528,-2.448,1.2784
ENSG00000028839,1.3441,0.85764
ENSG00000029153,2.9187,1.558
ENSG00000029363,-0.48258,0.18998
ENSG00000029364,-1.0991,0.57311
ENSG00000029534,0.76641,0.32738
ENSG00000029639,3.2813,1.8356
ENSG00000029725,1.6091,0.931
ENSG00000029993,-1.7957,0.81901
ENSG00000030066,1.1559,0.57722
ENSG00000030110,0.69352,0.19282
ENSG00000030419,-0.36598,0.077684
ENSG00000030582,-0.20033,0.24818
ENSG00000031003,1.9782,1.1889
ENSG00000031081,-0.65592,0.39559
ENSG00000031691,1.8154,1.0727
ENSG00000031698,-0.17163,0.24052
ENSG00000031823,-0.50484,0.10443
ENSG00000032219,-2.7253,1.3667
ENSG00000032389,-2.579,1.4634
ENSG00000032444,-1.3128,0.84143
ENSG00000032742,-0.044657,0.066055
ENSG00000033011,-0.63155,0.53448
ENSG00000033030,1.3207,0.72234
ENSG00000033050,-0.45289,0.24662
ENSG00000033100,1.008,0.37679
ENSG00000033122,-1.4535,0.68858
ENSG00000033170,1.7131,0.99797
ENSG00000033178,0.7498,0.35133
ENSG00000033327,2.1808,1.1633
ENSG00000033627,-0.34009,0.38439
ENSG00000033800,-1.8858,0.85464
ENSG00000033867,0.65171,0.34266
ENSG00000034053,-0.82565,0.47876
ENSG00000034152,2.8252,1.4426
ENSG00000034510,-2.6735,1.4195
ENSG00000034533,-0.45316,0.36908
ENSG00000034677,-1.7383,0.83187
ENSG00000034693,2.0452,1.002
ENSG00000034713,1.9559,0.99561
ENSG00000035115,-2.6603,1.4087
ENSG00000035141,0.60025,0.14155
ENSG00000035403,-0.12827,0.3033
ENSG00000035499,1.8431,1.1126
ENSG00000035664,2.4756,1.3625
ENSG00000035681,2.9118,1.5237
ENSG00000035687,2.3439,1.204
ENSG00000035862,0.52639,0.21672
ENSG00000035928,1.0489,0.64719
ENSG00000036054,-0.17323,0.10349
ENSG00000036257,1.1083,0.68349
ENSG00000036448,-1.6629,0.91724
ENSG00000036530,-0.64726,0.38763
ENSG00000036549,2.4664,1.4493
ENSG00000036672,-2.9462,1.5626
ENSG00000037042,0.60562,0.26653
ENSG00000037241,-1.4131,0.74668
ENSG00000037280,-2.4239,1.3979
ENSG00000037474,2.994,1.4842
ENSG00000037637,1.1243,0.73559
ENSG00000037749,1.3363,0.65502
ENSG00000037757,-2.6024,1.365
ENSG00000037897,-0.10646,0.19827
ENSG00000037965,1.3961,0.75053
ENSG00000038002,0.050307,0.045363
ENSG00000038210,1.7599,0.98298
ENSG00000038219,-1.4304,0.62855
ENSG00000038274,0.60646,0.43217
ENSG00000038295,2.3372,1.174
ENSG00000038358,1.183,0.50975
ENSG00000038382,-2.4935,1.2984
ENSG00000038427,-3.6274,1.9108
ENSG00000038532,-2.5849,1.4325
ENSG00000039123,0.031351,0.03145
ENSG00000039139,3.4174,1.8368
ENSG00000039319,1.5169,0.80999
ENSG00000039523,-1.0065,0.64791
ENSG00000039560,-0.83615,0.34627
ENSG00000039650,0.42073,0.22378
ENSG00000040199,2.7192,1.2249
ENSG00000040275,3.543,1.7844
ENSG00000040341,0.44595,0.31821
ENSG00000040487,0.65653,0.2567
ENSG00000040531,-1.6964,0.94919
ENSG00000040608,-1.9546,1.1079
ENSG00000040633,-0.47011,0.37471
ENSG00000040731,-0.8417,0.35599
ENSG00000040933,-0.76115,0.27289
ENSG00000041353,3.4395,1.8639
ENSG00000041357,-0.82152,0.44406
ENSG00000041802,2.6854,1.2406
ENSG00000041880,-2.8134,1.5117
ENSG00000041982,3.0538,1.5169
ENSG00000041988,-1.863,0.97449
ENSG00000042062,-1.4951,0.65398
ENSG00000042088,-0.039059,0.1805
ENSG00000042286,1.1333,0.62221
ENSG00000042317,-0.50955,0.19621
ENSG00000042429,0.5122,0.32416
ENSG00000042445,0.76071,0.19748
ENSG00000042493,-2.9593,1.5951
ENSG00000042753,-1.1676,0.70076
ENSG00000042832,-0.41264,0.34948
ENSG00000043093,-0.085608,0.035263
ENSG00000043143,2.7747,1.5214
ENSG00000043355,1.3495,0.54221
ENSG00000043514,-0.76319,0.50748
ENSG00000044090,-1.7771,1.0174
ENSG00000044115,1.864,0.87342
ENSG00000044446,-0.69834,0.4093
ENSG00000044459,1.1683,0.73857
ENSG00000044574,0.98817,0.34569
ENSG00000046604,-0.22381,0.29198
ENSG00000046647,-2.3991,1.282
ENSG00000046651,-2.4548,1.1673
ENSG00000046889,2.5329,1.4329
ENSG00000047056,1.5216,0.74322
ENSG00000047188,0.75244,0.4962
ENSG00000047230,-1.5246,0.78403
ENSG00000047249,2.2248,1.074
ENSG00000047315,-0.61525,0.39906
ENSG00000047346,-0.51103,0.060396
ENSG00000047365,0.93287,0.70125
ENSG00000047410,0.47686,0.35779
ENSG00000047457,3.5453,1.893
ENSG00000047578,-2.9333,1.4601
ENSG00000047579,-2.8739,1.4613
ENSG00000047617,0.61473,0.3415
ENSG00000047621,2.1553,1.1208
ENSG00000047634,2.8278,1.501
ENSG00000047644,2.4866,1.4295
ENSG00000047648,-2.4883,1.4471
ENSG00000047849,-2.2088,1.2725
ENSG00000047932,1.638,0.84634
ENSG00000047936,3.4048,1.8495
ENSG00000048028,-0.51346,0.19259
ENSG00000048052,0.12321,0.11977
ENSG00000048140,0.045945,0.029971
ENSG00000048162,-1.0367,0.65461
ENSG00000048342,-3.0289,1.5278
ENSG00000048392,1.8104,1.1049
ENSG00000048405,1.5492,0.80501
ENSG00000048471,0.33594,0.3722
ENSG00000048544,2.8166,1.5719
ENSG00000048649,-1.9117,0.95015
ENSG00000048707,-1.2092,0.75509
ENSG00000048740,0.37509,0.09548
ENSG00000048828,2.9033,1.4938
ENSG00000048991,0.63358,0.50284
ENSG00000049089,-0.30795,0.10517
ENSG00000049130,-1.219,0.70233
ENSG00000049167,0.66945,0.37995
ENSG00000049192,1.1639,0.64586
ENSG00000049239,-2.7473,1.6249
ENSG00000049245,-1.1001,0.57497
ENSG00000049246,-0.72142,0.3454
ENSG00000049249,-1.0442,0.59884
ENSG00000049283,0.81914,0.50934
ENSG00000049323,2.8299,1.4525
ENSG00000049449,0.2776,0.11729
ENSG00000049541,3.3218,1.6904
ENSG00000049618,2.0174,1.2152
ENSG00000049656,1.0028,0.28195
ENSG00000049759,-2.5223,1.2328
ENSG00000049769,1.0322,0.52453
ENSG00000049860,3.1062,1.526
ENSG00000049883,0.13078,0.044067
ENSG00000050030,1.7854,0.88051
ENSG00000050130,1.9274,0.98788
ENSG00000050165,1.3014,0.49841
ENSG00000050327,-1.7856,0.86973
ENSG00000050344,0.59199,0.16337
ENSG00000050393,3.3479,1.8351
ENSG00000050405,2.3711,1.1637
ENSG00000050426,0.019754,0.12386
ENSG00000050438,2.0232,1.0061
ENSG00000050730,3.2237,1.7865
ENSG00000050748,3.0955,1.6441
ENSG00000050820,0.12362,0.060596
ENSG00000051009,-0.88,0.70195
ENSG00000051108,-0.11196,0.12533
ENSG00000051128,-2.6241,1.4273
ENSG00000051341,2.4191,1.3746
ENSG00000051382,-1.0512,0.48705
ENSG00000051523,1.945,1.0015
ENSG00000051596,0.74412,0.36909
ENSG00000051620,-0.76293,0.48252
ENSG00000051825,3.2635,1.6889
ENSG00000052126,-2.2958,1.0536
ENSG00000052723,-2.0669,1.064
ENSG00000052749,1.0276,0.36457
ENSG00000052795,2.4489,1.2941
ENSG00000052802,-0.3874,0.39702
ENSG00000052841,-1.014,0.4779
ENSG00000053254,-2.444,1.2381
ENSG00000053371,-1.9519,1.1085
ENSG00000053372,-0.053203,0.15357
ENSG00000053501,-3.2954,1.7608
ENSG00000053524,-2.7093,1.5036
ENSG00000053747,1.1225,0.4291
ENSG00000053770,0.23353,0.18216
ENSG00000053900,0.22085,0.2003
ENSG00000054116,2.5879,1.3065
ENSG00000054118,-2.329,1.2463
ENSG00000054148,-3.0576,1.6567
ENSG00000054267,-1.1916,0.53459
ENSG00000054277,2.7006,1.4956
ENSG00000054282,1.1789,0.68368
ENSG00000054356,3.6609,1.8963
ENSG00000054392,3.0182,1.662
ENSG00000054523,-0.089479,0.2696
ENSG00000054598,2.7905,1.5475
ENSG00000054611,-3.2487,1.6809
ENSG00000054654,1.0937,0.64022
ENSG00000054690,-3.6562,1.8663
ENSG00000054793,-0.30708,0.28831
ENSG00000054938,2.5263,1.491
ENSG00000054965,0.76007,0.18835
ENSG00000054967,3.0083,1.4984
ENSG00000054983,1.2131,0.48025
ENSG00000055044,-0.61622,0.30147
ENSG00000055070,0.94548,0.36625
ENSG00000055130,1.763,1.0546
ENSG00000055147,0.20203,0.0068253
ENSG00000055163,-1.7295,0.97445
ENSG00000055208,2.0069,1.164
ENSG00000055211,2.6961,1.3087
ENSG00000055332,2.3467,1.3765
ENSG00000055483,2.5905,1.278
ENSG00000055609,-1.0672,0.53994
ENSG00000055732,-1.1557,0.65173
ENSG00000055917,-1.3403,0.52451
ENSG00000055950,-3.022,1.4491
ENSG00000056050,0.86109,0.57793
ENSG00000056097,1.4395,0.72594
ENSG00000056277,2.2317,1.1175
ENSG00000056291,0.91306,0.36019
ENSG00000056558,-0.86773,0.50486
ENSG00000056586,1.1847,0.82496
ENSG00000056736,-2.462,1.1571
ENSG00000056972,2.5584,1.3885
ENSG00000057019,-1.9188,1.0711
ENSG00000057149,3.1556,1.6624
ENSG00000057252,2.5457,1.1663
ENSG00000057294,-0.4723,0.1799
ENSG00000057608,1.205,0.55281
ENSG00000057657,2.0125,1.145
ENSG00000057663,3.0222,1.7998
ENSG00000057704,1.8357,1.0417
ENSG00000057757,2.2496,1.0925
ENSG00000057935,-2.8718,1.441
ENSG00000058056,2.3586,1.293
ENSG00000058063,2.0169,0.93178
ENSG00000058085,0.98698,0.37826
ENSG00000058091,-2.9276,1.5061
ENSG00000058262,0.56198,0.083992
ENSG00000058272,-2.1635,1.1168
ENSG00000058335,2.2969,1.2877
ENSG00000058404,-3.0963,1.6801
ENSG00000058453,-2.7418,1.448
ENSG00000058600,2.8005,1.3774
ENSG00000058668,-1.5814,1.0279
ENSG00000058729,1.5676,0.70963
ENSG00000058799,-0.31275,0.3608
ENSG00000058804,0.043986,0.13497
ENSG00000058866,1.6589,0.86086
ENSG00000059122,0.35342,0.12526
ENSG00000059145,1.1401,0.49133
ENSG00000059377,2.2935,1.2717
ENSG00000059378,0.29224,0.13704
ENSG00000059573,0.42595,0.062845
ENSG00000059588,2.3514,1.314
ENSG00000059691,-2.4661,1.2946
ENSG00000059728,1.2641,0.73326
ENSG00000059758,2.3758,1.2188
ENSG00000059769,3.0141,1.499
ENSG00000059804,2.7581,1.2986
ENSG00000059915,-1.5491,0.82888
ENSG00000060069,-1.7656,1.1294
ENSG00000060138,0.74714,0.47689
ENSG00000060140,3.2786,1.69
ENSG00000060237,2.5355,1.3555
ENSG00000060339,-0.40543,0.1228
ENSG00000060491,-2.1681,1.2678
ENSG00000060558,1.5233,0.72766
ENSG00000060642,3.5531,1.8037
ENSG00000060656,2.5801,1.3666
ENSG00000060688,3.009,1.6424
ENSG00000060718,1.4242,0.6137
ENSG00000060749,1.7343,0.96174
ENSG00000060762,2.6972,1.4497
ENSG00000060971,-1.3659,0.82322
ENSG00000060982,1.8047,0.98856
ENSG00000061273,-3.0331,1.5951
ENSG00000061337,-1.7083,1.0869
ENSG00000061656,-1.7857,0.96817
ENSG00000061676,1.1268,0.55105
ENSG00000061794,0.29209,0.19387
ENSG00000061918,-2.3866,1.249
ENSG00000061936,-2.5226,1.2812
ENSG00000061938,-1.6037,0.91507
ENSG00000061987,1.3969,0.85564
ENSG00000062194,1.2031,0.78209
ENSG00000062282,3.1317,1.6237
ENSG00000062370,1.262,0.66008
ENSG00000062485,-0.39269,0.30778
ENSG00000062582,1.1789,0.86218
ENSG00000062598,1.937,1.0718
ENSG00000062650,-0.26735,0.123
ENSG00000062716,1.7133,0.86538
ENSG00000062725,-2.7425,1.4169
ENSG00000062822,1.3928,0.55297
ENSG00000063046,-2.3266,1.1719
ENSG00000063127,-2.7941,1.3467
ENSG00000063169,-0.6783,0.40968
ENSG00000063176,-0.14248,0.062152
ENSG00000063177,-3.3398,1.7374
ENSG00000063180,-3.6998,1.9452
ENSG00000063241,-2.5076,1.2845
ENSG00000063244,0.52401,0.14606
ENSG00000063245,-2.6939,1.3624
ENSG00000063322,-0.0093415,0.1361
ENSG00000063438,-0.22236,0.013205
ENSG00000063587,-1.3965,0.89564
ENSG00000063601,1.876,1.0333
ENSG00000063660,-2.0243,1.2353
ENSG00000063761,-0.59273,0.35548
ENSG00000063854,-2.0642,1.1968
ENSG00000063978,0.23572,0.02834
ENSG00000064012,-1.2284,0.5761
ENSG00000064042,0.63544,0.48212
ENSG00000064102,0.86959,0.39537
ENSG00000064115,1.3487,0.6048
ENSG00000064199,-2.1152,1.2016
ENSG00000064225,2.3547,1.2797
ENSG00000064300,0.15681,0.28288
ENSG00000064309,-2.1246,1.1351
ENSG00000064313,2.2697,1.1932
ENSG00000064393,-0.5887,0.22982
ENSG00000064419,-2.9607,1.5353
ENSG00000064490,-2.6097,1.4102
ENSG00000064545,-1.3471,0.83456
ENSG00000064547,-1.3748,0.65951
ENSG00000064601,2.5262,1.222
ENSG00000064607,1.8488,0.76501
ENSG00000064651,1.7553,0.86525
ENSG00000064652,3.2607,1.7024
ENSG00000064666,-1.5022,0.87424
ENSG00000064687,0.37708,0.08473
ENSG00000064703,1.6187,0.76529
ENSG00000064726,0.15402,0.18192
