uniprot,predictive,VIP
B4DTZ1,-1.6397,0.9547
B4DU42,-1.1171,0.5511
B4DU81,-1.6107,0.76736
B4DUA7,1.3674,0.64293
B4DUN9,-0.78379,0.34176
B4DUP5,-0.22897,0.12382
B4DUQ1,0.33669,0.15388
B4DUT2,2.5374,1.3269
B4DUT8,-2.6592,1.4254
B4DV95,2.5006,1.2882
B4DVA7,2.2685,1.0485
B4DVC8,-2.4989,1.1115
B4DVR4,-2.0456,0.96308
B4DVT8,-0.4025,0.2024
B4DW34,-2.4744,1.373
B4DW52,-2.7868,1.2958
B4DWN9,-1.675,0.76736
B4DWX3,-2.9984,1.5067
B4DWZ1,0.4506,0.21961
B4DX43,0.38595,0.20275
B4DX61,-0.35728,0.10879
B4DXL9,0.064561,0.10146
B4DY08,-0.40427,0.016724
B4DY32,-2.1062,1.0496
B4DYF4,1.4017,0.64246
B4DYS3,0.66032,0.25177
B4DYU2,1.4422,0.8668
B4DYZ7,-1.6471,0.77896
B4DZC9,0.64098,0.42747
B4DZF2,-3.4914,1.8409
B4DZH6,0.10683,0.013626
B4DZJ6,-0.046195,0.13912
B4DZK0,-2.8942,1.5927
B4DZR0,-3.0789,1.6512
B4DZX1,-0.89989,0.45615
B4E071,-2.4336,1.2222
B4E0E0,1.4769,0.6774
B4E0N6,3.5702,1.8764
B4E0Q9,0.59032,0.29275
B4E0T2,0.79929,0.38562
B4E0X1,1.1179,0.66771
B4E0X8,-0.64307,0.39016
B4E0Y9,-3.3405,1.7445
B4E106,-1.1597,0.50599
B4E184,-1.4489,0.60689
B4E1C1,0.1432,0.1106
B4E1H4,2.8519,1.4235
B4E1J8,2.1225,0.99514
B4E1U9,-3.4563,1.7094
B4E1V4,1.6572,0.70253
B4E245,0.402,0.10584
B4E299,1.5203,0.92527
B4E2A6,-1.4217,0.76282
B4E2B5,-1.9679,0.97945
B4E2E2,-1.2378,0.69428
B4E2F2,-2.6634,1.4189
B4E2K2,0.72652,0.43539
B4E2Q0,3.1645,1.6829
B4E2S3,-3.2248,1.5701
B4E2S7,3.1287,1.5332
B4E2U0,1.0231,0.42212
B4E3D4,2.6793,1.3082
B4E3G8,1.5698,0.79509
B4E3Q9,0.087559,0.070366
B4E3T4,-1.8952,0.94019
B5BTZ6,-1.2017,0.54662
B5BU36,2.7447,1.3601
B5BU41,-1.9674,1.0616
B5BU44,-1.7743,0.89995
B5BUB1,-2.8213,1.4298
B5BUB8,-0.28713,0.012782
B5BUD2,-0.81249,0.44968
B5BUI8,3.6697,1.8761
B5BUJ7,-2.185,1.2179
B5M450,-2.5476,1.3665
B5MBX0,-0.37277,0.27727
B5MC51,-2.2245,1.2379
B5MD23,3.0226,1.5665
B5MDU6,2.0803,1.0035
B5ME19,-1.7395,0.83721
B5ME97,-1.5469,0.69477
B6E4X6,-2.3955,1.1653
B6ZGU6,0.4547,0.20206
B7WNH4,2.0001,0.93809
B7WPE2,-1.7681,0.95915
B7WPL0,0.8309,0.47268
B7Z1Z5,-1.6186,0.75561
B7Z213,-0.41575,0.1489
B7Z287,2.2926,1.2207
B7Z2A4,2.3367,1.194
B7Z2F5,2.988,1.5051
B7Z2P6,-0.17561,0.055717
B7Z2Q0,-3.6498,1.8988
B7Z3K9,3.1714,1.6698
B7Z3U1,2.1285,1.0579
B7Z3V5,2.8958,1.5599
B7Z481,-3.0321,1.6317
B7Z4N5,-1.534,0.68982
B7Z4Q0,2.8227,1.4521
B7Z4W5,0.92106,0.41537
B7Z518,-2.8362,1.4942
B7Z5R7,1.7422,0.85496
B7Z5U5,2.739,1.4314
B7Z5V6,2.2536,1.0837
B7Z5W1,-2.8405,1.4678
B7Z653,-2.1484,1.0167
B7Z6C9,2.7769,1.393
B7Z6F5,1.8796,0.95135
B7Z6G2,2.2076,1.1608
B7Z6L7,1.9482,0.94195
B7Z6M0,-1.0893,0.71506
B7Z6Q5,2.5899,1.2404
B7Z6S9,3.1839,1.5732
B7Z727,-2.0548,0.98978
B7Z765,3.4209,1.8507
B7Z7F3,0.011156,0.10411
B7Z7G4,-1.5771,0.69029
B7Z7J1,1.7399,0.80452
B7Z7L8,0.6973,0.30689
B7Z7P2,-1.0147,0.55577
B7Z872,2.8211,1.4308
B7Z8T0,1.6768,0.76467
B7Z8W8,-3.4069,1.735
B7Z8Y7,-0.37264,0.037162
B7Z9B1,1.8004,0.80507
B7Z9C2,1.3686,0.59746
B7Z9E5,1.9801,0.94197
B7Z9M2,3.2956,1.7637
B7Z9Q7,-2.3823,1.19
B7ZA12,-1.7942,0.95278
B7ZA74,-0.18571,0.0444
B7ZA86,-0.76433,0.3137
B7ZAK2,1.2273,0.56308
B7ZAY3,-1.0706,0.45605
B7ZB83,-1.8303,0.98977
B7ZBB8,1.8029,0.92976
B7ZC06,-0.35332,0.16327
B7ZC38,-3.0423,1.5079
B7ZKJ3,2.2209,1.1029
B7ZKM6,0.48321,0.24962
B7ZKQ8,-3.244,1.7408
B7ZKS3,-2.7151,1.4127
B7ZKT9,2.0622,1.0335
B7ZKY2,0.28132,0.077648
B7ZKY6,3.0564,1.6484
B7ZKY8,0.59338,0.3641
B7ZL88,2.3705,1.2789
B7ZLB5,2.0887,1.0252
B7ZLI5,-0.91944,0.4764
B7ZLJ0,1.4315,0.80132
B7ZLK1,-0.41079,0.19523
B7ZLQ5,0.46182,0.16889
B7ZLW0,-3.53,1.8602
B7ZLW8,1.3991,0.72071
B7ZLZ8,-1.1076,0.51043
B7ZM73,0.39123,0.24264
B7ZM87,1.7704,0.9245
B7ZM99,-3.5706,1.8576
B7ZMF2,0.1493,0.072518
B7ZVY5,-3.6251,1.8528
B8XCX8,2.4548,1.2933
B8ZWD1,2.895,1.4863
B8ZX62,-2.3478,1.2297
B8ZZ87,0.32677,0.17154
B8ZZC8,-1.0685,0.55521
B8ZZD4,-1.3842,0.79519
B8ZZN6,-1.6328,0.79864
B9A6K1,2.7767,1.3103
B9A6K8,2.9911,1.5422
B9ECT8,-1.928,0.88728
B9EG60,-2.2332,1.2118
B9EG70,1.5748,0.91031
B9EGI2,-2.8078,1.3293
B9EGR7,-3.1369,1.595
B9EH95,-0.43172,0.20292
B9EK46,0.76379,0.50675
B9EK47,-0.34211,0.19808
C0JYY2,0.87411,0.44012
C0LQF2,2.6232,1.2551
C1IDX9,3.2764,1.6831
C3VMY8,-2.3589,1.0392
C4B7M4,0.045311,0.09375
C5H6M8,-0.058151,0.064746
C9J1E1,3.0717,1.5435
C9J2C0,1.4222,0.76412
C9J2R5,-3.0759,1.5468
C9J6P4,-0.26742,0.099585
C9JA08,1.1636,0.61744
C9JA93,1.1535,0.74707
C9JC87,-1.5361,0.80058
C9JCC6,-1.813,0.95057
C9JE79,-2.5517,1.4418
C9JEH3,3.2473,1.5875
C9JEJ2,-1.4279,0.85314
C9JIF9,-1.9273,1.0005
C9JJN9,-1.4863,0.72382
C9JN61,-0.49361,0.22869
C9JNS9,1.5422,0.86546
C9JNV9,-0.74249,0.42972
C9JRZ6,-3.0973,1.498
C9JTK4,1.2186,0.62403
C9JTN7,-1.6906,0.8202
C9JWJ8,-1.4784,0.74771
C9JY04,-1.4694,0.78725
C9JY58,-2.1928,1.0938
C9JZG2,-0.21598,0.19467
C9K0J5,-3.2954,1.8011
D0EKE5,0.30892,0.13226
D0PNI2,-0.25061,0.3231
D1MI96,1.2834,0.62685
D2CFK9,-2.6646,1.4033
D2CVN5,-0.74295,0.28388
D3DNI2,0.39109,0.25957
D3DNN4,3.2935,1.7603
D3DP46,-2.6988,1.3599
D3DPA6,2.7808,1.3556
D3DPK5,2.0401,1.0749
D3DPS3,-3.2553,1.7582
D3DPU2,-3.2943,1.6667
D3DQ48,-0.47212,0.24957
D3DQH8,-0.22788,0.23523
D3DQM9,-1.2442,0.81419
D3DQR0,-1.134,0.6146
D3DQS4,2.4035,1.1076
D3DQU2,1.6446,0.74873
D3DQX7,2.7225,1.5188
D3DR24,0.61311,0.52922
D3DR40,-1.3007,0.68085
D3DR62,-3.2261,1.6015
D3DR65,2.3611,1.3595
D3DRP5,-2.7184,1.4273
D3DRR6,2.7902,1.4589
D3DS14,-1.8745,0.92789
D3DS77,-1.3037,0.5358
D3DSM5,-1.5856,0.91808
D3DSM6,1.6645,0.76063
D3DSQ1,1.2096,0.50913
D3DSW3,-0.79272,0.51672
D3DSY9,-0.91784,0.50176
D3DT93,-1.3603,0.75757
D3DTH7,-0.53661,0.30598
D3DTX6,3.3622,1.6829
D3DTX7,-2.5294,1.2885
D3DU01,0.3229,0.16242
D3DU51,0.14599,0.19588
D3DU92,-2.2785,1.2183
D3DUK1,0.80826,0.28271
D3DUL8,-0.35751,0.1926
D3DUP1,3.7849,1.9477
D3DUW5,-1.227,0.56183
D3DUW7,-0.47042,0.23024
D3DV26,-1.5504,0.6376
D3DVC4,1.0313,0.53969
D3DVS1,-2.8081,1.3599
D3DVW9,0.11821,0.0080151
D3DVZ8,3.4787,1.7555
D3DW56,-2.0186,1.0927
D3DWY7,2.1028,1.0498
D3TTZ3,2.8725,1.536
D3U423,2.6105,1.4234
D3VVD8,-1.496,0.72057
D3YTA9,-1.9964,0.96021
D3YTI2,-0.70833,0.31867
D4HP79,2.0247,1.1022
D4Q8H0,-2.7018,1.4711
D4QEZ8,-1.6669,0.85212
D5FZR3,0.97584,0.55262
D6RAN1,-2.7394,1.4366
D6RB85,2.6079,1.3109
D6RBR1,-0.23058,0.1067
D6RBW1,2.1066,1.0491
D6RDG3,-1.1729,0.59785
D6REM4,1.1545,0.5219
D6RER5,-2.7817,1.3806
D6REX3,-0.33493,0.15092
D6RF44,-0.12158,0.15621
D6RFG8,-2.3261,1.2189
D6RGV5,-2.6019,1.2423
D6RHG0,0.74112,0.4077
D6RIF6,-1.7428,1.0395
D6W4Z6,0.030088,0.094714
D6W551,2.3326,1.2393
D6W5K2,-2.7811,1.4782
D6W601,3.4653,1.7516
D6W625,2.2782,1.0852
D7RF68,2.48,1.3605
D9HTE9,-2.4239,1.1677
D9IAI1,-3.0352,1.6199
D9ZGF8,-3.2299,1.614
E1NZA1,-2.278,1.1451
E2QRB9,-1.3682,0.62192
E3W994,-0.59833,0.30232
E5KLM1,-1.5396,0.74906
E5KMT5,-2.7743,1.4611
E5KN59,2.8032,1.4406
E5KND5,-1.668,0.8841
E5KND7,-1.582,0.69147
E5KNL5,-1.2619,0.73104
E5KNW2,-2.2431,1.156
E5KNY5,-1.9331,1.0401
E5KRP5,0.11079,0.00041236
E5KRX5,-2.7257,1.3065
E5KS55,-3.3771,1.678
E5KS95,-2.6636,1.3647
E5KSL5,-2.4311,1.2333
E5KSX8,-1.2278,0.61275
E5KT65,0.79248,0.48223
E5KTA5,-2.8885,1.5587
E5RFP4,-2.5067,1.1415
E5RG31,-2.4367,1.3205
E5RIH3,2.1674,1.1646
E5RIM7,1.2115,0.53044
E5RJD8,1.5384,0.81787
E5RJF8,1.4757,0.69467
E5RJR5,0.23608,0.015404
E7CU85,0.88171,0.51482
E7D7X9,-1.7983,0.85273
E7EN19,3.6234,1.9216
E7EPN9,1.839,0.84436
E7EPT4,-2.4938,1.2396
E7EQL5,1.1002,0.57346
E7EQN9,-3.6902,1.8632
E7EQR4,-3.3663,1.7669
E7EQR8,2.6765,1.3462
E7EQT4,-1.0838,0.44923
E7EQY1,-0.31385,0.23688
E7EQZ4,1.0499,0.59291
E7ESA6,-1.4391,0.77126
E7ESP4,2.338,1.1627
E7ESZ7,-2.6081,1.2747
E7ET40,3.4223,1.693
E7ETB3,3.0876,1.5381
E7ETU9,0.070609,0.14444
E7EUI8,1.6519,0.93994
E7EV01,0.37547,0.28827
E7EVA0,-3.4209,1.7204
E7EVJ5,-1.8308,0.98573
E7EVZ1,-1.5079,0.63389
E7EW49,-0.28552,0.16115
E7EWD9,-0.77862,0.33592
E7EWW0,-0.80877,0.41335
E7EX44,-3.2838,1.7069
E7EX59,1.4239,0.79649
E7EX73,-0.38099,0.30083
E7EX90,-1.8289,0.92784
E7EXA6,-1.9089,1.0218
E9KL30,-1.9104,0.84317
E9KL35,-1.6175,0.781
E9KL44,-2.1022,0.99466
E9KL48,-0.85548,0.36564
E9LUH4,3.0754,1.5376
E9PAJ1,1.7275,0.79349
E9PAU2,-0.69878,0.40777
E9PAV3,1.0502,0.47276
E9PB61,-1.1352,0.55233
E9PBY3,-1.3555,0.65218
E9PC47,2.4057,1.2294
E9PCH4,1.7605,0.76369
E9PCX7,-1.2569,0.58062
E9PD50,-1.8915,0.88844
E9PDK2,2.36,1.2274
E9PES4,2.8465,1.4187
E9PF32,-1.7766,0.99615
E9PF82,-3.4141,1.7945
E9PFD3,1.1014,0.41861
E9PG19,1.8413,0.91364
E9PGC8,1.0579,0.51716
E9PGF5,-3.1415,1.6343
E9PGT1,-0.77483,0.37845
E9PHY5,-3.2693,1.6647
E9PIE4,-0.70298,0.26202
E9PJD7,1.4081,0.75559
E9PK54,1.8854,0.92211
E9PL17,-0.78936,0.33205
E9PL24,3.013,1.5314
E9PLM6,0.80969,0.52756
E9PLY5,0.25748,0.1166
E9PMS6,-3.5629,1.8818
E9PN81,-1.2431,0.6587
E9PNI7,0.43741,0.31495
E9PNP3,-2.4507,1.1879
E9PNQ8,-1.6401,0.77078
E9PQB7,-1.8118,0.94475
E9PR17,-1.7903,0.81607
E9PSG9,-1.5358,0.68691
E9PSH0,0.60048,0.18112
ENSEMBL:ENSBTAP00000007350,2.4534,1.2971
ENSEMBL:ENSBTAP00000016046,2.7235,1.3705
ENSEMBL:ENSBTAP00000024146,2.8648,1.4118
ENSEMBL:ENSBTAP00000032840,3.2191,1.5756
ENSEMBL:ENSBTAP00000034412,2.89,1.5142
ENSEMBL:ENSBTAP00000037665,1.2479,0.50656
ENSEMBL:ENSBTAP00000038329,2.8101,1.4035
F1D8R0,-0.60976,0.54723
F1JVV5,2.0774,1.0939
F1LJ00,-2.7856,1.3739
F1T0F8,-0.070533,0.093129
F1T0I1,2.8533,1.4659
F1T0L5,-3.3718,1.6941
F2YGU2,2.0665,1.0409
F2Z2U4,-0.9667,0.52571
F2Z2W7,-0.0048048,0.048725
F2Z2X4,-0.44508,0.2624
F4ZW62,-2.2662,1.0161
F4ZW66,0.17603,0.083313
F5GX28,1.2328,0.52373
F5GX99,-0.94005,0.32088
F5GXJ1,-2.6547,1.3767
F5GXV7,-1.7585,0.84493
F5GY05,-1.4937,0.67612
F5GYQ1,1.9851,1.0504
F5H070,0.55116,0.3544
F5H0R1,0.27587,0.079783
F5H199,-1.1574,0.62888
F5H1D4,-1.2488,0.68574
F5H2A4,1.964,0.9163
F5H2X7,0.010033,0.0067491
F5H5P2,-1.2178,0.55642
F5H5R8,-2.1372,1.0832
F5H619,-0.35361,0.099536
F5H7W8,2.7455,1.5144
F5H8J9,0.33879,0.16858
F5H8L0,-2.3114,1.0333
F6IQY8,1.4448,0.80025
F6QMI7,1.3023,0.61237
F6SF04,2.3526,1.2187
F6SYF8,-0.60299,0.34268
F6TB26,-1.1676,0.55893
F6UJY1,-2.3814,1.2345
F6WQW2,0.13745,0.05532
F8RHE1,2.5593,1.3266
F8VNR3,-0.2274,0.21319
F8VQD4,-3.3505,1.6896
F8VQZ7,1.4195,0.66085
F8VRH0,-1.8965,0.95644
F8VU11,2.0678,1.1645
F8VU51,1.7683,0.72919
F8VVA7,-0.20189,0.12888
F8VWL3,-2.8746,1.5595
F8VX04,0.10297,0.042936
F8VXC8,2.1621,1.0853
F8VXU5,-0.7154,0.40439
F8VZX2,-0.69279,0.39387
F8W0G4,1.0474,0.51206
F8W0Q9,-1.986,1.0349
F8W6C2,-1.0222,0.5912
F8W727,-0.47268,0.26752
F8W7C6,0.58475,0.22552
F8W7U8,-2.7425,1.4886
F8W8C2,-2.3542,1.2387
F8W8D3,1.6642,0.78444
F8W8Z9,-1.2699,0.57047
F8W914,-2.9481,1.5439
F8W930,-0.98365,0.46148
F8W9U9,1.0155,0.49799
F8WA39,-2.0522,1.2295
F8WAL6,-3.0981,1.5723
F8WB74,0.16529,0.11771
F8WBA3,-1.7239,0.93857
F8WCT1,-1.0703,0.55546
F8WD59,-0.16848,0.073389
G0XQ39,2.6056,1.3162
G0Z349,-3.5253,1.7761
G1UCX3,-0.21093,0.07133
G1UI16,2.3519,1.1175
G3V136,3.1258,1.6133
G3V180,-2.8168,1.4696
G3V1A6,2.7354,1.3449
G3V1S3,2.0845,1.0648
G3V1V0,-2.3985,1.2625
G3V203,-1.1314,0.72949
G3V2N0,3.3708,1.7837
G3V2U7,1.7733,0.79465
G3V3D1,-0.080406,0.1039
G3V3F7,2.3647,1.1061
G3V3H3,-1.6655,0.74789
G3V4H6,0.12354,0.044295
G3V4K3,1.0976,0.46943
G3V4T6,-0.48796,0.24174
G3V5N8,-2.0432,1.0375
G3V5R9,-3.6422,1.8668
G3V5T9,-0.72692,0.41436
G3V5Z7,-0.04791,0.15269
G3XAI2,-0.095302,0.15427
G3XAN8,0.92706,0.38537
G4U4J3,-2.2867,1.2702
G5E9D4,-2.007,0.9827
G5E9M7,2.5594,1.337
G5E9P3,1.367,0.79337
G5E9T8,3.3219,1.6661
G5E9Z2,2.2738,1.1845
G5EA09,3.8134,1.9906
G5EA30,-3.1673,1.5748
G5EA36,-0.93982,0.40386
G8JLB6,-0.90338,0.37441
G8JLH6,-2.509,1.1676
G8XV63,1.9969,0.95801
G9HWA2,-0.49303,0.18397
G9I2K8,1.8036,1.0119
G9J6Q6,0.098366,0.11793
H0UI05,3.5539,1.9112
H0UI63,0.93266,0.58384
H0UI66,-0.77202,0.44379
H0UI80,-0.40692,0.23858
H0UI97,3.286,1.6347
H0UIA5,2.9722,1.5276
H0Y2S1,-0.76295,0.42648
H0Y322,-2.0417,1.0469
H0Y368,-0.017482,0.037019
H0Y4B0,-1.9726,0.96202
H0Y4E8,1.9214,1.0771
H0Y5B0,-3.6196,1.8638
H0Y5K5,2.7782,1.4374
H0Y7A7,-0.68751,0.49092
H0Y886,-1.4337,0.68746
H0Y8C2,0.73913,0.45033
H0Y8C4,-3.0581,1.4995
H0Y8P3,-0.28666,0.21955
H0Y8P4,-1.8735,0.99773
H0Y8X4,-0.30843,0.20654
H0Y944,-0.47393,0.27144
H0Y990,-1.319,0.67534
H0Y9P0,-2.0298,0.95925
H0Y9X1,0.59478,0.2645
H0Y9Z5,0.50251,0.17925
H0YAC6,-0.035865,0.12587
H0YAV1,-2.955,1.5415
H0YB98,1.7011,0.81259
H0YCI3,-1.7502,0.88635
H0YDD8,1.7327,0.8734
H0YDS9,2.3829,1.1709
H0YE88,-1.4082,0.72057
H0YEH1,-2.998,1.6138
H0YES4,-1.2634,0.4956
H0YGM0,-2.5108,1.3254
H0YIV9,-0.40636,0.18455
H0YJ75,0.027217,0.04272
H0YJW3,0.31714,0.25193
H0YK48,2.6285,1.4343
H0YKT2,3.0198,1.4771
H0YL33,-2.4093,1.1141
H0YL70,3.461,1.7156
H0YLB0,1.7532,0.93917
H0YMK0,3.5841,1.8064
H0YMT9,-2.1041,1.01
H0YMV8,-1.34,0.78075
H0YN33,-0.1736,0.049855
H0YNC7,-2.7036,1.3635
H0YNJ6,-1.1701,0.64332
H2KNE8,-0.81577,0.54845
H3BM74,-0.18939,0.012332
H3BMD8,-1.3355,0.73865
H3BMF4,2.1294,1.0439
H3BNT4,-1.4177,0.68386
H3BP13,1.3961,0.56053
H3BPK2,3.8013,1.9634
H3BQK0,-1.4289,0.69632
H3BQK9,-1.8229,1.0285
H3BRJ5,-2.1995,1.1237
H3BRN4,-0.31362,0.16492
H3BSH7,-1.87,0.93771
H3BST1,-0.37264,0.18858
H3BSW6,-0.55449,0.31764
H3BTN5,0.7701,0.34792
H3BU16,-2.5883,1.4063
H6QX63,-1.0254,0.64472
H6VRG2,0.8191,0.33897
H7BXF5,3.1997,1.7489
H7BXI1,-2.521,1.2154
H7BY49,-1.0648,0.47813
H7BY55,3.4953,1.8301
H7BY58,0.67946,0.19863
H7BYF4,-0.39129,0.013173
H7BYT1,1.7348,0.79884
H7BZB9,-3.5079,1.778
H7BZJ3,3.5836,1.8672
H7C1U3,-0.41546,0.18699
H7C1Z7,-0.31468,0.32185
H7C286,0.42925,0.12929
H7C2I1,-2.3775,1.2227
H7C2Q8,-2.5512,1.2272
H7C2U6,-1.4925,0.67352
H7C3C4,-2.5488,1.3559
H7C3D8,-2.5181,1.2128
H7C3M7,-2.3236,1.1338
H7C4T5,-2.3995,1.1957
H7C4X9,0.48007,0.2896
H7C561,0.94558,0.43109
H9KV75,-2.2854,1.0809
H9ZYJ2,1.1304,0.593
I1VE18,-0.92987,0.3924
I3L0A0,2.3499,1.1516
I3L0E3,-2.6717,1.3175
I3L161,-3.1237,1.5726
I3L1J9,-2.2666,1.1543
I3L2B0,-0.07521,0.11673
I3L2J0,1.8166,0.86514
I3L3Q4,1.0247,0.43129
I3L448,1.3571,0.77065
I3L4N8,-2.0438,0.93058
I3L4Q0,1.9954,1.0407
I3NI02,1.2277,0.61165
I3VM53,1.4143,0.67399
I4DCY7,1.742,0.97532
I6L899,-1.8857,0.84586
I6L8A6,2.1561,1.0894
I6L975,0.25444,0.067813
I6L976,1.0062,0.4683
I6TRR8,1.787,0.82862
I7GQD9,-2.0572,1.0094
I7GW38,-1.2496,0.51894
J3JSM9,-2.0766,0.99849
J3KMX3,-0.59257,0.29229
J3KMZ9,1.5518,0.76751
J3KN01,0.13251,0.13982
J3KN16,-2.3633,1.1279
J3KN59,-1.8204,0.86484
J3KN66,2.4875,1.2904
J3KN67,-3.4551,1.7125
J3KNA0,-2.3623,1.1849
J3KNF5,2.5956,1.2275
J3KNF8,-1.3559,0.56476
J3KNN3,-2.1992,1.1416
J3KNN5,0.030179,0.15662
J3KNP4,3.0183,1.5815
J3KNQ4,-3.2413,1.7026
J3KNS1,-2.0483,1.0717
J3KNW5,-0.4128,0.245
J3KP58,-0.88975,0.49754
J3KPD3,-2.2853,1.2941
J3KPF0,0.37654,0.01546
J3KPF3,-1.076,0.46155
J3KPJ3,-1.0301,0.39619
J3KPL8,-2.5421,1.3412
J3KPM9,1.5487,0.91625
J3KPP4,-1.0238,0.56768
J3KPS0,2.2891,1.1813
J3KPT4,-0.57309,0.31147
J3KQ18,1.1584,0.52937
J3KQ32,-1.5114,0.88976
J3KQ40,0.71125,0.29112
J3KQ42,0.11243,0.019909
J3KQ48,-0.60618,0.22084
J3KQE5,-2.6697,1.33
J3KQJ1,3.2599,1.5831
J3KQL8,1.1905,0.76658
J3KQN4,-2.7804,1.3522
J3KQV8,0.24551,0.07863
J3KQY1,-2.6807,1.3558
J3KR35,3.017,1.5955
J3KR72,-0.72781,0.36619
J3KR97,-2.2197,1.1001
J3KTA1,-0.66836,0.28302
J3KTA4,-1.3963,0.91944
J3KTL2,0.34627,0.1757
J3QK89,-1.598,0.7325
J3QL06,3.5277,1.7938
J3QL71,1.0668,0.54206
J3QLS3,-1.3928,0.64617
J3QQ67,-2.6898,1.2638
J3QQJ0,1.1871,0.47413
J3QR07,0.21187,0.098446
J3QR44,-2.4571,1.326
J3QRK1,-3.4734,1.8545
J3QRU1,-0.47326,0.12858
J3QSU6,2.2474,1.1199
J3QTA2,1.008,0.38355
J3QTA6,-2.5569,1.2508
J9JIC5,2.4254,1.2401
J9JIE6,2.521,1.2867
K0A7K7,1.1885,0.65013
K4DI93,-3.3046,1.709
K4RH61,3.639,1.8578
K7EIG1,1.2815,0.63266
K7EJB9,-0.77687,0.33127
K7EJH8,2.603,1.3791
K7EL81,-1.7761,1.0153
K7ELC2,-2.3816,1.1604
K7ELP8,-1.8671,0.84829
K7EM18,1.8162,0.95172
K7EM54,-1.6353,0.76185
K7EMX1,-0.65686,0.33487
K7ENP4,-0.983,0.50046
K7ENT6,-2.2709,1.1485
K7EPJ5,1.2543,0.56359
K7EPK9,-0.99122,0.42104
K7EPR5,1.432,0.67291
K7EPS4,2.9423,1.4517
K7EQ44,-1.662,0.74954
K7ER00,-1.4316,0.8122
K7ER88,-1.1806,0.60886
K7ER90,0.25706,0.094705
K7ES63,0.66569,0.20305
K7PML8,-1.7505,0.91401
K7WT83,2.1637,1.2323
K7WVJ5,-1.6666,0.93984
L0R4W3,-1.5021,0.78128
L0R588,-2.5695,1.3037
L0R599,1.7434,0.77957
L0R6L2,-0.55586,0.17657
L0R6Q1,-2.2826,1.1494
L0R819,0.24542,0.19813
L0R849,-0.32755,0.078325
L0R8F8,0.096136,0.046103
L7N2F9,-0.85073,0.34856
L7RRS0,-0.74137,0.47006
L7RXH5,-1.4107,0.6932
L7UUZ7,-0.20426,0.091421
L8B4J3,0.64,0.40126
M0QWZ7,-3.1425,1.5991
M0QXA7,-0.77652,0.46955
M0QXZ5,-3.0886,1.6031
M0QY77,-1.906,1.0267
M0QYM7,-1.18,0.5202
M0QYZ2,-1.9593,0.92494
M0QZ12,0.60357,0.25501
M0QZR4,-1.6203,0.77163
M0R226,-2.3813,1.0919
M0R2A0,1.1586,0.70901
M0R2B7,-0.58237,0.33022
M0R2H4,2.3125,1.1081
M0R2Z9,-1.7513,1.0195
M4QHP2,-2.0646,1.0389
M4VR43,2.5815,1.3886
O00116,-2.2029,1.2674
O00139,-0.64792,0.28293
O00142,-1.4732,0.53443
O00148,0.19738,0.23834
O00151,-1.6218,0.79257
O00154,-3.133,1.5627
O00159,-3.2538,1.6353
O00161,0.63615,0.34558
O00165,-0.11986,0.1532
O00178,0.032894,0.041716
O00186,-0.62162,0.15397
O00193,-1.3985,0.75313
O00194,3.6907,1.9267
O00217,-2.7258,1.3384
O00220,-3.4596,1.7971
O00231,1.8723,1.0291
O00233,0.82097,0.42875
O00264,-0.77384,0.45329
O00267,2.1441,1.192
O00268,-0.9085,0.56738
O00273,-3.5045,1.7891
O00287,-2.3607,1.1941
O00291,2.0804,1.1084
O00299,2.52,1.3285
O00391,1.5366,0.75983
O00399,0.7891,0.32108
O00400,3.3233,1.6798
O00401,2.3578,1.248
O00411,2.6968,1.3066
O00418,1.1436,0.57881
O00423,3.6507,1.8308
O00425,-3.093,1.5169
O00458,0.58999,0.35962
O00461,2.0664,1.0706
O00462,-0.12829,0.17585
O00468,0.54468,0.1523
O00469,1.9261,1.0405
O00471,-1.9811,1.0659
O00472,-1.3594,0.7423
O00481,-0.59451,0.18272
O00483,-3.356,1.7517
O00487,2.2626,1.1372
O00506,-3.0334,1.4729
O00507,-0.78527,0.37852
O00522,-1.8319,0.93543
O00541,-3.2277,1.6342
O00566,-0.48141,0.12605
O00567,-0.35786,0.1012
O00622,-1.4528,0.81912
O00623,-0.48706,0.24261
O00625,2.8946,1.4906
O00629,-2.6951,1.4026
O00716,-1.0678,0.71218
O00743,-0.4957,0.29616
O00764,-1.4014,0.713
O14494,-2.918,1.4561
O14495,3.7311,1.9942
O14524,-2.3625,1.2101
O14530,0.19575,0.041454
O14531,-1.4735,0.84991
O14545,2.4619,1.2152
O14548,-0.13413,0.078708
O14561,1.931,0.92629
O14562,-3.3693,1.7176
O14578,0.37854,0.23848
O14579,2.9846,1.4727
O14602,0.29131,0.10643
O14617,-0.15388,0.0077327
O14618,1.113,0.48003
O14639,-2.8258,1.4907
O14640,0.091955,0.060767
O14641,-1.979,1.0315
O14646,1.04,0.3219
O14647,2.5309,1.1872
O14657,-0.78329,0.48551
O14662,2.8812,1.5196
O14681,2.5552,1.2319
O14715,0.35489,0.18957
O14727,-0.88254,0.4866
O14732,-2.8862,1.5633
O14734,3.4497,1.6884
O14737,-2.4521,1.1335
O14744,-0.93319,0.54621
O14745,-0.17234,0.12113
O14757,0.83944,0.48726
O14776,-1.4808,0.71842
O14777,-0.22663,0.066052
O14802,1.2491,0.52354
O14827,-0.79763,0.4464
O14828,2.9238,1.4226
O14832,2.9075,1.552
O14874,2.4925,1.3395
