uniprot,predictive,VIP
A0A0A6YYL4,-2.7938,1.6256
A0A0A6YYL6,-2.878,1.5681
A0A0A6YZ17,0.964,0.52851
A0A0A7E6I2,0.30931,0.16232
A0A0A8K8C0,-2.8917,1.6192
A0A0B4J1R7,-1.6121,0.81509
A0A0B4J1S4,1.1469,0.82156
A0A0B4J1S8,-0.31177,0.14763
A0A0B4J1V8,-1.8768,1.0407
A0A0B4J1V9,0.20009,0.24354
A0A0B4J1W0,-1.7748,0.92183
A0A0B4J1W3,-2.0199,1.118
A0A0B4J2A0,-1.8217,0.95204
A0A0B4J2C3,2.6596,1.472
A0A0B4J2E5,0.62287,0.31494
A0A0B4J2F0,-2.2376,1.2781
A0A0B6XK12,-2.8968,1.6336
A0A0C4DFL7,-1.7305,1.0606
A0A0C4DFM7,-2.0296,1.0559
A0A0C4DFN1,0.95503,0.34107
A0A0C4DFN3,3.5167,1.9998
A0A0C4DFR8,-2.9068,1.538
A0A0C4DFT3,-0.0085692,0.033703
A0A0C4DFU2,2.1796,1.2727
A0A0C4DFW2,-0.56008,0.17739
A0A0C4DFX9,-2.4753,1.2134
A0A0C4DFY5,3.1751,1.8253
A0A0C4DG17,-1.3478,0.66921
A0A0C4DG40,3.4788,1.9088
A0A0C4DG49,1.7263,0.95728
A0A0C4DG89,-1.1049,0.6433
A0A0C4DG91,-0.61047,0.32669
A0A0C4DG99,0.74549,0.23709
A0A0C4DGA7,-3.1001,1.707
A0A0C4DGB5,-1.1748,0.72926
A0A0C4DGG9,-0.67655,0.36377
A0A0C4DGQ5,1.2282,0.70813
A0A0C4DH75,-1.8968,1.2345
A0A0C4ZLW1,3.246,1.8194
A0A0D9SEI0,0.34942,0.076632
A0A0D9SF53,0.71097,0.29649
A0A0D9SF54,-0.85152,0.67272
A0A0D9SFE4,1.942,1.1837
A0A0D9SFG6,-1.1183,0.71769
A0A0D9SGE8,-1.1324,0.62587
A0A0F7G8H5,0.077213,0.18717
A0A0F7KYT8,-3.3623,1.8857
A0A0G2JH66,0.97717,0.60706
A0A0G2JIW1,3.0103,1.7489
A0A0G2JJD3,1.9233,1.0345
A0A0G2JK23,0.93873,0.40362
A0A0G2JK44,0.57557,0.26645
A0A0G2JK64,-0.13471,0.11767
A0A0G2JL52,-1.514,0.91156
A0A0G2JMW4,0.64206,0.31508
A0A0G2JMZ8,-2.3595,1.3146
A0A0G2JNW7,-1.7165,1.0084
A0A0G2JPP5,1.5209,0.87037
A0A0G2JPQ2,0.61066,0.088259
A0A0G2JPT5,0.74796,0.22632
A0A0G2JPX0,-1.4722,0.82991
A0A0G2R4E5,-1.9318,1.0852
A0A0J9YVP6,-1.2466,0.68461
A0A0J9YWL0,-2.8947,1.7265
A0A0J9YX62,1.6623,0.84953
A0A0J9YXC7,-2.1798,1.222
A0A0J9YXF2,2.8162,1.5755
A0A0K0K1I0,0.88738,0.52114
A0A0K0K1J1,0.13273,0.096533
A0A0K0K1K4,-1.0302,0.4366
A0A0K0K1K7,-1.9528,1.0919
A0A0K0K1L8,-0.9309,0.55185
A0A0K2GN21,-2.3267,1.2836
A0A0M3R6J9,-0.18976,0.15777
A0A0M4G3H8,-0.26769,0.14496
A0A0R4J2E2,1.1657,0.4809
A0A0R4J2F2,2.9657,1.6719
A0A0R4J2G3,-0.32687,0.14956
A0A0S2PZM4,2.4065,1.3608
A0A0S2Q0B1,0.23869,0.11628
A0A0S2Z2Z3,0.77122,0.40255
A0A0S2Z2Z6,-2.884,1.573
A0A0S2Z319,0.15988,0.082147
A0A0S2Z377,-3.0229,1.7035
A0A0S2Z381,2.8261,1.635
A0A0S2Z392,1.2596,0.71977
A0A0S2Z3G3,-1.8677,1.0734
A0A0S2Z3H1,0.72839,0.31396
A0A0S2Z3H3,0.20987,0.066532
A0A0S2Z3H8,1.1118,0.73062
A0A0S2Z3L2,2.605,1.4754
A0A0S2Z3N3,-2.8358,1.5572
A0A0S2Z3R6,3.406,1.897
A0A0S2Z3W7,-2.3664,1.3091
A0A0S2Z3Y1,-1.3042,0.72298
A0A0S2Z3Y2,0.99719,0.58956
A0A0S2Z3Y7,0.4558,0.19967
A0A0S2Z3Z5,1.6825,0.96614
A0A0S2Z3Z9,-0.76761,0.46407
A0A0S2Z404,-0.082914,0.061588
A0A0S2Z410,-2.5074,1.461
A0A0S2Z433,-3.5709,1.9869
A0A0S2Z455,-0.82952,0.46437
A0A0S2Z462,-1.5539,0.90222
A0A0S2Z489,-2.0479,1.0307
A0A0S2Z491,-1.1021,0.45685
A0A0S2Z497,1.4113,0.82019
A0A0S2Z4A5,2.2864,1.3123
A0A0S2Z4B3,-1.421,0.82838
A0A0S2Z4B5,0.28501,0.24196
A0A0S2Z4D1,-0.093229,0.036322
A0A0S2Z4G7,-2.3344,1.1964
A0A0S2Z4G8,-0.28188,0.10937
A0A0S2Z4I4,-1.2386,0.77131
A0A0S2Z4I9,-2.3713,1.3649
A0A0S2Z4J1,3.5622,1.9984
A0A0S2Z4R1,-0.79621,0.4343
A0A0S2Z4R2,0.40019,0.17734
A0A0S2Z4R4,-1.5584,0.92823
A0A0S2Z4T8,-2.0797,1.1009
A0A0S2Z4U0,-1.155,0.60162
A0A0S2Z4V6,2.9969,1.7299
A0A0S2Z4W2,0.73334,0.39297
A0A0S2Z4Z2,0.76653,0.4698
A0A0S2Z4Z6,1.0134,0.62101
A0A0S2Z4Z9,-1.1378,0.63539
A0A0S2Z500,-1.3062,0.79068
A0A0S2Z542,-2.4951,1.2219
A0A0S2Z556,1.5431,0.84031
A0A0S2Z569,-1.6329,0.7272
A0A0S2Z570,0.1927,0.089823
A0A0S2Z577,-1.1571,0.65686
A0A0S2Z5C3,0.092484,0.25044
A0A0S2Z5C9,0.11493,0.16897
A0A0S2Z5D6,2.636,1.5974
A0A0S2Z5D8,3.1344,1.6951
A0A0S2Z5E9,1.2901,0.81794
A0A0S2Z5H0,-2.485,1.4713
A0A0S2Z5K9,-1.437,0.86145
A0A0S2Z5L0,2.4395,1.2941
A0A0S2Z5L1,0.1704,0.0090604
A0A0S2Z5M1,3.0151,1.5688
A0A0S2Z5M8,-2.3106,1.3946
A0A0S2Z5U1,-0.53447,0.35605
A0A0S2Z5U6,0.15008,0.01556
A0A0S2Z5U7,-1.6863,0.96135
A0A0S2Z5U8,-1.138,0.49382
A0A0S2Z652,0.3879,0.19858
A0A0S2Z6I4,1.1927,0.72628
A0A0S2Z6M9,1.6965,0.90133
A0A0S2Z6V5,-2.5613,1.4192
A0A0S4T3R3,2.8448,1.6791
A0A0U1RQE4,-1.5546,0.87371
A0A0U1RQL8,1.5304,0.82068
A0A0U1RQP0,-1.2487,0.7132
A0A0U1RQQ9,0.56475,0.24645
A0A0U1RQW6,0.97935,0.53739
A0A0U1RR07,-2.1742,1.2776
A0A0U1RR27,1.6963,1.0194
A0A0U1RRB6,-0.57834,0.42902
A0A0U1RRE5,-1.394,0.87473
A0A0U1RRK1,-1.7369,1.0269
A0A0U1RRL8,-1.6115,0.86925
A0A0U5JA32,-1.9485,1.1259
A0A0U5PYZ0,0.10972,0.053511
A0A0X1KG71,-1.4451,0.73508
A0A0X1KG75,-2.2841,1.2284
A0A0Y0BS51,2.8229,1.4961
A0A109NGN6,0.75458,0.60401
A0A140T8X7,-0.015207,0.06007
A0A140T9T7,1.4551,0.7775
A0A140VJC8,3.3089,1.8582
A0A140VJD7,0.5038,0.25246
A0A140VJE6,-2.2252,1.2948
A0A140VJE8,-0.077636,0.026074
A0A140VJF4,-0.7622,0.58529
A0A140VJJ2,-2.1077,1.0773
A0A140VJK1,3.0945,1.6439
A0A140VJK2,1.0708,0.77393
A0A140VJL8,1.8659,0.88986
A0A140VJM0,-1.331,0.78059
A0A140VJM4,0.77657,0.41008
A0A140VJN5,0.60306,0.31306
A0A140VJN8,-0.22208,0.1528
A0A140VJP2,0.86839,0.44461
A0A140VJP8,1.0282,0.49274
A0A140VJQ6,1.396,0.75647
A0A140VJR2,-3.3269,1.8917
A0A140VJT8,-0.966,0.54354
A0A140VJW5,-1.5977,1.0586
A0A140VJX1,-2.331,1.3447
A0A140VJX3,-0.12069,0.13273
A0A140VJX5,-0.50552,0.40975
A0A140VJZ1,-2.7882,1.5683
A0A140VJZ4,-0.97738,0.64105
A0A140VK05,-0.50293,0.34947
A0A140VK07,0.051856,0.0015688
A0A140VK27,-1.1503,0.70009
A0A140VK41,-0.62834,0.33187
A0A140VK53,-0.72941,0.31936
A0A140VK56,3.4169,1.8725
A0A140VK59,0.79114,0.52247
A0A140VK66,-0.42383,0.02476
A0A140VK69,2.835,1.5936
A0A140VK70,-0.56259,0.15481
A0A140VK72,2.4912,1.3691
A0A140VK83,-0.21323,0.089635
A0A140VK84,-0.6391,0.31268
A0A140VK92,-0.094036,0.023756
A0A140VKA6,1.5302,0.85428
A0A140VKA9,-2.5908,1.474
A0A140VKC8,-2.3633,1.4179
A0A140VKC9,3.6474,2.02
A0A140VKE9,0.19586,0.075138
A0A140VKG2,2.1205,1.3011
A0A140VKG4,1.1147,0.54047
A0A142CHG9,1.4636,0.63433
A0A158RFU3,-3.1984,1.7651
A0A158RFU6,3.5964,1.9722
A0A161I202,1.7826,1.0378
A0A186VN52,-1.5035,0.83246
A0A1A7UP97,1.5474,0.80168
A0A1B0GTL5,-2.1734,1.2874
A0A1B0GTU4,-1.4883,0.90873
A0A1B0GU45,-1.1055,0.66402
A0A1B0GUA3,-0.69318,0.5692
A0A1B0GUF4,0.459,0.032553
A0A1B0GUI1,1.4594,0.68693
A0A1B0GUN5,0.77779,0.5204
A0A1B0GUS7,1.2772,0.76426
A0A1B0GUW5,-2.8341,1.6712
A0A1B0GUZ7,2.3926,1.3719
A0A1B0GV70,1.0139,0.42227
A0A1B0GW05,2.9598,1.5112
A0A1B0GW77,-2.4598,1.3696
A0A1B0GWK2,-0.58785,0.36698
A0A1B1UZR0,0.38788,0.17013
A0A1B2JLU2,3.3292,1.926
A0A1C3PHT4,2.981,1.7562
A0A1C7CYW8,-2.5644,1.4905
A0A1C7CYX1,-0.62455,0.32345
A0A1C7CYX9,-1.4268,0.81256
A0A1C7CYZ0,-0.10831,0.13681
A0A1L5BXV2,-2.0217,1.1315
A0A1L7NY50,2.9739,1.6244
A0A1P7ZIM8,-0.48346,0.31874
A0A1P7ZSS3,-1.9496,1.1077
A0A1S5RA93,1.3429,0.7094
A0A1S5UZ07,1.2092,0.65512
A0A1S5UZ18,-0.11405,0.14089
A0A1S5UZH5,-1.5472,0.8442
A0A1S6YJG6,2.5537,1.5137
A0A1U9X7F9,0.97605,0.35967
A0A1U9X7N5,1.8664,1.0887
A0A1U9X845,-0.57147,0.2992
A0A1U9X8E2,0.022365,0.17235
A0A1U9X8F1,1.3448,0.87017
A0A1U9X8I7,0.47939,0.28308
A0A1U9X8J2,2.7384,1.3942
A0A1U9X8S9,0.1994,0.052401
A0A1U9X975,1.6362,0.95106
A0A1U9X9C7,0.80814,0.40798
A0A1U9XBE1,-0.9519,0.43231
A0A1V1FWL6,-0.85515,0.35267
A0A1W1B5E7,-0.094481,0.010537
A0A1W1GSK9,-0.37301,0.24096
A0A1W2PNP0,1.8425,0.86164
A0A1W2PNX8,-2.6347,1.5932
A0A1W2PNY8,-2.4655,1.5298
A0A1W2PP10,-1.063,0.60201
A0A1W2PP11,-1.8918,1.0701
A0A1W2PP71,-1.987,1.1632
A0A1W2PP78,-0.17278,0.18115
A0A1W2PPJ5,-2.4343,1.3052
A0A1W2PPS1,0.44217,0.23411
A0A1W2PPZ5,0.05523,0.028174
A0A1W2PQ57,1.3465,0.77655
A0A1W2PQA9,-1.6411,0.85405
A0A1W2PQM2,-2.1761,1.1675
A0A1W2PQU8,-2.1997,1.2224
A0A1W2PR17,1.2132,0.83866
A0A1W2PRQ0,-2.0113,1.1254
A0A1W2PS05,-2.1106,1.4066
A0A1X7SBR1,-2.9546,1.6636
A0A1X7SBS4,2.1167,1.1688
A0A1X9I444,1.0127,0.69422
A0A1X9I4D7,3.0011,1.7412
A0A1Y0BRN3,-2.6893,1.5934
A0A5E8,1.438,0.71214
A0AV58,0.58728,0.059537
A0AVT1,-1.2416,0.60317
A0JNW5,3.4128,1.9907
A0JP11,3.1543,1.6361
A0MNN4,0.49668,0.36752
A0MNP2,0.10638,0.083172
A0MZ66,-3.3229,1.9263
A0PBY4,-2.1083,1.2545
A0PJW6,-0.43682,0.37774
A0PK00,-1.4995,0.90281
A1A4E9,-1.6714,0.65673
A1A4S6,0.25855,0.016428
A1A5C5,0.13611,0.006197
A1KY36,-3.0275,1.8663
A1L0S7,-2.1042,1.2698
A1L0T0,0.33097,0.16112
A1L172,-3.2,1.7604
A1L390,-3.1383,1.7421
A1L3Z9,0.79482,0.63061
A1L471,-1.7059,0.97437
A1L497,-2.3976,1.3839
A1L4K2,-0.36192,0.29991
A1L4Q0,2.1309,1.3039
A1X283,0.42446,0.16237
A1Z1Q3,-0.78411,0.53909
A2A274,-0.27882,0.1447
A2A2G4,0.3423,0.19249
A2A3N6,0.25529,0.20907
A2A3R6,-2.3089,1.2672
A2AJT9,-3.2032,1.8507
A2RRC9,2.6066,1.4016
A2RRP1,1.8491,1.1746
A2RTX5,-2.7983,1.5707
A2RTY3,-1.486,0.85962
A2RU48,1.833,0.98692
A2RU78,-1.3576,0.87409
A2RUB1,-1.7096,1.0871
A2RUC4,1.1813,0.5699
A2RUF6,-0.18584,0.010554
A2RUM7,-0.13762,0.063695
A2VCK8,-0.9677,0.68445
A2VCQ3,-1.0991,0.62124
A3KC71,1.155,0.57031
A3KMH1,-2.0987,1.194
A3KN83,-0.40644,0.20548
A4D0P7,-0.34555,0.10918
A4D0S8,1.2651,0.79294
A4D0U5,-1.5278,0.9919
A4D0V4,-0.87232,0.56007
A4D0W0,-1.1741,0.38278
A4D0W4,-1.2659,0.70856
A4D0Z4,3.1362,1.8413
A4D105,1.287,0.83235
A4D1D2,-1.4225,0.911
A4D1E9,0.20717,0.064479
A4D1I0,-2.0076,0.9974
A4D1K4,2.102,1.2402
A4D1L5,-2.0272,1.2156
A4D1P6,2.6843,1.5733
A4D1T0,1.9789,0.92622
A4D1U4,-0.58915,0.48501
A4D1V4,-1.1993,0.57848
A4D1W8,-1.2229,0.67693
A4D1Z4,-2.0315,1.0051
A4D2D6,0.041985,0.045406
A4D2J9,-2.6475,1.5342
A4D2P0,1.8407,0.97721
A4D2Q0,1.8924,1.0613
A4FU51,0.50659,0.37559
A4GW21,0.18833,0.034631
A4PIV7,0.28115,0.15774
A4UCS8,-2.2455,1.3287
A4UCT1,1.1907,0.5975
A4UGR9,1.3943,0.82302
A4VCI9,-0.78721,0.35272
A4ZVS8,1.2746,0.7717
A5D8V6,-0.63497,0.64781
A5D8W8,-2.2551,1.2232
A5PL36,-0.39705,0.05492
A5PLK9,2.2317,1.1604
A5PLL7,2.7963,1.5907
A5PLM5,-0.85749,0.40036
A5PLN9,1.5525,0.98445
A5YKK6,-0.73068,0.55801
A5YM53,-0.84682,0.55477
A6H8V1,2.751,1.5334
A6H8W8,-0.22453,0.11115
A6MUU8,-1.2642,0.78687
A6NC48,-1.6373,0.87458
A6NCE7,2.2357,1.2828
A6ND36,2.1739,1.2696
A6NDG6,-0.1289,0.12713
A6NDU8,-1.0866,0.66398
A6NEE1,-1.4741,0.89297
A6NEM2,-1.2634,0.6052
A6NFI3,2.2539,1.3507
A6NFQ2,2.2991,1.3219
A6NFX8,2.6447,1.5514
A6NGJ0,1.602,0.90592
A6NHB5,1.4134,0.79229
A6NHL2,0.20747,0.042002
A6NHR9,1.472,0.89349
A6NI28,-2.4329,1.3074
A6NIH7,0.97874,0.44538
A6NIW2,-3.6109,1.9669
A6NJ78,-3.2229,1.7865
A6NKD9,1.1438,0.52712
A6NKF1,-3.2279,1.8383
A6NM62,-0.41725,0.17285
A6NMN0,0.79154,0.56883
A6NMQ1,0.37265,0.11494
A6PW57,-0.56235,0.34922
A6QKW0,1.6938,0.9285
A6QL63,-2.406,1.4244
A6XAA7,1.9377,1.1878
A6XND5,2.3394,1.4517
A6ZKI3,0.2032,0.08927
A7BI36,3.0342,1.6553
A7E244,2.3756,1.3788
A7E261,-2.0521,1.2535
A7E2F7,3.4678,1.9269
A7E2V4,2.2297,1.3022
A7E2W2,-0.19786,0.16658
A7MD96,-2.5362,1.4366
A7UNU5,-0.58331,0.3862
A7XZE4,1.6817,0.93452
A7XZY7,-2.6237,1.5091
A7Y9J9,-1.5335,0.56671
A8IK34,-0.78351,0.37415
A8JZZ8,-0.58259,0.33232
A8K005,1.3484,0.63737
A8K032,0.54115,0.27253
A8K037,3.2229,1.6706
A8K070,-1.899,1.1395
A8K097,-2.5749,1.4156
A8K0B5,0.45879,0.23252
A8K0B9,-0.76911,0.45005
A8K0C2,-1.8814,0.94272
A8K0F7,-1.278,0.91045
A8K0G7,-1.9906,1.1288
A8K0K1,3.6008,1.9599
A8K0M6,2.0175,1.1665
A8K0N4,-2.7426,1.5495
A8K0P8,-2.9042,1.6463
A8K0S6,-0.046826,0.1303
A8K132,-0.44852,0.29757
A8K139,0.71869,0.27544
A8K169,-0.23807,0.064067
A8K1E1,0.98433,0.62382
A8K1E7,2.0875,1.2825
A8K1K8,-0.8405,0.48481
A8K1M4,0.51609,0.22515
A8K1R1,2.725,1.3575
A8K1T7,-0.54474,0.24636
A8K1Z3,-0.46153,0.30801
A8K214,0.93286,0.61719
A8K228,2.2184,1.1423
A8K2A8,2.0922,1.2137
A8K2E6,-0.21683,0.28427
A8K2H6,-2.0714,1.233
A8K2L6,-2.2763,1.1998
A8K2P6,-1.9903,0.98204
A8K2Q6,-0.4607,0.31248
A8K2T7,-0.38528,0.25581
A8K2V5,1.8523,0.9926
A8K2W3,1.0914,0.66423
A8K2X4,2.9744,1.5684
A8K313,-3.2381,1.9213
A8K329,1.4132,0.91484
A8K335,2.2902,1.2986
A8K337,-1.4692,0.87419
A8K359,-2.4032,1.1907
A8K364,1.1374,0.55876
A8K3B6,-2.2504,1.2819
A8K3C8,-1.2532,0.6236
A8K3J8,-2.6199,1.4392
A8K3L7,0.89508,0.50963
A8K3Q3,2.2798,1.3271
A8K3R2,-0.59234,0.25573
A8K3S2,1.1688,0.59627
A8K3W7,2.5357,1.2822
A8K3X3,0.32836,0.17462
A8K3Y5,0.25461,0.21669
A8K3Y8,-1.3916,0.784
A8K3Z6,1.4834,0.78635
A8K401,-1.8326,1.0324
A8K486,2.2177,1.1825
A8K492,0.73018,0.28672
A8K4A2,-0.69658,0.51896
A8K4K1,3.4835,2.0088
A8K4L6,0.15934,0.014052
A8K4M4,1.949,1.138
A8K4M5,0.9297,0.53566
A8K4N4,2.3312,1.3493
A8K4P6,0.016378,0.15209
A8K4P8,-0.44442,0.45445
A8K4Q6,-1.5386,0.7262
A8K4R1,1.4963,0.94532
A8K4S9,-2.5339,1.3846
A8K4U2,0.60575,0.41663
A8K4V4,-1.8623,1.1333
A8K4V6,1.2569,0.85608
A8K4W2,-1.2565,0.72676
A8K4W5,2.0273,1.1658
A8K4Z6,0.122,0.13788
A8K509,-0.0013069,0.18805
A8K517,-0.097469,0.071273
A8K545,2.9667,1.5105
A8K556,0.46781,0.15168
A8K586,-1.803,0.8442
A8K588,0.51288,0.33123
A8K594,-2.5933,1.4636
A8K5B0,1.5721,0.8718
A8K5C2,-0.3763,0.25471
A8K5D4,2.858,1.6722
A8K5G2,-0.44592,0.34232
A8K5H3,1.1217,0.62407
A8K5M7,-0.98643,0.4111
A8K5Q1,0.52343,0.28542
A8K5S1,2.5862,1.4823
A8K5S3,-2.0642,1.2276
A8K5U9,-2.922,1.6569
A8K5Y7,-3.5957,2.0435
A8K602,-2.3604,1.3099
A8K613,1.7921,1.1514
A8K644,0.45844,0.36659
A8K646,2.5002,1.3129
A8K669,1.516,0.95638
A8K690,2.1308,1.1456
A8K6A7,3.5534,1.988
A8K6D2,1.8677,1.07
A8K6F4,0.61666,0.49297
A8K6G9,0.92714,0.56789
A8K6J9,2.547,1.5414
A8K6K2,-0.13377,0.19542
A8K6L3,1.4081,0.76402
A8K6L7,-0.52145,0.25024
A8K6Q7,1.9462,1.1731
A8K6Q8,2.7397,1.5206
A8K6T5,0.49725,0.30461
A8K6U0,1.4344,0.90198
A8K6U7,-2.0207,1.057
A8K6V6,2.7642,1.5443
A8K6X2,1.4755,0.96848
A8K701,-1.2507,0.7463
A8K719,2.1327,1.1875
A8K724,-0.45124,0.32264
A8K725,1.1261,0.47299
A8K727,-2.2752,1.2814
A8K761,0.23006,0.1852
A8K7A1,-1.416,0.86439
A8K7D9,2.346,1.2256
A8K7F3,3.305,1.8232
A8K7F6,1.8211,0.88756
A8K7F7,1.5413,0.87381
A8K7H4,-1.5766,0.8581
A8K7J6,1.6179,0.81034
A8K7N0,-0.037272,0.047314
A8K7Q1,1.4417,0.95486
A8K7R5,-0.74778,0.50484
A8K7S5,0.14508,0.026538
A8K7T4,1.4378,0.84432
A8K7V1,0.69012,0.44252
A8K7W3,1.6537,1.0581
A8K7X9,-0.26216,0.22789
A8K7Z3,0.0071908,0.1459
A8K874,-1.3629,0.75922
A8K878,3.6391,2.0337
A8K883,0.63953,0.27443
A8K894,1.2167,0.6627
A8K8A4,-3.3937,1.9299
A8K8B0,-1.531,1.009
A8K8B2,2.0521,1.1848
A8K8C1,-0.081498,0.16364
A8K8D3,0.60761,0.28441
A8K8F9,-0.0082203,0.016093
A8K8K1,-0.77459,0.49426
A8K8N3,-1.3761,0.66151
A8K8N5,-2.4249,1.3602
A8K8N7,-1.6436,0.79186
A8K8Q0,2.3299,1.1111
A8K8T3,-1.6124,0.87545
A8K8U1,-1.1471,0.44328
A8K8V8,-0.3016,0.15753
A8K8W4,0.94117,0.49443
A8K8X0,0.66758,0.29519
A8K8Y8,1.6373,0.81182
A8K900,-1.4264,0.86645
A8K905,-3.6758,1.9877
A8K930,0.73365,0.34924
A8K932,-0.92741,0.43112
A8K948,0.4727,0.31107
A8K968,-2.4867,1.3967
A8K9A1,-0.047674,0.00076836
A8K9A5,2.1812,1.2215
A8K9E1,2.3811,1.3128
A8K9F4,-2.1207,1.3883
A8K9G4,0.38279,0.10716
A8K9K8,0.13504,0.012541
A8K9L8,3.2838,1.8652
A8K9T3,2.0652,1.1614
A8K9U6,1.2138,0.81918
A8K9V9,-3.1671,1.8123
A8K9X0,3.3868,1.9273
A8K9X5,-2.226,1.3842
A8KA19,-1.2822,0.67378
A8KA33,0.96494,0.40519
A8KA74,-1.7652,0.94884
A8KA77,-1.3268,0.82892
A8KAC4,-2.3641,1.494
A8KAH1,3.0229,1.574
A8KAH3,2.5185,1.4447
A8KAK5,2.818,1.4609
A8KAL2,3.1873,1.754
A8KAM9,-0.10573,0.18905
A8KAP0,2.6477,1.5691
A8KAQ3,0.068308,0.058466
A8MT19,-2.2728,1.4504
A8MU27,-2.2278,1.2393
A8MUM1,-0.44564,0.31172
A8MWD9,0.82124,0.59302
A8MXP9,0.3734,0.29176
A8MXV4,-3.2309,1.7849
A9UEZ6,0.052838,0.11107
A9UGY9,-0.29722,0.31113
A9UK01,0.10178,0.054236
B0I1S0,-0.97818,0.44162
B0LPF3,-0.10459,0.15713
B0QY89,-1.6113,0.85961
B0QY95,-0.0021213,0.013085
B0QZ18,0.080119,0.010045
B0S7P4,-1.262,0.71581
B0YIW6,1.7483,0.94158
B0YJ28,-2.2328,1.2705
B0YJ88,-2.3829,1.3988
B0YJ89,-1.8399,1.0023
B1AHB0,1.9799,1.1591
B1AHD1,-1.5779,0.97084
B1AK66,-1.4497,0.82263
B1AKJ5,2.6455,1.4435
B1AKK2,-1.8251,1.031
B1AKR6,2.1002,0.99472
B1AKZ4,0.040891,0.057885
B1ALW7,1.3244,0.73257
B1PBA3,-0.64363,0.27958
B1PKZ1,1.6445,0.90196
B1Q2B0,0.19922,0.10852
B1Q3L0,-0.3998,0.26349
B2C310,-1.5223,0.67302
B2CIS9,-0.30008,0.12395
B2R4A2,2.3801,1.3498
B2R4A9,-1.7303,1.0104
B2R4C0,2.0155,1.0966
B2R4C1,-1.7045,0.9945
B2R4D5,-0.22259,0.17905
B2R4H6,-0.77943,0.4711
B2R4N3,0.423,0.12369
B2R4Q7,2.3568,1.3507
B2R4R9,1.2452,0.67451
B2R4X4,0.37639,0.138
B2R5H0,-1.7728,0.97704
B2R5H5,-0.70968,0.44648
B2R5J1,-0.085555,0.031129
B2R5N4,-0.60763,0.35205
B2R5W6,1.44,0.7627
B2R5Y4,0.36329,0.32312
B2R665,0.81569,0.41772
B2R673,-2.121,1.2254
B2R6D8,0.016656,0.0064701
B2R6E2,-3.3872,1.7878
B2R6F3,-0.29113,0.13766
B2R6H7,-1.1048,0.6015
B2R6J3,-2.0013,1.1942
B2R6L2,-3.0463,1.6706
B2R6N9,2.2511,1.376
B2R6S9,3.1902,1.8617
B2R6U9,1.6535,0.74001
B2R6W9,0.95578,0.45849
B2R6X2,2.2805,1.2824
B2R704,-2.1988,1.272
B2R713,-2.1837,1.1339
B2R739,-2.3727,1.4147
B2R761,1.7093,0.97208
B2R769,-1.673,0.91469
B2R791,1.5937,0.93379
B2R7B1,-1.6753,1.0224
B2R7C2,0.8835,0.56932
B2R7C5,1.9654,1.1748
B2R7D2,1.4874,0.85562
B2R7E8,2.3265,1.3115
B2R7G4,-3.3465,1.7401
B2R7K1,-3.2849,1.8654
B2R7N6,2.3292,1.2801
B2R7S0,-3.3319,1.8516
B2R7T2,-0.59052,0.43213
B2R7T8,-2.9617,1.7101
B2R7U4,3.2635,1.854
B2R802,-0.32686,0.10554
B2R823,-1.8575,1.0549
B2R825,-2.4992,1.4573
B2R841,-2.5829,1.4663
B2R856,1.8031,0.89765
B2R8A7,-0.83777,0.31713
B2R8G6,-2.2985,1.4398
B2R8J0,0.074021,0.10317
B2R8K8,1.1706,0.66541
B2R8K9,-2.8927,1.6125
B2R8N1,-1.4224,0.69192
B2R8N8,-1.4779,0.85825
B2R8U8,1.73,0.8577
B2R8U9,1.3489,0.85097
B2R8V5,1.2205,0.64021
B2R8X4,-0.098016,0.11393
B2R921,-2.6226,1.5431
B2R932,2.7378,1.4551
B2R960,-0.90951,0.46971
B2R983,3.796,2.1399
B2R9B4,0.77061,0.37422
B2R9B8,-0.087026,0.025135
B2R9C5,2.0433,1.0779
B2R9H9,1.2842,0.54746
B2R9K5,0.66699,0.33593
B2R9K8,-1.6318,1.0434
B2R9R2,1.1008,0.47368
B2R9S4,-2.062,1.1183
B2R9T9,-2.1794,1.3718
B2R9Y2,1.9645,1.2282
B2RA03,-0.34001,0.1465
B2RA25,-0.57213,0.4028
B2RA50,-2.4799,1.408
B2RA97,0.20349,0.13261
B2RAD8,1.4053,0.60269
B2RAF3,3.0578,1.7408
B2RAH2,3.1723,1.7993
B2RAH3,0.67348,0.38293
B2RAH7,3.2085,1.7676
B2RAI2,-0.66161,0.16782
B2RAK1,-0.23148,0.15444
B2RAL3,-0.62949,0.49198
B2RAM2,-0.21241,0.038406
B2RAP9,-1.3989,0.89112
B2RAR2,-0.44932,0.14151
B2RAR6,1.6947,0.89098
B2RAU5,3.2177,1.7788
B2RAX1,2.0912,1.2002
B2RB23,-0.20915,0.19222
B2RB52,2.6877,1.5597
B2RB70,2.3363,1.4066
B2RB89,0.83002,0.30876
B2RBA0,1.5283,0.93429
B2RBB2,2.2195,1.1687
B2RBC1,-0.19058,0.089986
B2RBC8,2.3471,1.3234
B2RBF5,1.6566,0.89117
B2RBH1,-0.20142,0.19528
B2RBH2,2.6312,1.5087
B2RBH3,-1.4645,0.82303
B2RBI2,3.5697,1.9356
B2RBL3,2.1882,1.265
B2RBM8,-1.4061,0.76637
B2RBP3,-0.077733,0.021011
B2RBR4,0.37998,0.17871
B2RBR9,2.3407,1.3725
