ensembl,predictive,VIP
ENSG00000006534,-3.2866,1.827
ENSG00000006576,0.39419,0.14845
ENSG00000006607,0.27267,0.19981
ENSG00000006625,-1.7501,0.95386
ENSG00000006634,1.4399,0.80482
ENSG00000006638,0.4793,0.27635
ENSG00000006652,2.0889,1.0261
ENSG00000006695,2.7034,1.5412
ENSG00000006704,-3.6184,1.9842
ENSG00000006712,-0.67615,0.24922
ENSG00000006715,-1.5849,1.0255
ENSG00000006740,1.0917,0.38952
ENSG00000006744,2.7014,1.4955
ENSG00000006747,-2.0514,1.209
ENSG00000006756,-1.688,0.83354
ENSG00000006757,-1.5514,0.73203
ENSG00000006831,0.30718,0.0075565
ENSG00000006837,0.058192,0.019241
ENSG00000007047,-0.63233,0.29481
ENSG00000007062,-1.8333,1.0247
ENSG00000007080,-1.3924,0.58089
ENSG00000007168,2.4543,1.2926
ENSG00000007202,2.3468,1.2189
ENSG00000007255,-3.422,1.8574
ENSG00000007264,-1.3523,0.92089
ENSG00000007341,-0.022723,0.14873
ENSG00000007372,-3.1756,1.6251
ENSG00000007376,0.85513,0.48984
ENSG00000007384,1.1777,0.50186
ENSG00000007392,-0.46734,0.15659
ENSG00000007516,0.73979,0.34854
ENSG00000007520,0.066312,0.12259
ENSG00000007541,-0.66213,0.32865
ENSG00000007545,-0.047357,0.1567
ENSG00000007866,-2.4267,1.4043
ENSG00000007923,1.7378,0.96335
ENSG00000007944,-2.2195,1.1059
ENSG00000007968,-0.83562,0.31623
ENSG00000008018,1.4745,0.9275
ENSG00000008056,-2.3831,1.2042
ENSG00000008083,2.6976,1.4489
ENSG00000008086,0.14521,0.017882
ENSG00000008118,1.27,0.73793
ENSG00000008128,-0.65278,0.18796
ENSG00000008130,1.5824,1.0122
ENSG00000008256,-1.6917,0.99086
ENSG00000008277,-1.1545,0.72215
ENSG00000008282,-0.2516,0.32584
ENSG00000008283,3.6637,1.9388
ENSG00000008294,1.384,0.60182
ENSG00000008300,-0.9855,0.59494
ENSG00000008311,1.4827,0.79541
ENSG00000008324,-1.0471,0.49178
ENSG00000008382,-2.577,1.3807
ENSG00000008394,-2.1267,1.0841
ENSG00000008405,-0.20449,0.2241
ENSG00000008441,-3.2448,1.6005
ENSG00000008513,2.8672,1.5462
ENSG00000008517,-1.0863,0.62159
ENSG00000008710,1.7116,0.95304
ENSG00000008735,-0.3011,0.024595
ENSG00000008838,1.1932,0.85536
ENSG00000008853,0.2291,0.24362
ENSG00000008869,1.7757,1.0438
ENSG00000008952,-0.17675,0.055013
ENSG00000008988,-2.6164,1.3232
ENSG00000009307,1.3787,0.83676
ENSG00000009335,1.6915,0.79879
ENSG00000009413,-0.034804,0.0874
ENSG00000009694,2.9386,1.5893
ENSG00000009780,-0.91977,0.56262
ENSG00000009830,3.1756,1.7757
ENSG00000009844,2.4489,1.2591
ENSG00000009950,-2.5067,1.4448
ENSG00000009954,-2.0086,1.0423
ENSG00000010017,0.70132,0.30641
ENSG00000010030,-1.3146,0.74676
ENSG00000010072,2.4749,1.2498
ENSG00000010165,1.8965,0.94349
ENSG00000010219,-1.2842,0.55298
ENSG00000010244,1.4104,0.77572
ENSG00000010256,1.3436,0.86928
ENSG00000010270,1.1657,0.47447
ENSG00000010278,-2.1829,1.1755
ENSG00000010292,0.92616,0.48814
ENSG00000010295,0.94741,0.57008
ENSG00000010310,-1.7818,1.0097
ENSG00000010318,-1.313,0.81336
ENSG00000010322,-0.76915,0.4532
ENSG00000010361,-2.7006,1.3875
ENSG00000010379,-2.1394,1.1529
ENSG00000010404,2.9206,1.6197
ENSG00000010539,1.7986,0.77259
ENSG00000010626,-1.4398,0.57932
ENSG00000010704,1.9699,1.1083
ENSG00000010803,-3.2674,1.7336
ENSG00000010810,1.5612,0.80689
ENSG00000010818,2.4265,1.282
ENSG00000011007,3.2484,1.7108
ENSG00000011009,-1.1632,0.64798
ENSG00000011021,1.2981,0.76358
ENSG00000011028,2.7054,1.3346
ENSG00000011105,1.3197,0.62377
ENSG00000011114,-0.86562,0.36697
ENSG00000011132,2.0642,1.1525
ENSG00000011143,-1.5476,0.88752
ENSG00000011198,-0.013587,0.005708
ENSG00000011201,0.28872,0.019885
ENSG00000011243,-0.50364,0.19664
ENSG00000011258,-2.2685,1.2251
ENSG00000011260,2.6293,1.4299
ENSG00000011275,-1.9613,1.1961
ENSG00000011295,0.20446,0.04041
ENSG00000011304,2.044,1.2642
ENSG00000011332,0.41549,0.50523
ENSG00000011347,2.718,1.4588
ENSG00000011376,2.5891,1.4643
ENSG00000011405,-0.27944,0.22911
ENSG00000011422,2.237,1.1822
ENSG00000011426,1.0351,0.5293
ENSG00000011451,-1.2543,0.62665
ENSG00000011454,-0.63354,0.40523
ENSG00000011465,3.732,2.0548
ENSG00000011478,1.3988,0.80182
ENSG00000011485,2.6608,1.4944
ENSG00000011523,-1.6058,0.81715
ENSG00000011566,1.687,0.78689
ENSG00000011638,1.5251,0.58476
ENSG00000012048,2.1595,1.2359
ENSG00000012061,0.60611,0.51019
ENSG00000012171,-2.2977,1.2849
ENSG00000012174,1.838,0.97607
ENSG00000012211,1.5523,0.70041
ENSG00000012223,-0.20428,0.307
ENSG00000012232,0.63597,0.29344
ENSG00000012660,0.88277,0.31983
ENSG00000012779,-2.5084,1.4631
ENSG00000012817,-2.2903,1.1726
ENSG00000012822,-2.7994,1.6585
ENSG00000012963,-1.7012,0.7425
ENSG00000012983,1.8199,1.0331
ENSG00000013016,1.0451,0.62875
ENSG00000013275,2.7616,1.5773
ENSG00000013288,0.26462,0.077497
ENSG00000013293,0.57836,0.21998
ENSG00000013297,1.9395,1.0665
ENSG00000013306,-0.091331,0.078492
ENSG00000013364,1.3014,0.61844
ENSG00000013374,2.234,1.1786
ENSG00000013375,2.7232,1.3645
ENSG00000013392,2.6352,1.3091
ENSG00000013441,-2.8246,1.5422
ENSG00000013503,2.0596,1.1006
ENSG00000013523,2.8131,1.4727
ENSG00000013561,2.4105,1.2264
ENSG00000013563,-0.77343,0.47284
ENSG00000013573,-2.0263,0.99502
ENSG00000013583,-0.73809,0.42973
ENSG00000013588,-1.7894,1.0467
ENSG00000013619,3.3967,1.8188
ENSG00000013725,2.4272,1.209
ENSG00000013810,1.9031,1.0841
ENSG00000014123,0.3459,0.15356
ENSG00000014138,-1.0019,0.57004
ENSG00000014164,1.1193,0.68101
ENSG00000014216,0.26946,0.0014978
ENSG00000014641,1.1868,0.58657
ENSG00000014824,1.5808,0.80232
ENSG00000014914,-1.5234,0.61958
ENSG00000014919,-0.90785,0.48811
ENSG00000015133,2.7902,1.6235
ENSG00000015153,-0.99226,0.48058
ENSG00000015171,1.2885,0.64775
ENSG00000015475,1.7592,0.97515
ENSG00000015479,-0.99988,0.52171
ENSG00000015532,2.4239,1.2509
ENSG00000015676,-1.1957,0.8067
ENSG00000016082,0.14572,0.31961
ENSG00000016391,-3.111,1.7481
ENSG00000016864,1.9643,0.95736
ENSG00000017260,2.6191,1.3228
ENSG00000017483,2.9927,1.6436
ENSG00000017797,-3.1111,1.5392
ENSG00000018189,-1.8912,1.0574
ENSG00000018236,-1.0574,0.61095
ENSG00000018408,-0.77007,0.42958
ENSG00000018510,0.38744,0.18184
ENSG00000018610,1.2469,0.8711
ENSG00000018699,1.9033,1.0744
ENSG00000018869,-2.43,1.5148
ENSG00000019144,-2.2006,1.368
ENSG00000019186,-1.603,0.95558
ENSG00000019485,-1.8676,1.0224
ENSG00000019505,-2.2392,1.3155
ENSG00000019549,0.066897,0.093374
ENSG00000019582,-1.9569,1.0796
ENSG00000019995,1.605,0.86492
ENSG00000020129,1.4332,0.83278
ENSG00000020181,-2.2885,1.3773
ENSG00000020256,2.4543,1.4449
ENSG00000020426,2.3078,1.2631
ENSG00000020577,-1.5309,0.85808
ENSG00000020633,1.2104,0.75052
ENSG00000020922,-0.96449,0.56425
ENSG00000021300,-3.0513,1.7515
ENSG00000021355,-0.11321,0.14168
ENSG00000021574,0.39294,0.069865
ENSG00000021645,-3.3969,1.8738
ENSG00000021762,-1.6513,0.77005
ENSG00000021776,1.3595,0.74666
ENSG00000021826,-0.82243,0.29494
ENSG00000022267,-3.561,1.8656
ENSG00000022277,-0.38375,0.29525
ENSG00000022567,1.8538,0.92879
ENSG00000022840,1.2515,0.56324
ENSG00000022976,2.1135,1.294
ENSG00000023041,-2.3249,1.2528
ENSG00000023171,3.6557,1.9377
ENSG00000023191,0.74441,0.43725
ENSG00000023228,1.5626,0.9177
ENSG00000023287,0.77082,0.43144
ENSG00000023318,2.4237,1.1978
ENSG00000023330,3.4564,1.806
ENSG00000023445,3.2631,1.6742
ENSG00000023516,1.6762,0.88357
ENSG00000023572,3.4068,1.8367
ENSG00000023608,1.8874,0.92029
ENSG00000023697,-1.5519,0.90259
ENSG00000023734,2.665,1.4516
ENSG00000023902,-0.1008,0.098537
ENSG00000023909,3.2265,1.7477
ENSG00000024048,1.8793,1.0406
ENSG00000024422,-2.7241,1.4889
ENSG00000024526,2.0373,1.1623
ENSG00000024862,0.75162,0.51044
ENSG00000025039,1.8485,0.82706
ENSG00000025156,0.11787,0.0083043
ENSG00000025293,-2.294,1.257
ENSG00000025423,-0.27361,0.25001
ENSG00000025434,-2.6111,1.4651
ENSG00000025708,2.0653,1.184
ENSG00000025770,-1.3937,0.58989
ENSG00000025772,1.9688,1.0892
ENSG00000025796,2.1627,1.1329
ENSG00000025800,0.58944,0.41527
ENSG00000026025,-0.73655,0.28734
ENSG00000026036,0.55205,0.49702
ENSG00000026103,1.7025,0.67795
ENSG00000026297,0.1049,0.028981
ENSG00000026508,3.3189,1.7537
ENSG00000026652,2.455,1.1968
ENSG00000026751,-1.0054,0.75274
ENSG00000026950,2.2465,1.2888
ENSG00000027001,1.6012,0.74213
ENSG00000027075,2.9631,1.4611
ENSG00000027697,2.9609,1.5041
ENSG00000027847,1.3295,0.74758
ENSG00000028116,1.4567,0.71268
ENSG00000028137,2.825,1.4503
ENSG00000028203,0.90668,0.33494
ENSG00000028277,1.4942,0.76435
ENSG00000028310,0.69487,0.50456
ENSG00000028528,-2.7694,1.5626
ENSG00000028839,1.4965,0.86223
ENSG00000029153,2.2647,1.3756
ENSG00000029363,2.0589,1.1828
ENSG00000029364,2.2013,1.0664
ENSG00000029534,-1.3014,0.85692
ENSG00000029639,3.4222,1.9812
ENSG00000029725,0.42923,0.18229
ENSG00000029993,-0.29509,0.060864
ENSG00000030066,1.3068,0.75653
ENSG00000030110,1.2005,0.49227
ENSG00000030419,-0.92538,0.4341
ENSG00000030582,1.0132,0.39551
ENSG00000031003,-0.5714,0.33345
ENSG00000031081,0.77148,0.28473
ENSG00000031691,0.6674,0.52626
ENSG00000031698,1.8596,0.96965
ENSG00000031823,1.3284,0.80639
ENSG00000032219,-2.7267,1.3859
ENSG00000032389,0.16797,0.13516
ENSG00000032444,2.5076,1.4293
ENSG00000032742,2.1959,1.1888
ENSG00000033011,0.83612,0.40518
ENSG00000033030,-2.7082,1.3957
ENSG00000033050,1.8405,0.99361
ENSG00000033100,2.8168,1.3724
ENSG00000033122,-1.6042,0.88133
ENSG00000033170,1.8958,0.97687
ENSG00000033178,2.5093,1.2911
ENSG00000033327,2.2357,1.1933
ENSG00000033627,0.96903,0.36039
ENSG00000033800,-0.14196,0.18546
ENSG00000033867,1.4983,0.76323
ENSG00000034053,2.0662,0.91281
ENSG00000034152,3.3842,1.6772
ENSG00000034510,-1.8125,0.90574
ENSG00000034533,-2.4888,1.2804
ENSG00000034677,-2.0679,1.1729
ENSG00000034693,1.2674,0.66247
ENSG00000034713,-0.37141,0.41681
ENSG00000035115,-3.1563,1.7527
ENSG00000035141,0.31856,0.26683
ENSG00000035403,-1.2423,0.68284
ENSG00000035499,1.7391,1.0213
ENSG00000035664,1.5537,1.071
ENSG00000035681,2.6352,1.4148
ENSG00000035687,2.2661,1.1418
ENSG00000035862,-3.2665,1.9112
ENSG00000035928,0.21427,0.23306
ENSG00000036054,0.89514,0.46124
ENSG00000036257,2.2823,1.2145
ENSG00000036448,-2.2031,1.2933
ENSG00000036549,1.4688,0.85777
ENSG00000036672,-2.038,1.193
ENSG00000037042,0.42924,0.27297
ENSG00000037241,1.856,1.0598
ENSG00000037280,-1.5442,0.93162
ENSG00000037474,2.626,1.36
ENSG00000037637,0.93457,0.52364
ENSG00000037749,2.0599,1.067
ENSG00000037757,-1.7045,0.79253
ENSG00000037897,0.87905,0.77236
ENSG00000037965,-2.8143,1.5241
ENSG00000038002,-0.88593,0.55626
ENSG00000038210,0.19323,0.034811
ENSG00000038219,0.13332,0.12665
ENSG00000038274,0.5077,0.31443
ENSG00000038295,0.35827,0.2602
ENSG00000038358,1.8296,0.90591
ENSG00000038382,-0.24356,0.28004
ENSG00000038427,-3.3604,1.757
ENSG00000038532,-1.6564,1.0951
ENSG00000038945,1.9442,1.1532
ENSG00000039068,-3.526,2.002
ENSG00000039123,2.2741,1.288
ENSG00000039139,0.053489,0.0025681
ENSG00000039319,1.394,0.71439
ENSG00000039523,0.1176,0.10324
ENSG00000039560,0.34202,0.0046337
ENSG00000039650,-0.81009,0.33096
ENSG00000040199,1.6776,0.84874
ENSG00000040275,2.5694,1.4572
ENSG00000040341,-0.54261,0.36235
ENSG00000040487,-0.70811,0.4348
ENSG00000040531,1.9223,1.1669
ENSG00000040608,-2.8597,1.4937
ENSG00000040633,0.64024,0.36052
ENSG00000040731,-0.79951,0.597
ENSG00000040933,1.4667,0.78638
ENSG00000041353,2.8529,1.5495
ENSG00000041357,1.3975,0.84794
ENSG00000041802,3.2156,1.7279
ENSG00000041880,-2.1528,1.2211
ENSG00000041982,3.1921,1.6541
ENSG00000041988,0.31422,0.29596
ENSG00000042062,-3.1441,1.7076
ENSG00000042088,-0.68394,0.36357
ENSG00000042286,2.6377,1.341
ENSG00000042317,2.0576,1.1194
ENSG00000042429,-1.0979,0.63373
ENSG00000042445,1.1458,0.40346
ENSG00000042493,-2.6066,1.4377
ENSG00000042753,-0.018871,0.070436
ENSG00000042832,2.2162,0.98144
ENSG00000043093,1.6973,0.86602
ENSG00000043143,3.0594,1.6648
ENSG00000043355,-2.3135,1.4268
ENSG00000043514,2.6683,1.5205
ENSG00000044090,0.38806,0.080461
ENSG00000044115,1.2739,0.62919
ENSG00000044446,-0.82765,0.47257
ENSG00000044459,-2.614,1.2554
ENSG00000044524,1.2988,0.85883
ENSG00000044574,3.1922,1.6205
ENSG00000046604,0.48348,0.12925
ENSG00000046647,-1.4052,0.83264
ENSG00000046651,-2.5196,1.2482
ENSG00000046889,1.8405,0.88812
ENSG00000047056,3.1267,1.6087
ENSG00000047188,-0.9079,0.49025
ENSG00000047230,-0.51698,0.26712
ENSG00000047249,1.2258,0.44858
ENSG00000047315,1.9505,1.0748
ENSG00000047346,-3.1325,1.7511
ENSG00000047365,-0.0063752,0.11821
ENSG00000047410,1.9479,1.0966
ENSG00000047457,3.5209,1.8602
ENSG00000047578,2.1167,1.103
ENSG00000047579,-2.3629,1.2686
ENSG00000047597,2.2174,1.3607
ENSG00000047617,-1.7694,1.0882
ENSG00000047621,1.6806,0.81656
ENSG00000047634,-0.054842,0.18592
ENSG00000047644,0.82564,0.56278
ENSG00000047648,-2.9453,1.6482
ENSG00000047849,-1.2971,0.77555
ENSG00000047932,1.5704,0.78489
ENSG00000047936,3.3371,1.928
ENSG00000048028,1.6461,0.86913
ENSG00000048052,-1.152,0.72815
ENSG00000048140,1.4733,0.79017
ENSG00000048162,1.0584,0.82818
ENSG00000048342,0.70968,0.54448
ENSG00000048392,1.2254,0.43872
ENSG00000048405,1.6592,0.80334
ENSG00000048471,-1.4396,0.7429
ENSG00000048544,1.6203,0.83766
ENSG00000048649,-0.89287,0.44509
ENSG00000048707,1.3455,0.68037
ENSG00000048740,-0.35946,0.41592
ENSG00000048828,2.3512,1.2685
ENSG00000048991,1.9063,1.0785
ENSG00000049089,-1.8151,1.1146
ENSG00000049130,-1.7349,1.0382
ENSG00000049167,1.4816,0.8463
ENSG00000049192,1.3936,0.93982
ENSG00000049239,-1.3948,0.73666
ENSG00000049245,2.1302,1.1762
ENSG00000049246,-1.9375,0.97936
ENSG00000049249,0.45253,0.12929
ENSG00000049323,2.854,1.5846
ENSG00000049449,-0.94802,0.52945
ENSG00000049541,-1.6129,0.85109
ENSG00000049618,2.1088,1.1743
ENSG00000049656,2.1732,1.0225
ENSG00000049759,-2.7434,1.4976
ENSG00000049769,0.8545,0.45776
ENSG00000049860,2.3247,1.0491
ENSG00000049883,1.4551,0.89156
ENSG00000050130,2.4168,1.3079
ENSG00000050165,-1.1106,0.79212
ENSG00000050327,-1.8427,1.0759
ENSG00000050344,1.6984,0.74896
ENSG00000050393,1.1262,0.73777
ENSG00000050405,1.4117,0.61318
ENSG00000050426,-3.3657,1.7984
ENSG00000050438,2.3924,1.4302
ENSG00000050730,3.4863,1.8421
ENSG00000050748,1.1064,0.52204
ENSG00000050820,-1.2579,0.81681
ENSG00000051009,2.1245,1.0713
ENSG00000051108,-1.1,0.6562
ENSG00000051128,-1.3936,0.70743
ENSG00000051341,1.3022,0.72079
ENSG00000051382,-0.79602,0.53902
ENSG00000051523,1.8603,1.0094
ENSG00000051596,-0.8128,0.44267
ENSG00000051620,-1.7458,0.90003
ENSG00000051825,1.441,0.76111
ENSG00000052126,0.25604,0.2349
ENSG00000052723,0.65058,0.38197
ENSG00000052749,3.2618,1.8351
ENSG00000052795,2.9868,1.6209
ENSG00000052802,1.8752,0.98801
ENSG00000052841,-0.11136,0.10606
ENSG00000053254,-3.4984,1.903
ENSG00000053371,-2.5315,1.4241
ENSG00000053372,-0.10703,0.20749
ENSG00000053501,-1.446,0.68922
ENSG00000053524,-1.7902,0.93095
ENSG00000053747,-2.0699,1.1537
ENSG00000053770,1.0233,0.55215
ENSG00000053900,1.5483,0.87271
ENSG00000054116,-0.4041,0.25747
ENSG00000054118,2.2765,1.2958
ENSG00000054148,-2.0637,1.1329
ENSG00000054219,-1.29,0.87254
ENSG00000054267,-0.9194,0.47439
ENSG00000054277,-2.8135,1.6126
ENSG00000054282,0.46235,0.12145
ENSG00000054356,3.1488,1.6046
ENSG00000054392,2.8396,1.3935
ENSG00000054523,0.22715,0.046696
ENSG00000054598,1.9622,1.1336
ENSG00000054611,-0.80911,0.31758
ENSG00000054654,-1.3797,0.68045
ENSG00000054690,-3.4976,1.8354
ENSG00000054793,-2.296,1.3449
ENSG00000054938,3.0991,1.7049
ENSG00000054965,1.274,0.52279
ENSG00000054967,2.2847,1.0743
ENSG00000054983,2.3882,1.2232
ENSG00000055044,0.85578,0.6483
ENSG00000055070,3.3521,1.8854
ENSG00000055130,2.6915,1.4212
ENSG00000055147,1.3011,0.51092
ENSG00000055163,-1.5262,0.99368
ENSG00000055208,2.2717,1.1463
ENSG00000055211,0.14922,0.065025
ENSG00000055332,2.9669,1.6849
ENSG00000055483,3.0003,1.5238
ENSG00000055609,-0.62292,0.34482
ENSG00000055732,-0.7818,0.17702
ENSG00000055917,-0.52575,0.2393
ENSG00000055950,-0.87486,0.40088
ENSG00000056050,-0.41139,0.056752
ENSG00000056097,2.5083,1.3187
ENSG00000056277,0.70999,0.50652
ENSG00000056291,-1.8897,1.0918
ENSG00000056558,3.0428,1.5585
ENSG00000056586,1.6719,0.84752
ENSG00000056736,-2.8982,1.6867
ENSG00000056972,2.7143,1.4605
ENSG00000056998,-3.5737,1.9039
ENSG00000057019,-0.78585,0.52791
ENSG00000057149,3.6126,1.9419
ENSG00000057252,1.2715,0.53931
ENSG00000057294,-1.2087,0.68491
ENSG00000057608,1.53,0.76681
ENSG00000057657,2.9767,1.6575
ENSG00000057663,1.7905,0.83036
ENSG00000057704,2.1569,1.1868
ENSG00000057757,1.6568,0.95193
ENSG00000057935,-2.003,0.93781
ENSG00000058056,2.134,1.2427
ENSG00000058063,2.1336,1.1558
ENSG00000058085,3.1474,1.6281
ENSG00000058091,-2.7144,1.5383
ENSG00000058262,3.276,1.6222
ENSG00000058272,-0.51314,0.11053
ENSG00000058335,-1.8612,1.0698
ENSG00000058404,-3.2168,1.6881
ENSG00000058453,-1.5389,0.70508
ENSG00000058600,2.2041,1.1756
ENSG00000058668,1.3521,0.60309
ENSG00000058729,2.7401,1.3649
ENSG00000058799,2.877,1.5271
ENSG00000058804,1.8098,1.0304
ENSG00000058866,3.3827,1.8413
ENSG00000059122,1.4628,0.61676
ENSG00000059145,1.198,0.56007
ENSG00000059377,1.8928,1.1935
ENSG00000059378,3.2851,1.8143
ENSG00000059573,1.5405,0.73984
ENSG00000059588,-0.97925,0.53868
ENSG00000059691,-0.3841,0.068086
ENSG00000059728,1.6316,0.77765
ENSG00000059758,1.7127,0.89937
ENSG00000059769,2.3463,1.2088
ENSG00000059804,2.1544,1.1637
ENSG00000059915,2.2561,1.0898
ENSG00000060069,1.542,0.92304
ENSG00000060138,0.67581,0.26504
ENSG00000060140,-1.0689,0.68956
ENSG00000060237,2.0969,1.1015
ENSG00000060339,-0.86675,0.34769
ENSG00000060491,3.0497,1.7381
ENSG00000060558,2.8813,1.5512
ENSG00000060642,2.0196,0.99351
ENSG00000060656,2.0048,1.0315
ENSG00000060688,1.7156,1.0446
ENSG00000060718,-1.6495,1.0316
ENSG00000060749,1.1549,0.66168
ENSG00000060762,3.047,1.7236
ENSG00000060971,2.8193,1.443
ENSG00000060982,2.3288,1.2894
ENSG00000061273,-2.4416,1.2165
ENSG00000061337,-2.9061,1.6477
ENSG00000061656,-0.010464,0.052303
ENSG00000061676,1.8778,1.0145
ENSG00000061794,0.57391,0.29739
ENSG00000061918,-0.8727,0.27804
ENSG00000061936,-1.5707,0.6985
ENSG00000061938,-2.4135,1.2198
ENSG00000061987,1.4627,0.72713
ENSG00000062038,-1.0965,0.74751
ENSG00000062194,1.1924,0.70564
ENSG00000062282,3.5615,1.8542
ENSG00000062370,1.388,0.64334
ENSG00000062485,-0.90313,0.44457
ENSG00000062582,-1.5902,0.70679
ENSG00000062598,2.3445,1.2528
ENSG00000062650,1.8335,0.95823
ENSG00000062716,0.31867,0.14465
ENSG00000062725,-1.3346,0.86828
ENSG00000062822,-0.020874,0.015096
ENSG00000063046,-0.621,0.27621
ENSG00000063127,-2.9734,1.6228
ENSG00000063169,-0.59313,0.22081
ENSG00000063176,1.7941,1.0886
ENSG00000063177,-2.0383,0.97851
ENSG00000063180,-2.9813,1.5809
ENSG00000063241,-0.32845,0.14546
ENSG00000063244,0.98819,0.80502
ENSG00000063245,-1.4672,0.69824
ENSG00000063322,-1.3535,0.51905
ENSG00000063438,-2.5477,1.3413
ENSG00000063587,-0.66542,0.59075
ENSG00000063601,1.1332,0.53605
ENSG00000063660,-1.9185,1.1509
ENSG00000063761,-0.49365,0.25556
ENSG00000063854,-0.22299,0.2618
ENSG00000063978,2.5116,1.3191
ENSG00000064012,2.9539,1.5895
ENSG00000064042,0.10113,0.10026
ENSG00000064102,2.0645,1.1079
ENSG00000064115,0.4503,0.071646
ENSG00000064199,2.156,1.1547
ENSG00000064225,0.8978,0.75376
ENSG00000064300,-2.9789,1.7869
ENSG00000064309,-0.73138,0.57858
ENSG00000064313,1.6246,0.8692
ENSG00000064393,1.5037,0.92217
ENSG00000064419,1.2583,0.79703
ENSG00000064490,-1.6717,0.85609
ENSG00000064545,0.20701,0.17541
ENSG00000064547,-2.0306,1.0894
ENSG00000064601,1.9177,0.98663
ENSG00000064607,2.5197,1.245
ENSG00000064651,2.3926,1.2764
ENSG00000064652,2.0856,0.99834
