ensembl,predictive,VIP
ENSG00000005801,-0.31149,0.51376
ENSG00000005810,0.42876,0.37926
ENSG00000005812,-1.3415,0.32889
ENSG00000005882,-2.8376,1.3533
ENSG00000005884,1.906,0.72675
ENSG00000005889,-1.6538,0.52756
ENSG00000005893,0.87603,0.65304
ENSG00000006007,2.1725,0.9693
ENSG00000006015,0.88462,0.25123
ENSG00000006016,-4.9332,2.2703
ENSG00000006025,-1.1826,0.94455
ENSG00000006042,-2.9632,1.2329
ENSG00000006062,-4.7232,2.2088
ENSG00000006118,4.5014,2.1051
ENSG00000006125,-1.8895,0.64862
ENSG00000006194,-1.3643,0.69946
ENSG00000006210,1.9988,1.0127
ENSG00000006282,1.1576,0.27312
ENSG00000006283,1.9398,0.65743
ENSG00000006327,0.69891,0.12006
ENSG00000006432,-2.7867,1.5291
ENSG00000006451,3.2927,1.6848
ENSG00000006453,-2.3604,1.2101
ENSG00000006459,1.1987,0.60042
ENSG00000006468,-2.9673,1.1557
ENSG00000006530,2.3289,1.2299
ENSG00000006534,-1.6139,0.94346
ENSG00000006576,-1.1445,0.33939
ENSG00000006606,5.1231,2.3555
ENSG00000006607,0.61764,0.45109
ENSG00000006625,2.7161,1.0769
ENSG00000006634,0.74178,0.63108
ENSG00000006638,2.7384,1.2635
ENSG00000006652,1.1917,0.79441
ENSG00000006695,2.5962,1.1993
ENSG00000006704,-0.3878,0.45977
ENSG00000006712,-0.32072,0.27247
ENSG00000006715,-0.85831,0.28784
ENSG00000006740,-1.3673,0.1255
ENSG00000006744,1.8972,0.34898
ENSG00000006756,-0.47545,0.2256
ENSG00000006757,-0.82738,0.31966
ENSG00000006831,3.1209,1.5196
ENSG00000007047,2.0525,0.70211
ENSG00000007080,3.1472,1.2544
ENSG00000007168,-1.1433,0.30192
ENSG00000007202,0.42311,0.2458
ENSG00000007255,0.14876,0.12023
ENSG00000007312,2.0616,1.0507
ENSG00000007314,-0.2868,0.38469
ENSG00000007341,-2.3668,1.2542
ENSG00000007376,2.3663,0.75657
ENSG00000007384,-0.51486,0.5315
ENSG00000007392,-1.1875,0.80861
ENSG00000007402,0.78216,0.031417
ENSG00000007520,1.8096,0.59918
ENSG00000007541,-0.89189,0.68343
ENSG00000007545,-0.80708,0.30705
ENSG00000007866,-1.4505,0.66569
ENSG00000007923,4.2175,2.016
ENSG00000007944,-0.83953,0.039191
ENSG00000007968,-3.0672,1.1962
ENSG00000008018,1.9502,0.87269
ENSG00000008056,-1.107,0.55132
ENSG00000008083,3.6929,1.8323
ENSG00000008086,-2.2517,0.9208
ENSG00000008118,-1.5039,0.74099
ENSG00000008128,-1.3671,0.99517
ENSG00000008130,1.024,0.2511
ENSG00000008256,-3.4096,1.6461
ENSG00000008277,-0.27035,0.16538
ENSG00000008282,1.5142,0.97223
ENSG00000008283,2.939,1.5282
ENSG00000008294,-0.31286,0.032515
ENSG00000008300,-3.8923,1.8525
ENSG00000008311,-4.0228,1.8522
ENSG00000008324,2.8132,1.1684
ENSG00000008382,1.4362,0.54341
ENSG00000008394,4.6578,2.279
ENSG00000008405,-0.51223,0.066849
ENSG00000008441,-3.3322,1.6313
ENSG00000008513,3.0892,1.5377
ENSG00000008517,4.5095,2.1526
ENSG00000008710,-2.6278,1.3932
ENSG00000008735,1.2977,0.34135
ENSG00000008838,1.6765,0.55421
ENSG00000008853,-2.4076,1.1228
ENSG00000008869,-2.494,1.3083
ENSG00000008952,1.9342,1.2673
ENSG00000008988,-0.0031326,0.062138
ENSG00000009307,-0.36972,0.083528
ENSG00000009335,1.5029,0.725
ENSG00000009413,-1.2011,0.33362
ENSG00000009780,-0.93867,0.69566
ENSG00000009830,2.5141,0.85388
ENSG00000009844,0.11299,0.26852
ENSG00000009950,0.018444,0.19507
ENSG00000009954,-1.3045,0.51457
ENSG00000010017,-2.0976,0.66205
ENSG00000010030,1.2512,0.63248
ENSG00000010072,2.2717,1.3248
ENSG00000010165,4.0226,1.9018
ENSG00000010219,0.4422,0.35885
ENSG00000010244,2.2558,1.3273
ENSG00000010256,2.5577,1.0016
ENSG00000010270,4.3559,2.3142
ENSG00000010278,-0.5948,0.33434
ENSG00000010282,1.0655,0.21592
ENSG00000010292,-3.563,1.4867
ENSG00000010295,-1.9329,1.1971
ENSG00000010318,0.0029332,0.24714
ENSG00000010319,1.1471,0.46569
ENSG00000010322,-3.132,1.6788
ENSG00000010327,0.049212,0.038051
ENSG00000010361,-2.0278,0.80127
ENSG00000010404,-1.5817,0.36122
ENSG00000010438,2.412,0.81932
ENSG00000010539,0.60192,0.39909
ENSG00000010626,0.28907,0.37903
ENSG00000010704,-3.7517,1.871
ENSG00000010803,-1.7828,0.93653
ENSG00000010810,4.8266,2.3692
ENSG00000010818,1.3227,0.85907
ENSG00000011007,2.194,0.90017
ENSG00000011009,1.5207,0.4297
ENSG00000011021,-0.059004,0.25579
ENSG00000011028,-2.5998,0.97841
ENSG00000011105,0.71488,0.66486
ENSG00000011114,-0.52062,0.095041
ENSG00000011132,1.6042,0.69828
ENSG00000011143,-1.765,1.0417
ENSG00000011198,2.2305,1.1935
ENSG00000011201,0.5021,0.55167
ENSG00000011243,2.5792,0.9251
ENSG00000011258,-1.471,0.31359
ENSG00000011260,-0.39212,0.1522
ENSG00000011275,-1.5847,0.48317
ENSG00000011295,-0.66762,0.28951
ENSG00000011304,1.6026,0.92933
ENSG00000011332,-0.058671,0.29846
ENSG00000011347,3.1255,1.5004
ENSG00000011376,2.1989,0.88856
ENSG00000011405,-0.24147,0.014096
ENSG00000011422,3.8244,1.8972
ENSG00000011426,-1.6127,0.67651
ENSG00000011451,-0.024504,0.25082
ENSG00000011454,-3.5632,1.6911
ENSG00000011465,2.7085,1.5675
ENSG00000011478,3.6496,1.5037
ENSG00000011485,2.5919,1.1671
ENSG00000011523,-4.048,2.0168
ENSG00000011566,0.78098,0.62586
ENSG00000011638,3.4935,1.7801
ENSG00000011677,-1.4823,0.2032
ENSG00000012048,0.15148,0.23822
ENSG00000012061,-0.52215,0.49503
ENSG00000012171,-3.4682,1.6583
ENSG00000012174,0.02211,0.19538
ENSG00000012211,2.3562,0.9125
ENSG00000012223,3.2571,1.3658
ENSG00000012232,2.9738,1.4064
ENSG00000012660,-0.1121,0.22657
ENSG00000012779,0.57612,0.40308
ENSG00000012822,-3.117,1.5615
ENSG00000012963,-2.363,0.86656
ENSG00000012983,-0.10047,0.2597
ENSG00000013016,-1.5333,0.73139
ENSG00000013275,3.4648,1.4705
ENSG00000013288,1.2908,0.63664
ENSG00000013293,-3.8615,1.9211
ENSG00000013306,1.4817,0.50448
ENSG00000013364,2.0036,0.73966
ENSG00000013374,-1.0597,0.54031
ENSG00000013375,1.2446,0.76837
ENSG00000013392,1.4744,0.63811
ENSG00000013441,-1.7904,0.8144
ENSG00000013503,0.47585,0.33483
ENSG00000013523,3.4287,1.6074
ENSG00000013561,2.5269,1.4074
ENSG00000013563,2.2257,0.79879
ENSG00000013573,-2.8753,1.5484
ENSG00000013583,2.5264,1.0634
ENSG00000013588,-4.1312,1.9848
ENSG00000013619,0.54211,0.17323
ENSG00000013810,-1.4807,0.80702
ENSG00000014123,-0.2184,0.13657
ENSG00000014138,-0.48384,0.54277
ENSG00000014164,1.0853,0.1998
ENSG00000014216,2.2721,0.84271
ENSG00000014641,3.8537,1.897
ENSG00000014824,0.054854,0.23407
ENSG00000014914,-3.0147,1.2914
ENSG00000014919,0.07805,0.085674
ENSG00000015133,1.5582,0.6933
ENSG00000015153,1.4185,0.98383
ENSG00000015171,-1.4888,0.43504
ENSG00000015413,-0.67353,0.69773
ENSG00000015475,4.3693,1.8658
ENSG00000015479,-3.2003,1.3572
ENSG00000015532,4.3086,1.9158
ENSG00000015676,-0.8707,0.71306
ENSG00000016602,-2.0502,1.253
ENSG00000016864,-1.683,0.57324
ENSG00000017260,0.54294,0.50869
ENSG00000017483,4.6915,2.0827
ENSG00000017797,0.08431,0.23897
ENSG00000018189,-3.1244,1.3071
ENSG00000018408,-2.3712,0.78061
ENSG00000018510,0.51913,0.46133
ENSG00000018610,-2.2218,1.0953
ENSG00000018699,0.80398,0.72513
ENSG00000019144,-2.8443,1.292
ENSG00000019485,-3.0661,1.3101
ENSG00000019549,3.8008,1.9715
ENSG00000019582,2.7749,1.2525
ENSG00000019991,0.57746,0.35403
ENSG00000019995,-2.5024,0.94495
ENSG00000020129,1.828,0.47052
ENSG00000020181,-1.8745,0.74717
ENSG00000020256,1.2489,0.46336
ENSG00000020426,0.1871,0.098619
ENSG00000020577,-2.2331,0.86446
ENSG00000020633,3.2559,1.6074
ENSG00000020922,-1.5222,0.49347
ENSG00000021355,1.0277,0.44823
ENSG00000021574,-0.64692,0.0015971
ENSG00000021645,-3.7875,1.9657
ENSG00000021762,-0.3998,0.0048766
ENSG00000021776,-0.33357,0.038101
ENSG00000021826,0.021458,0.13039
ENSG00000022267,-3.7191,1.5581
ENSG00000022277,-2.0791,1.0155
ENSG00000022567,-1.3822,0.14993
ENSG00000022840,-0.25513,0.42553
ENSG00000022976,-0.63854,0.59422
ENSG00000023041,-3.1509,1.314
ENSG00000023171,2.0638,1.0183
ENSG00000023191,1.4269,0.39978
ENSG00000023228,-0.73326,0.25845
ENSG00000023287,-1.5225,0.40978
ENSG00000023318,3.4137,1.7434
ENSG00000023330,3.5327,1.5375
ENSG00000023445,2.1841,1.1496
ENSG00000023516,-0.29094,0.094617
ENSG00000023572,1.5044,0.73765
ENSG00000023608,-0.6566,0.36388
ENSG00000023697,-3.785,1.4483
ENSG00000023734,2.0048,1.0587
ENSG00000023892,-1.0669,0.59599
ENSG00000023902,1.9525,1.022
ENSG00000023909,1.8264,1.0965
ENSG00000024048,-1.6938,0.70284
ENSG00000024422,-1.1864,0.78174
ENSG00000024526,-0.63357,0.38866
ENSG00000024862,-1.931,1.1558
ENSG00000025039,2.7889,1.2852
ENSG00000025156,-1.6564,0.48062
ENSG00000025293,1.6842,0.93806
ENSG00000025423,-3.2009,1.2064
ENSG00000025434,-2.5706,1.8121
ENSG00000025708,4.1754,2.1803
ENSG00000025770,-0.68676,0.26871
ENSG00000025772,1.8437,0.47209
ENSG00000025796,0.44087,0.51819
ENSG00000025800,3.4425,1.3686
ENSG00000026025,-1.4243,0.56185
ENSG00000026036,-1.466,0.97002
ENSG00000026103,1.2279,0.7194
ENSG00000026297,0.71585,0.039242
ENSG00000026508,0.43976,0.56246
ENSG00000026559,1.9363,0.97941
ENSG00000026652,5.1776,2.5241
ENSG00000026950,-0.57836,0.11931
ENSG00000027001,0.070619,0.12462
ENSG00000027075,1.664,0.91516
ENSG00000027697,3.0707,1.5996
ENSG00000027847,3.6768,1.4424
ENSG00000027869,4.5925,2.1617
ENSG00000028116,-0.91139,0.31038
ENSG00000028137,3.5339,1.4957
ENSG00000028203,-1.6954,0.59344
ENSG00000028277,5.206,2.4283
ENSG00000028310,0.48836,0.14257
ENSG00000028528,-3.7355,1.7766
ENSG00000028839,4.7164,2.1935
ENSG00000029153,0.39455,0.2277
ENSG00000029363,-0.36827,0.061075
ENSG00000029364,-0.44346,0.053703
ENSG00000029534,-2.7601,1.4195
ENSG00000029639,2.5177,1.216
ENSG00000029725,-0.49001,0.19873
ENSG00000029993,0.046198,0.075615
ENSG00000030066,-0.7383,0.17422
ENSG00000030110,2.9237,1.0968
ENSG00000030419,-1.6863,0.59573
ENSG00000030582,1.8127,0.72171
ENSG00000031003,-2.8214,1.1383
ENSG00000031081,1.1984,0.712
ENSG00000031691,-0.72078,0.001647
ENSG00000031698,1.3966,0.57565
ENSG00000031823,0.64363,0.21712
ENSG00000032219,-3.4097,1.7956
ENSG00000032389,2.295,0.7291
ENSG00000032444,1.7763,0.66015
ENSG00000032742,-0.44773,0.013472
ENSG00000033011,2.4011,0.94671
ENSG00000033030,-1.649,0.83005
ENSG00000033050,3.0051,1.0138
ENSG00000033100,4.1241,1.9058
ENSG00000033122,-3.2714,1.3336
ENSG00000033170,4.5516,2.1211
ENSG00000033178,1.1478,0.68033
ENSG00000033327,-4.9213,2.1745
ENSG00000033627,1.5411,0.45111
ENSG00000033800,-1.3876,0.57721
ENSG00000033867,0.85347,0.55836
ENSG00000034053,3.0337,1.3414
ENSG00000034152,3.654,1.5128
ENSG00000034510,1.8808,0.72115
ENSG00000034533,-2.0699,0.85575
ENSG00000034677,-0.52657,0.14877
ENSG00000034693,1.6661,0.76308
ENSG00000034713,2.1843,1.1333
ENSG00000035115,-2.52,1.2197
ENSG00000035141,2.5595,1.1638
ENSG00000035403,-3.2266,1.3616
ENSG00000035499,-0.23219,0.033204
ENSG00000035664,-3.9612,1.7484
ENSG00000035681,1.3527,0.89471
ENSG00000035687,-1.7397,0.60305
ENSG00000035862,-2.883,1.265
ENSG00000035928,-3.1648,1.3558
ENSG00000036054,-1.1438,0.3271
ENSG00000036257,-0.33916,0.068498
ENSG00000036448,-0.29655,0.12997
ENSG00000036530,-0.34442,0.28834
ENSG00000036549,-0.95406,0.32712
ENSG00000037042,0.13045,0.15945
ENSG00000037241,1.0047,0.034708
ENSG00000037474,2.4378,1.0182
ENSG00000037637,-4.6961,2.571
ENSG00000037749,-0.044174,0.19478
ENSG00000037757,-1.9759,1.4387
ENSG00000037897,1.3402,0.39389
ENSG00000037965,2.4745,0.9072
ENSG00000038002,-0.76347,0.057045
ENSG00000038210,0.39929,0.47347
ENSG00000038219,0.99169,0.60061
ENSG00000038274,0.48334,0.41789
ENSG00000038295,-1.0852,0.080004
ENSG00000038358,-2.4485,1.2961
ENSG00000038382,-2.4611,1.0719
ENSG00000038427,-1.6745,0.41754
ENSG00000038532,1.3243,0.61033
ENSG00000038945,-0.37681,0.040976
ENSG00000039123,1.4702,0.86359
ENSG00000039139,3.492,1.6395
ENSG00000039319,-0.35485,0.10471
ENSG00000039523,2.8377,1.2209
ENSG00000039560,-2.7728,1.0803
ENSG00000039650,0.42614,0.028974
ENSG00000040199,-1.4635,0.69
ENSG00000040275,-2.4608,1.158
ENSG00000040341,-1.4992,0.3816
ENSG00000040487,1.235,0.34552
ENSG00000040531,1.9859,0.61132
ENSG00000040633,2.3942,0.89566
ENSG00000040731,-2.2359,0.86889
ENSG00000040933,-0.79134,0.074957
ENSG00000041353,2.7835,1.4764
ENSG00000041357,3.7505,1.6703
ENSG00000041515,-1.3889,0.75881
ENSG00000041802,2.647,0.90371
ENSG00000041880,-2.586,1.2313
ENSG00000041982,3.9994,1.8691
ENSG00000041988,1.2177,0.46363
ENSG00000042062,2.8639,1.5054
ENSG00000042088,0.36341,0.3769
ENSG00000042286,0.045196,0.22787
ENSG00000042317,-2.3667,1.1948
ENSG00000042429,1.3133,0.72364
ENSG00000042445,1.4368,0.49056
ENSG00000042493,-1.6092,0.90768
ENSG00000042753,3.06,1.2342
ENSG00000042832,1.0282,0.6118
ENSG00000043093,0.54559,0.53962
ENSG00000043143,-0.32374,0.038408
ENSG00000043514,1.9183,0.60392
ENSG00000044090,-2.6409,1.2385
ENSG00000044115,-0.43684,0.071134
ENSG00000044446,-3.7821,1.8006
ENSG00000044459,-1.119,0.19626
ENSG00000044524,-4.0975,2.035
ENSG00000044574,3.5928,1.7435
ENSG00000046604,-2.304,0.8558
ENSG00000046647,-0.50634,0.35134
ENSG00000046651,-4.1998,2.054
ENSG00000046653,-2.2655,1.3409
ENSG00000047056,-0.30654,0.086654
ENSG00000047188,-0.58489,0.33611
ENSG00000047230,-2.0103,0.72392
ENSG00000047249,5.379,2.6721
ENSG00000047315,0.48868,0.28825
ENSG00000047346,-3.0305,1.3173
ENSG00000047365,-1.9009,0.86303
ENSG00000047410,-2.2488,0.86622
ENSG00000047578,-1.9708,0.84485
ENSG00000047579,1.4811,0.85207
ENSG00000047617,-2.4785,1.0387
ENSG00000047621,0.31339,0.20416
ENSG00000047634,0.74629,0.56522
ENSG00000047644,-2.1278,0.71047
ENSG00000047648,-3.3287,1.482
ENSG00000047849,-2.58,1.0701
ENSG00000047932,-0.05485,0.16355
ENSG00000047936,3.3144,1.4972
ENSG00000048028,-1.258,0.40122
ENSG00000048052,2.2244,1.117
ENSG00000048140,1.23,0.22098
ENSG00000048162,3.8711,1.5031
ENSG00000048342,-1.5748,0.50996
ENSG00000048392,0.20379,0.3885
ENSG00000048405,0.82606,0.74896
ENSG00000048471,-1.9948,0.71811
ENSG00000048544,2.6085,1.2171
ENSG00000048649,-0.3007,0.061857
ENSG00000048707,-1.0805,0.34396
ENSG00000048740,-4.3168,1.9049
ENSG00000048828,0.87255,0.64916
ENSG00000048991,1.4688,0.85969
ENSG00000049089,-2.3822,1.069
ENSG00000049130,-1.1566,0.24405
ENSG00000049167,0.16108,0.20044
ENSG00000049192,-1.4205,0.61723
ENSG00000049239,-1.7103,0.44875
ENSG00000049245,1.5039,0.98359
ENSG00000049246,-2.2651,0.73842
ENSG00000049249,2.7502,1.2334
ENSG00000049283,3.8078,1.7275
ENSG00000049323,-1.1944,0.3007
ENSG00000049449,4.3521,2.097
ENSG00000049540,-3.2779,1.2349
ENSG00000049541,-0.8413,0.21511
ENSG00000049618,-2.0174,0.64195
ENSG00000049656,4.2902,1.9213
ENSG00000049759,0.95777,0.29649
ENSG00000049769,-2.3835,1.3415
ENSG00000049860,3.3334,1.6382
ENSG00000049883,-1.7863,0.7461
ENSG00000050130,2.3509,1.4255
ENSG00000050165,1.7681,0.91932
ENSG00000050327,0.31312,0.011179
ENSG00000050344,-2.7046,1.043
ENSG00000050393,-1.8274,0.81888
ENSG00000050405,-4.2264,1.9396
ENSG00000050426,-0.24913,0.41826
ENSG00000050438,-4.357,1.8448
ENSG00000050730,3.9457,1.934
ENSG00000050748,-2.6169,1.0656
ENSG00000050820,-0.35503,0.33766
ENSG00000051009,2.0446,0.99925
ENSG00000051108,2.2056,0.98276
ENSG00000051128,-0.069811,0.28375
ENSG00000051341,-1.3286,0.54348
ENSG00000051382,-0.13597,0.16494
ENSG00000051523,3.1571,1.2021
ENSG00000051596,2.4707,0.91104
ENSG00000051620,4.5831,2.218
ENSG00000051825,-1.4702,0.61102
ENSG00000052126,-2.2268,0.70302
ENSG00000052723,-1.3441,0.41854
ENSG00000052749,4.2702,1.8171
ENSG00000052795,0.79034,0.60352
ENSG00000052802,2.8923,1.3065
ENSG00000052841,-1.2408,0.45368
ENSG00000053254,-4.1206,1.7744
ENSG00000053371,-1.5781,0.96918
ENSG00000053372,2.5378,0.96474
ENSG00000053501,-0.57731,0.58652
ENSG00000053524,3.1789,1.595
ENSG00000053747,-2.1587,0.90357
ENSG00000053770,0.23813,0.40811
ENSG00000053900,-1.9573,0.89262
ENSG00000054116,1.8296,0.59253
ENSG00000054118,-2.1258,0.87466
ENSG00000054148,0.19938,0.014236
ENSG00000054219,2.1727,1.2845
ENSG00000054267,0.44948,0.17979
ENSG00000054277,-2.8651,1.2277
ENSG00000054282,1.9187,0.87037
ENSG00000054392,-4.2217,1.9748
ENSG00000054523,-0.32296,0.027738
ENSG00000054598,1.7809,0.90599
ENSG00000054611,-2.4464,1.0305
ENSG00000054654,-2.6606,0.94242
ENSG00000054690,-0.40176,0.29734
ENSG00000054793,-3.9173,1.7841
ENSG00000054965,-2.7026,0.96029
ENSG00000054967,3.2219,1.3937
ENSG00000054983,1.855,1.0481
ENSG00000055044,1.94,0.70011
ENSG00000055070,2.2646,0.98355
ENSG00000055130,0.44438,0.081747
ENSG00000055147,-0.021955,0.045756
ENSG00000055163,-2.8667,1.2929
ENSG00000055208,-1.6341,0.47029
ENSG00000055211,-0.98656,0.12379
ENSG00000055332,-0.24982,0.011185
ENSG00000055483,0.49227,0.058781
ENSG00000055609,-2.0163,0.73411
ENSG00000055732,-2.0709,1.2009
ENSG00000055813,-3.6235,1.4534
ENSG00000055917,-1.0547,0.34625
ENSG00000055950,1.8725,0.60596
ENSG00000056050,-0.93099,0.02961
ENSG00000056097,-0.63451,0.085114
ENSG00000056277,0.12137,0.26488
ENSG00000056487,-0.40619,0.4708
ENSG00000056558,-0.22759,0.0058276
ENSG00000056586,-0.28105,0.084264
ENSG00000056972,4.4582,2.1358
ENSG00000057019,0.2736,0.36327
ENSG00000057149,3.6362,1.7663
ENSG00000057252,1.2188,0.60255
ENSG00000057294,-2.6817,1.1628
ENSG00000057608,-0.66393,0.06564
ENSG00000057657,4.1019,1.9651
ENSG00000057663,0.474,0.52044
ENSG00000057704,1.756,0.61572
ENSG00000057757,0.051164,0.11814
ENSG00000057935,-4.1745,1.8828
ENSG00000058056,-0.69947,0.18072
ENSG00000058063,-0.81698,0.14865
ENSG00000058085,2.9381,1.5574
ENSG00000058091,-1.7727,0.57489
ENSG00000058262,3.4694,1.545
ENSG00000058272,-2.1209,0.86742
ENSG00000058335,-4.0947,1.7179
ENSG00000058404,-1.1341,0.68119
ENSG00000058453,-0.51286,0.4358
ENSG00000058600,4.6939,2.1797
ENSG00000058668,0.70531,0.44829
ENSG00000058729,0.65891,0.47419
ENSG00000058799,-0.67483,0.62615
ENSG00000058804,-0.41702,0.07536
ENSG00000059122,-0.34343,0.4723
ENSG00000059145,-2.448,0.81656
ENSG00000059377,3.6837,1.445
ENSG00000059378,-1.5364,0.75901
ENSG00000059573,0.04158,0.15862
ENSG00000059588,-1.1994,0.74154
ENSG00000059691,-0.45187,0.5748
ENSG00000059728,2.1249,0.94414
ENSG00000059758,0.22354,0.37878
ENSG00000059769,0.81974,0.45306
ENSG00000059804,3.2321,1.6323
ENSG00000060069,1.8961,0.49273
ENSG00000060138,1.883,0.98447
ENSG00000060140,2.0079,0.87152
ENSG00000060237,-0.56145,0.041037
ENSG00000060339,3.363,1.3917
ENSG00000060491,0.87877,0.22499
ENSG00000060558,3.3054,1.6539
ENSG00000060642,1.8448,0.512
ENSG00000060656,1.3533,0.84836
ENSG00000060688,0.70213,0.26126
ENSG00000060749,-0.66234,0.07878
ENSG00000060762,1.0129,0.58855
ENSG00000060971,2.3777,0.78933
ENSG00000060982,1.899,1.0692
ENSG00000061273,-0.72154,0.50107
ENSG00000061656,-1.3741,0.90759
ENSG00000061676,-0.15248,0.22918
ENSG00000061794,3.5688,1.7137
ENSG00000061936,-0.74862,0.58924
ENSG00000061938,1.4159,0.34358
ENSG00000061987,-0.99027,0.23782
ENSG00000062038,-2.6921,1.2832
ENSG00000062194,-1.4815,0.38939
ENSG00000062282,4.336,1.9493
ENSG00000062370,-2.4603,1.0484
ENSG00000062485,3.5923,1.6767
ENSG00000062598,-2.9437,1.6503
ENSG00000062650,-0.4369,0.038459
ENSG00000062716,0.65509,0.040813
ENSG00000062725,-0.22061,0.034445
ENSG00000062822,-2.3471,1.109
ENSG00000063046,-1.3292,0.4072
ENSG00000063169,-0.24883,0.36704
ENSG00000063176,1.1839,0.37152
ENSG00000063177,0.7877,0.24613
ENSG00000063180,-4.1185,1.9174
ENSG00000063241,2.7551,1.0436
ENSG00000063244,1.6183,0.41142
ENSG00000063245,1.6684,0.60933
ENSG00000063322,-1.5073,0.72661
ENSG00000063438,-1.0937,0.48944
ENSG00000063587,-2.662,0.90152
ENSG00000063601,-2.1927,0.95661
ENSG00000063660,-0.90341,0.45525
ENSG00000063761,0.90342,0.27951
ENSG00000063854,0.32392,0.11129
ENSG00000063978,0.70924,0.28625
ENSG00000064012,3.0102,1.3908
ENSG00000064042,-3.8698,1.6293
ENSG00000064102,1.589,0.80398
ENSG00000064115,-2.8294,1.1137
ENSG00000064199,4.1771,2.4531
ENSG00000064205,-4.2382,1.9965
ENSG00000064225,-0.30376,0.53542
ENSG00000064309,-4.7937,2.23
ENSG00000064313,-0.017196,0.23094
ENSG00000064393,2.0194,1.1811
ENSG00000064419,2.1374,0.99954
ENSG00000064490,0.57531,0.018242
ENSG00000064545,2.4266,0.91757
ENSG00000064547,-3.0169,1.7265
ENSG00000064601,-0.30066,0.28314
ENSG00000064607,-1.4922,0.99092
ENSG00000064651,1.1868,0.77785
ENSG00000064652,2.4552,1.1952
ENSG00000064666,0.36522,0.044839
ENSG00000064687,-0.53848,0.5798
ENSG00000064703,-0.5316,0.066288
ENSG00000064726,0.37231,0.43331
ENSG00000064763,0.00037571,0.24861
ENSG00000064886,2.3058,1.0445
ENSG00000064932,3.2218,1.2255
ENSG00000064933,-1.3994,0.41048
ENSG00000064961,0.073541,0.16252
ENSG00000064989,1.6022,0.98416
ENSG00000064995,0.86825,0.37423
ENSG00000064999,0.39357,0.20052
ENSG00000065000,2.3698,0.90311
ENSG00000065029,-0.23594,0.35298
ENSG00000065054,1.0712,0.26737
ENSG00000065057,-0.096487,0.35124
ENSG00000065060,-1.0842,0.44582
