#ncbi_taxid	child_cluster_id	parent_cluster_id
9606	CL:16838	CL:16820
9606	CL:16849	CL:16819
9606	CL:1685	CL:1603
9606	CL:16864	CL:16817
9606	CL:1687	CL:1685
9606	CL:16878	CL:16816
9606	CL:16887	CL:16737
9606	CL:16888	CL:16887
9606	CL:16890	CL:16888
9606	CL:16891	CL:16890
9606	CL:16894	CL:16891
9606	CL:1690	CL:1687
9606	CL:16911	CL:16890
9606	CL:16927	CL:16888
9606	CL:16944	CL:16887
9606	CL:16946	CL:16944
9606	CL:16948	CL:16946
9606	CL:16988	CL:16736
9606	CL:16990	CL:16988
9606	CL:16992	CL:16990
9606	CL:16996	CL:16992
9606	CL:16998	CL:16996
9606	CL:170	CL:147
9606	CL:17030	CL:16992
9606	CL:17044	CL:16990
9606	CL:17057	CL:16988
9606	CL:17058	CL:17057
9606	CL:17061	CL:17058
9606	CL:17081	CL:17057
9606	CL:17096	CL:16735
9606	CL:17115	CL:16733
9606	CL:17118	CL:17115
9606	CL:17120	CL:17118
9606	CL:17122	CL:17120
9606	CL:17134	CL:17120
9606	CL:17156	CL:17115
9606	CL:17168	CL:15976
9606	CL:17182	CL:15975
9606	CL:17196	CL:14548
9606	CL:17197	CL:17196
9606	CL:17198	CL:17197
9606	CL:17199	CL:17198
9606	CL:1720	CL:1602
9606	CL:17200	CL:17199
9606	CL:17201	CL:17200
9606	CL:17202	CL:17201
9606	CL:17203	CL:17202
9606	CL:17204	CL:17203
9606	CL:17207	CL:17204
9606	CL:17210	CL:17207
9606	CL:17232	CL:17204
9606	CL:17243	CL:17203
9606	CL:17258	CL:17202
9606	CL:17259	CL:17258
9606	CL:17270	CL:17258
9606	CL:17279	CL:17201
9606	CL:17288	CL:17200
9606	CL:17289	CL:17288
9606	CL:1729	CL:1601
9606	CL:17292	CL:17289
9606	CL:17294	CL:17292
9606	CL:17296	CL:17294
9606	CL:17338	CL:17288
9606	CL:17349	CL:17199
9606	CL:17361	CL:17198
9606	CL:17383	CL:17197
9606	CL:17384	CL:17383
9606	CL:17386	CL:17384
9606	CL:17412	CL:17383
9606	CL:17424	CL:17196
9606	CL:17437	CL:14547
9606	CL:17440	CL:17437
9606	CL:1746	CL:1599
9606	CL:17464	CL:14546
9606	CL:17465	CL:17464
9606	CL:17466	CL:17465
9606	CL:17467	CL:17466
9606	CL:17469	CL:17467
9606	CL:17472	CL:17469
9606	CL:17498	CL:17466
9606	CL:17509	CL:17465
9606	CL:17519	CL:17464
9606	CL:17531	CL:14545
9606	CL:17532	CL:17531
9606	CL:17533	CL:17532
9606	CL:17536	CL:17533
9606	CL:17551	CL:17533
9606	CL:17561	CL:17532
9606	CL:17573	CL:17531
9606	CL:17583	CL:14544
9606	CL:17584	CL:17583
9606	CL:17585	CL:17584
9606	CL:17586	CL:17585
9606	CL:17597	CL:17585
9606	CL:17607	CL:17584
9606	CL:17618	CL:17583
9606	CL:17637	CL:11101
9606	CL:17639	CL:17637
9606	CL:17643	CL:17639
9606	CL:17657	CL:17639
9606	CL:17671	CL:17637
9606	CL:17680	CL:11100
9606	CL:17681	CL:17680
9606	CL:17682	CL:17681
9606	CL:17683	CL:17682
9606	CL:17685	CL:17683
9606	CL:1769	CL:1596
9606	CL:17701	CL:17683
9606	CL:17710	CL:17682
9606	CL:17713	CL:17710
9606	CL:17734	CL:17681
9606	CL:17749	CL:17680
9606	CL:17767	CL:11099
9606	CL:17769	CL:17767
9606	CL:17770	CL:17769
9606	CL:17772	CL:17770
9606	CL:17775	CL:17772
9606	CL:17778	CL:17775
9606	CL:17782	CL:17778
9606	CL:17829	CL:17769
9606	CL:1783	CL:1595
9606	CL:17839	CL:17767
9606	CL:17841	CL:17839
9606	CL:1785	CL:1783
9606	CL:17858	CL:11098
9606	CL:17859	CL:17858
9606	CL:17861	CL:17859
9606	CL:17879	CL:17859
9606	CL:17894	CL:17858
9606	CL:17896	CL:17894
9606	CL:17910	CL:17894
9606	CL:17923	CL:11097
9606	CL:17925	CL:17923
9606	CL:17927	CL:17925
9606	CL:17929	CL:17927
9606	CL:17930	CL:17929
9606	CL:17933	CL:17930
9606	CL:17952	CL:17929
9606	CL:17975	CL:17927
9606	CL:17978	CL:17975
9606	CL:18000	CL:17925
9606	CL:18027	CL:17923
9606	CL:18028	CL:18027
9606	CL:1803	CL:1324
9606	CL:18039	CL:18027
9606	CL:18050	CL:11096
9606	CL:18052	CL:18050
9606	CL:18066	CL:18050
9606	CL:18080	CL:11095
9606	CL:18102	CL:11094
9606	CL:18103	CL:18102
9606	CL:18104	CL:18103
9606	CL:18106	CL:18104
9606	CL:18108	CL:18106
9606	CL:18110	CL:18108
9606	CL:18150	CL:18103
9606	CL:18166	CL:18102
9606	CL:18167	CL:18166
9606	CL:18169	CL:18167
9606	CL:18187	CL:18166
9606	CL:18203	CL:11093
9606	CL:18204	CL:18203
9606	CL:18205	CL:18204
9606	CL:18207	CL:18205
9606	CL:18227	CL:18204
9606	CL:1823	CL:1323
9606	CL:1824	CL:1823
9606	CL:18243	CL:18203
9606	CL:18245	CL:18243
9606	CL:18247	CL:18245
9606	CL:1825	CL:1824
9606	CL:1826	CL:1825
9606	CL:18278	CL:11092
9606	CL:18279	CL:18278
9606	CL:1828	CL:1826
9606	CL:18280	CL:18279
9606	CL:18281	CL:18280
9606	CL:18282	CL:18281
9606	CL:18283	CL:18282
9606	CL:18284	CL:18283
9606	CL:18285	CL:18284
9606	CL:18286	CL:18285
9606	CL:18287	CL:18286
9606	CL:18288	CL:18287
9606	CL:18289	CL:18288
9606	CL:18290	CL:18289
9606	CL:18291	CL:18290
9606	CL:18292	CL:18291
9606	CL:18294	CL:18292
9606	CL:18297	CL:18294
9606	CL:1830	CL:1828
9606	CL:18319	CL:18292
9606	CL:1832	CL:1830
9606	CL:18322	CL:18319
9606	CL:1834	CL:1832
9606	CL:18341	CL:18291
9606	CL:18344	CL:18341
9606	CL:18348	CL:18344
9606	CL:18369	CL:18341
9606	CL:1837	CL:1834
9606	CL:18385	CL:18290
9606	CL:18387	CL:18385
9606	CL:18390	CL:18387
9606	CL:1841	CL:1837
9606	CL:18418	CL:18289
9606	CL:18419	CL:18418
9606	CL:18420	CL:18419
9606	CL:18423	CL:18420
9606	CL:1844	CL:1841
9606	CL:18441	CL:18420
9606	CL:18453	CL:18419
9606	CL:1846	CL:1844
9606	CL:18463	CL:18418
9606	CL:18466	CL:18463
9606	CL:1847	CL:1846
9606	CL:18485	CL:18463
9606	CL:1849	CL:1847
9606	CL:18498	CL:18288
9606	CL:18499	CL:18498
9606	CL:1850	CL:1849
9606	CL:18502	CL:18499
9606	CL:18503	CL:18502
9606	CL:18506	CL:18503
9606	CL:18508	CL:18506
9606	CL:18511	CL:18508
9606	CL:18531	CL:18506
9606	CL:18534	CL:18531
9606	CL:18556	CL:18503
9606	CL:18558	CL:18556
9606	CL:18561	CL:18558
9606	CL:18576	CL:18558
9606	CL:18588	CL:18556
9606	CL:186	CL:145
9606	CL:18605	CL:18502
9606	CL:1861	CL:1849
9606	CL:18625	CL:18498
9606	CL:18626	CL:18625
9606	CL:18627	CL:18626
9606	CL:18630	CL:18627
9606	CL:18633	CL:18630
9606	CL:18655	CL:18627
9606	CL:18658	CL:18655
9606	CL:18680	CL:18626
9606	CL:18690	CL:18625
9606	CL:18703	CL:18287
9606	CL:18704	CL:18703
9606	CL:18706	CL:18704
9606	CL:18707	CL:18706
9606	CL:18708	CL:18707
9606	CL:18709	CL:18708
9606	CL:18710	CL:18709
9606	CL:18711	CL:18710
9606	CL:18712	CL:18711
9606	CL:18714	CL:18712
9606	CL:18716	CL:18714
9606	CL:18719	CL:18716
9606	CL:18721	CL:18719
9606	CL:18724	CL:18721
9606	CL:18725	CL:18724
9606	CL:18727	CL:18725
9606	CL:18730	CL:18727
9606	CL:1876	CL:1847
9606	CL:18762	CL:18724
9606	CL:18788	CL:18719
9606	CL:18826	CL:18712
9606	CL:18829	CL:18826
9606	CL:18847	CL:18711
9606	CL:18856	CL:18710
9606	CL:18868	CL:18709
9606	CL:1888	CL:1846
9606	CL:18883	CL:18708
9606	CL:18886	CL:18883
9606	CL:18907	CL:18707
9606	CL:18910	CL:18907
9606	CL:18913	CL:18910
9606	CL:18916	CL:18913
9606	CL:18949	CL:18907
9606	CL:18958	CL:18706
9606	CL:18960	CL:18958
9606	CL:18963	CL:18960
9606	CL:18966	CL:18963
9606	CL:18990	CL:18960
9606	CL:19006	CL:18958
9606	CL:19008	CL:19006
9606	CL:19022	CL:19006
9606	CL:19040	CL:18704
9606	CL:19049	CL:18703
9606	CL:19052	CL:19049
9606	CL:19056	CL:19052
9606	CL:19068	CL:19052
9606	CL:19084	CL:19049
9606	CL:19104	CL:18286
9606	CL:19105	CL:19104
9606	CL:19106	CL:19105
9606	CL:19108	CL:19106
9606	CL:19109	CL:19108
9606	CL:19110	CL:19109
9606	CL:19114	CL:19110
9606	CL:19115	CL:19114
9606	CL:19117	CL:19115
9606	CL:19120	CL:19117
9606	CL:19122	CL:19120
9606	CL:19155	CL:19115
9606	CL:19157	CL:19155
9606	CL:19176	CL:19155
9606	CL:19195	CL:19114
9606	CL:19217	CL:19109
9606	CL:19231	CL:19108
9606	CL:19250	CL:19106
9606	CL:19252	CL:19250
9606	CL:19256	CL:19252
9606	CL:19259	CL:19256
9606	CL:19294	CL:19250
9606	CL:19296	CL:19294
9606	CL:19318	CL:19294
9606	CL:19330	CL:19105
9606	CL:1934	CL:1832
9606	CL:19342	CL:19104
9606	CL:19344	CL:19342
9606	CL:19346	CL:19344
9606	CL:19348	CL:19346
9606	CL:19350	CL:19348
9606	CL:19352	CL:19350
9606	CL:19356	CL:19352
9606	CL:19358	CL:19356
9606	CL:19384	CL:19350
9606	CL:19404	CL:19346
9606	CL:19418	CL:19344
9606	CL:19420	CL:19418
9606	CL:19423	CL:19420
9606	CL:19426	CL:19423
9606	CL:19450	CL:19420
9606	CL:19462	CL:19418
9606	CL:19463	CL:19462
9606	CL:19472	CL:19462
9606	CL:19484	CL:19342
9606	CL:19486	CL:19484
9606	CL:19503	CL:18285
9606	CL:19504	CL:19503
9606	CL:19505	CL:19504
9606	CL:19507	CL:19505
9606	CL:1951	CL:1830
9606	CL:19511	CL:19507
9606	CL:19538	CL:19505
9606	CL:19550	CL:19504
9606	CL:19552	CL:19550
9606	CL:19569	CL:19503
9606	CL:19581	CL:18284
9606	CL:19595	CL:18283
9606	CL:19596	CL:19595
9606	CL:19597	CL:19596
9606	CL:19599	CL:19597
9606	CL:19603	CL:19599
9606	CL:19606	CL:19603
9606	CL:19610	CL:19606
9606	CL:19643	CL:19599
9606	CL:19661	CL:19597
9606	CL:19670	CL:19596
9606	CL:19682	CL:19595
9606	CL:19698	CL:18282
9606	CL:19699	CL:19698
9606	CL:19700	CL:19699
9606	CL:19702	CL:19700
9606	CL:19705	CL:19702
9606	CL:19706	CL:19705
9606	CL:19707	CL:19706
9606	CL:19709	CL:19707
9606	CL:19733	CL:19706
9606	CL:19749	CL:19705
9606	CL:19776	CL:19700
9606	CL:1978	CL:1826
9606	CL:19785	CL:19699
9606	CL:19800	CL:19698
9606	CL:19801	CL:19800
9606	CL:19803	CL:19801
9606	CL:19804	CL:19803
9606	CL:19813	CL:19803
9606	CL:19832	CL:19800
9606	CL:19843	CL:18281
9606	CL:19848	CL:19843
9606	CL:19849	CL:19848
9606	CL:19851	CL:19849
9606	CL:19872	CL:19848
9606	CL:19886	CL:18280
9606	CL:19887	CL:19886
9606	CL:19888	CL:19887
9606	CL:19889	CL:19888
9606	CL:19890	CL:19889
9606	CL:19891	CL:19890
9606	CL:19893	CL:19891
9606	CL:19894	CL:19893
9606	CL:19895	CL:19894
9606	CL:19896	CL:19895
9606	CL:19897	CL:19896
9606	CL:19898	CL:19897
9606	CL:1990	CL:1825
9606	CL:19900	CL:19898
9606	CL:19901	CL:19900
9606	CL:19904	CL:19901
9606	CL:19906	CL:19904
9606	CL:19909	CL:19906
9606	CL:19912	CL:19909
9606	CL:19938	CL:19906
9606	CL:19941	CL:19938
9606	CL:19959	CL:19904
9606	CL:19962	CL:19959
9606	CL:19995	CL:19901
9606	CL:19996	CL:19995
9606	CL:19999	CL:19996
9606	CL:20	CL:15
9606	CL:20020	CL:19995
9606	CL:20034	CL:19900
9606	CL:20037	CL:20034
9606	CL:2006	CL:1824
9606	CL:20060	CL:19898
9606	CL:2007	CL:2006
9606	CL:20075	CL:19897
9606	CL:20088	CL:19896
9606	CL:20097	CL:19895
9606	CL:20099	CL:20097
9606	CL:20113	CL:20097
9606	CL:20122	CL:19894
9606	CL:20133	CL:19893
9606	CL:20134	CL:20133
9606	CL:20135	CL:20134
9606	CL:20136	CL:20135
9606	CL:20138	CL:20136
9606	CL:20139	CL:20138
9606	CL:20143	CL:20139
9606	CL:20160	CL:20138
9606	CL:20174	CL:20136
9606	CL:2018	CL:2006
9606	CL:20183	CL:20135
9606	CL:20186	CL:20183
9606	CL:20189	CL:20186
9606	CL:20211	CL:20183
9606	CL:20223	CL:20134
9606	CL:20239	CL:20133
9606	CL:20262	CL:19891
9606	CL:20274	CL:19890
9606	CL:20275	CL:20274
9606	CL:20276	CL:20275
9606	CL:20277	CL:20276
9606	CL:20278	CL:20277
9606	CL:2028	CL:1823
9606	CL:20281	CL:20278
9606	CL:20282	CL:20281
9606	CL:20285	CL:20282
9606	CL:20308	CL:20281
9606	CL:20310	CL:20308
9606	CL:20321	CL:20308
9606	CL:20340	CL:20278
9606	CL:20341	CL:20340
9606	CL:20343	CL:20341
9606	CL:20364	CL:20340
9606	CL:20385	CL:20277
9606	CL:20387	CL:20385
9606	CL:204	CL:144
9606	CL:20401	CL:20385
9606	CL:20412	CL:20276
9606	CL:20423	CL:20275
9606	CL:20424	CL:20423
9606	CL:20426	CL:20424
9606	CL:20428	CL:20426
9606	CL:2043	CL:1322
9606	CL:20430	CL:20428
9606	CL:20433	CL:20430
9606	CL:20435	CL:20433
9606	CL:20463	CL:20428
9606	CL:20484	CL:20426
9606	CL:20486	CL:20484
9606	CL:20509	CL:20424
9606	CL:20513	CL:20509
9606	CL:20529	CL:20423
9606	CL:20530	CL:20529
9606	CL:20531	CL:20530
9606	CL:20542	CL:20530
9606	CL:2055	CL:133
9606	CL:20551	CL:20529
9606	CL:2056	CL:2055
9606	CL:20560	CL:20274
9606	CL:20562	CL:20560
9606	CL:20579	CL:20560
9606	CL:2058	CL:2056
9606	CL:20589	CL:19889
9606	CL:2059	CL:2058
9606	CL:20592	CL:20589
9606	CL:206	CL:204
9606	CL:2061	CL:2059
9606	CL:20610	CL:19888
9606	CL:20612	CL:20610
9606	CL:2062	CL:2061
9606	CL:20626	CL:20610
9606	CL:20638	CL:19887
9606	CL:20640	CL:20638
9606	CL:20642	CL:20640
9606	CL:20665	CL:20638
9606	CL:20678	CL:19886
9606	CL:20679	CL:20678
9606	CL:20681	CL:20679
9606	CL:20682	CL:20681
9606	CL:20685	CL:20682
9606	CL:20702	CL:20682
9606	CL:20717	CL:20681
9606	CL:20733	CL:20679
9606	CL:20748	CL:20678
9606	CL:20749	CL:20748
9606	CL:20751	CL:20749
9606	CL:2076	CL:2061
9606	CL:20765	CL:20749
9606	CL:20776	CL:20748
9606	CL:20778	CL:20776
9606	CL:20797	CL:18279
9606	CL:20798	CL:20797
9606	CL:20799	CL:20798
9606	CL:20801	CL:20799
9606	CL:20802	CL:20801
9606	CL:20805	CL:20802
9606	CL:20827	CL:20801
9606	CL:20841	CL:20799
9606	CL:20843	CL:20841
9606	CL:20862	CL:20798
9606	CL:20863	CL:20862
9606	CL:20864	CL:20863
9606	CL:20868	CL:20864
9606	CL:2088	CL:2059
9606	CL:20883	CL:20863
9606	CL:20892	CL:20862
9606	CL:20901	CL:20797
9606	CL:20903	CL:20901
9606	CL:20917	CL:20901
9606	CL:20930	CL:18278
9606	CL:20931	CL:20930
9606	CL:20932	CL:20931
9606	CL:20934	CL:20932
9606	CL:20937	CL:20934
9606	CL:20957	CL:20932
9606	CL:20970	CL:20931
9606	CL:20986	CL:20930
9606	CL:20997	CL:123
9606	CL:20998	CL:20997
9606	CL:20999	CL:20998
9606	CL:21000	CL:20999
9606	CL:21001	CL:21000
9606	CL:21002	CL:21001
9606	CL:21003	CL:21002
9606	CL:21004	CL:21003
9606	CL:21005	CL:21004
9606	CL:21006	CL:21005
9606	CL:21007	CL:21006
9606	CL:21008	CL:21007
9606	CL:21009	CL:21008
9606	CL:21010	CL:21009
9606	CL:21011	CL:21010
9606	CL:21012	CL:21011
9606	CL:21013	CL:21012
9606	CL:21014	CL:21013
9606	CL:21015	CL:21014
9606	CL:21016	CL:21015
9606	CL:21017	CL:21016
9606	CL:21019	CL:21017
9606	CL:21021	CL:21019
9606	CL:21043	CL:21017
9606	CL:21045	CL:21043
9606	CL:21068	CL:21016
9606	CL:2107	CL:2058
9606	CL:21077	CL:21015
9606	CL:21079	CL:21077
9606	CL:21091	CL:21077
9606	CL:21101	CL:21014
9606	CL:21102	CL:21101
9606	CL:21105	CL:21102
9606	CL:21122	CL:21102
9606	CL:21126	CL:21122
9606	CL:21142	CL:21101
9606	CL:21144	CL:21142
9606	CL:21171	CL:21013
9606	CL:21173	CL:21171
9606	CL:21178	CL:21173
9606	CL:21199	CL:21171
9606	CL:21215	CL:21012
9606	CL:21225	CL:21011
9606	CL:21227	CL:21225
9606	CL:21240	CL:21225
9606	CL:21251	CL:21010
9606	CL:21252	CL:21251
9606	CL:21253	CL:21252
9606	CL:21255	CL:21253
9606	CL:21273	CL:21252
9606	CL:21289	CL:21251
9606	CL:21291	CL:21289
9606	CL:2130	CL:2056
9606	CL:21314	CL:21009
9606	CL:21328	CL:21008
9606	CL:21329	CL:21328
9606	CL:21330	CL:21329
9606	CL:21333	CL:21330
9606	CL:21350	CL:21330
9606	CL:21366	CL:21329
9606	CL:21368	CL:21366
9606	CL:21388	CL:21328
9606	CL:21390	CL:21388
9606	CL:2140	CL:2055
9606	CL:21407	CL:21007
9606	CL:21408	CL:21407
9606	CL:21409	CL:21408
9606	CL:21410	CL:21409
9606	CL:21411	CL:21410
9606	CL:21413	CL:21411
9606	CL:21414	CL:21413
9606	CL:21415	CL:21414
9606	CL:21418	CL:21415
9606	CL:21420	CL:21418
9606	CL:2143	CL:2140
9606	CL:2145	CL:2143
9606	CL:21452	CL:21414
9606	CL:21454	CL:21452
9606	CL:21473	CL:21413
9606	CL:21475	CL:21473
9606	CL:21477	CL:21475
9606	CL:21491	CL:21475
9606	CL:21502	CL:21473
9606	CL:21519	CL:21411
9606	CL:21522	CL:21519
9606	CL:21524	CL:21522
9606	CL:21549	CL:21519
9606	CL:21560	CL:21410
9606	CL:21569	CL:21409
9606	CL:21578	CL:21408
9606	CL:21579	CL:21578
9606	CL:21580	CL:21579
9606	CL:21583	CL:21580
9606	CL:21586	CL:21583
9606	CL:21587	CL:21586
9606	CL:21590	CL:21587
9606	CL:21608	CL:21586
9606	CL:21635	CL:21579
9606	CL:21636	CL:21635
9606	CL:21639	CL:21636
9606	CL:21641	CL:21639
9606	CL:21668	CL:21635
9606	CL:21678	CL:21578
9606	CL:21691	CL:21407
9606	CL:2170	CL:2140
9606	CL:21700	CL:21006
9606	CL:21701	CL:21700
9606	CL:21702	CL:21701
9606	CL:21703	CL:21702
9606	CL:21704	CL:21703
9606	CL:21706	CL:21704
9606	CL:21708	CL:21706
9606	CL:21724	CL:21706
9606	CL:21734	CL:21704
9606	CL:21736	CL:21734
9606	CL:21752	CL:21734
9606	CL:21763	CL:21703
9606	CL:21781	CL:21702
9606	CL:21798	CL:21701
9606	CL:21799	CL:21798
9606	CL:21800	CL:21799
9606	CL:21801	CL:21800
9606	CL:21803	CL:21801
9606	CL:21822	CL:21800
9606	CL:21824	CL:21822
9606	CL:21842	CL:21799
9606	CL:21855	CL:21798
9606	CL:21856	CL:21855
9606	CL:2186	CL:132
9606	CL:21867	CL:21855
9606	CL:2187	CL:2186
9606	CL:2188	CL:2187
9606	CL:21886	CL:21700
9606	CL:21887	CL:21886
9606	CL:21889	CL:21887
9606	CL:2189	CL:2188
9606	CL:21891	CL:21889
9606	CL:2190	CL:2189
9606	CL:2191	CL:2190
9606	CL:21913	CL:21887
9606	CL:21915	CL:21913
9606	CL:2192	CL:2191
9606	CL:2193	CL:2192
9606	CL:21936	CL:21886
9606	CL:21938	CL:21936
9606	CL:2194	CL:2193
9606	CL:2195	CL:2194
9606	CL:21952	CL:21936
9606	CL:2196	CL:2195
9606	CL:21961	CL:21005
9606	CL:21962	CL:21961
9606	CL:21963	CL:21962
9606	CL:21964	CL:21963
9606	CL:21965	CL:21964
9606	CL:21966	CL:21965
9606	CL:21967	CL:21966
9606	CL:21968	CL:21967
9606	CL:21970	CL:21968
9606	CL:21974	CL:21970
9606	CL:2198	CL:2196
9606	CL:21989	CL:21970
9606	CL:2200	CL:2198
9606	CL:22010	CL:21968
9606	CL:22025	CL:21967
9606	CL:22040	CL:21966
9606	CL:22041	CL:22040
9606	CL:22043	CL:22041
9606	CL:22045	CL:22043
9606	CL:22065	CL:22041
9606	CL:22074	CL:22040
9606	CL:22075	CL:22074
9606	CL:22084	CL:22074
9606	CL:22094	CL:21965
9606	CL:22096	CL:22094
9606	CL:22099	CL:22096
9606	CL:22110	CL:22096
9606	CL:22135	CL:21964
9606	CL:22153	CL:21963
9606	CL:22155	CL:22153
9606	CL:22165	CL:22153
9606	CL:22175	CL:21962
9606	CL:22176	CL:22175
9606	CL:2218	CL:2198
9606	CL:22192	CL:22175
9606	CL:22203	CL:21961
9606	CL:22205	CL:22203
9606	CL:22206	CL:22205
9606	CL:22209	CL:22206
9606	CL:22212	CL:22209
9606	CL:22225	CL:22209
9606	CL:22241	CL:22205
9606	CL:22244	CL:22241
9606	CL:22271	CL:22203
9606	CL:22272	CL:22271
9606	CL:22274	CL:22272
9606	CL:22276	CL:22274
9606	CL:22300	CL:22272
9606	CL:22313	CL:22271
9606	CL:22322	CL:21004
9606	CL:22323	CL:22322
9606	CL:22324	CL:22323
9606	CL:22325	CL:22324
9606	CL:22327	CL:22325
9606	CL:22328	CL:22327
9606	CL:22331	CL:22328
9606	CL:22332	CL:22331
9606	CL:22334	CL:22332
9606	CL:22335	CL:22334
9606	CL:22337	CL:22335
9606	CL:22338	CL:22337
9606	CL:22339	CL:22338
9606	CL:2235	CL:2196
9606	CL:22350	CL:22338
9606	CL:22361	CL:22337
9606	CL:22380	CL:22335
9606	CL:22394	CL:22334
9606	CL:22408	CL:22332
9606	CL:22417	CL:22331
9606	CL:22418	CL:22417
9606	CL:22429	CL:22417
9606	CL:22446	CL:22328
9606	CL:22447	CL:22446
9606	CL:22448	CL:22447
9606	CL:22452	CL:22448
9606	CL:22456	CL:22452
9606	CL:22476	CL:22448
9606	CL:22493	CL:22447
9606	CL:2250	CL:2195
9606	CL:22502	CL:22446
9606	CL:22515	CL:22327
9606	CL:22516	CL:22515
9606	CL:22517	CL:22516
9606	CL:22522	CL:22517
9606	CL:22524	CL:22522
9606	CL:22526	CL:22524
9606	CL:22571	CL:22516
9606	CL:22573	CL:22571
9606	CL:22576	CL:22573
9606	CL:22578	CL:22576
9606	CL:22588	CL:22576
9606	CL:226	CL:143
9606	CL:22609	CL:22571
9606	CL:22622	CL:22515
9606	CL:22640	CL:22324
9606	CL:22641	CL:22640
9606	CL:22642	CL:22641
9606	CL:22643	CL:22642
9606	CL:22644	CL:22643
9606	CL:22646	CL:22644
9606	CL:22647	CL:22646
9606	CL:22649	CL:22647
9606	CL:22651	CL:22649
9606	CL:2267	CL:2194
9606	CL:22672	CL:22647
9606	CL:22684	CL:22646
9606	CL:22709	CL:22643
9606	CL:22728	CL:22642
9606	CL:22731	CL:22728
9606	CL:22755	CL:22641
9606	CL:22757	CL:22755
9606	CL:22758	CL:22757
9606	CL:22761	CL:22758
9606	CL:22775	CL:22758
9606	CL:22788	CL:22757
9606	CL:2279	CL:2193
9606	CL:228	CL:226
9606	CL:22806	CL:22640
9606	CL:22809	CL:22806
9606	CL:22827	CL:22806
9606	CL:22839	CL:22323
9606	CL:22848	CL:22322
9606	CL:22853	CL:22848
9606	CL:22873	CL:21003
9606	CL:22874	CL:22873
9606	CL:22875	CL:22874
9606	CL:22877	CL:22875
9606	CL:22878	CL:22877
9606	CL:22879	CL:22878
9606	CL:22882	CL:22879
9606	CL:22885	CL:22882
9606	CL:22888	CL:22885
9606	CL:2292	CL:2192
9606	CL:22921	CL:22879
9606	CL:22934	CL:22878
9606	CL:22936	CL:22934
9606	CL:2294	CL:2292
9606	CL:22940	CL:22936
9606	CL:22952	CL:22936
9606	CL:2296	CL:2294
9606	CL:22965	CL:22934
9606	CL:22981	CL:22877
9606	CL:22993	CL:22875
9606	CL:22995	CL:22993
9606	CL:22999	CL:22995
9606	CL:230	CL:228
9606	CL:23001	CL:22999
9606	CL:23004	CL:23001
9606	CL:23006	CL:23004
9606	CL:23047	CL:22995
9606	CL:23049	CL:23047
9606	CL:23062	CL:23047
9606	CL:23084	CL:22874
9606	CL:23085	CL:23084
9606	CL:23086	CL:23085
9606	CL:23088	CL:23086
9606	CL:23090	CL:23088
9606	CL:23093	CL:23090
9606	CL:23094	CL:23093
9606	CL:23103	CL:23093
9606	CL:23120	CL:23088
9606	CL:23123	CL:23120
9606	CL:23147	CL:23085
9606	CL:23148	CL:23147
9606	CL:23157	CL:23147
9606	CL:23166	CL:23084
9606	CL:23168	CL:23166
9606	CL:23170	CL:23168
9606	CL:23173	CL:23170
9606	CL:23202	CL:23166
9606	CL:23205	CL:23202
9606	CL:2323	CL:2191
9606	CL:23231	CL:22873
9606	CL:23233	CL:23231
9606	CL:23235	CL:23233
9606	CL:23237	CL:23235
9606	CL:2324	CL:2323
9606	CL:2325	CL:2324
9606	CL:23255	CL:23233
9606	CL:2327	CL:2325
9606	CL:23273	CL:23231
9606	CL:23275	CL:23273
9606	CL:23277	CL:23275
9606	CL:2330	CL:2327
9606	CL:23307	CL:21002
9606	CL:23309	CL:23307
9606	CL:23310	CL:23309
9606	CL:23311	CL:23310
9606	CL:23313	CL:23311
9606	CL:23314	CL:23313
9606	CL:23316	CL:23314
9606	CL:23318	CL:23316
9606	CL:23345	CL:23314
9606	CL:23361	CL:23313
9606	CL:23364	CL:23361
9606	CL:23365	CL:23364
9606	CL:23377	CL:23364
9606	CL:23390	CL:23361
9606	CL:23407	CL:23311
9606	CL:23409	CL:23407
9606	CL:23412	CL:23409
9606	CL:23432	CL:23409
9606	CL:23447	CL:23407
9606	CL:23460	CL:23310
9606	CL:23461	CL:23460
9606	CL:23463	CL:23461
9606	CL:23464	CL:23463
9606	CL:23466	CL:23464
9606	CL:23468	CL:23466
9606	CL:23486	CL:23466
9606	CL:23502	CL:23464
9606	CL:23513	CL:23463
9606	CL:23515	CL:23513
9606	CL:23525	CL:23513
9606	CL:23540	CL:23461
9606	CL:23558	CL:23460
9606	CL:23559	CL:23558
9606	CL:23568	CL:23558
9606	CL:2358	CL:2324
9606	CL:23583	CL:23309
9606	CL:23585	CL:23583
9606	CL:23587	CL:23585
9606	CL:23588	CL:23587
9606	CL:23589	CL:23588
9606	CL:23591	CL:23589
9606	CL:23608	CL:23589
9606	CL:23620	CL:23588
9606	CL:23621	CL:23620
9606	CL:23635	CL:23620
9606	CL:23650	CL:23587
9606	CL:23667	CL:23585
9606	CL:23671	CL:23667
9606	CL:23673	CL:23671
9606	CL:23707	CL:23583
9606	CL:23710	CL:23707
9606	CL:23727	CL:23707
9606	CL:2374	CL:2323
9606	CL:23741	CL:23307
9606	CL:23742	CL:23741
9606	CL:23743	CL:23742
9606	CL:23745	CL:23743
9606	CL:23746	CL:23745
9606	CL:23747	CL:23746
9606	CL:23748	CL:23747
