# NCBI taxid / entrez / STRING 
9606	857	9606.ENSP00000339191
9606	9098	9606.ENSP00000460380
9606	2119	9606.ENSP00000306894
9606	29796	9606.ENSP00000332887
9606	285498	9606.ENSP00000389709
9606	387332	9606.ENSP00000247219
9606	51001	9606.ENSP00000287025
9606	9364	9606.ENSP00000328551
9606	9371	9606.ENSP00000364864
9606	2300	9606.ENSP00000326272
9606	10247	9606.ENSP00000254878
9606	728464	9606.ENSP00000344071
9606	115811	9606.ENSP00000299732
9606	80790	9606.ENSP00000446100
9606	23243	9606.ENSP00000382379
9606	10827	9606.ENSP00000341597
9606	871	9606.ENSP00000434412
9606	818	9606.ENSP00000319060
9606	7592	9606.ENSP00000366265
9606	2262	9606.ENSP00000366267
9606	652	9606.ENSP00000245451
9606	8087	9606.ENSP00000350170
9606	10652	9606.ENSP00000223369
9606	392255	9606.ENSP00000287020
9606	83642	9606.ENSP00000370288
9606	9736	9606.ENSP00000381577
9606	56171	9606.ENSP00000311273
9606	54360	9606.ENSP00000303550
9606	9077	9606.ENSP00000360020
9606	79861	9606.ENSP00000369784
9606	255488	9606.ENSP00000259939
9606	1208	9606.ENSP00000259938
9606	55209	9606.ENSP00000385852
9606	2645	9606.ENSP00000223366
9606	7320	9606.ENSP00000265339
9606	56146	9606.ENSP00000431748
9606	84971	9606.ENSP00000311318
9606	11030	9606.ENSP00000340176
9606	57343	9606.ENSP00000375586
9606	51265	9606.ENSP00000265334
9606	5446	9606.ENSP00000265627
9606	79905	9606.ENSP00000455041
9606	254531	9606.ENSP00000317300
9606	1466	9606.ENSP00000310901
9606	7525	9606.ENSP00000462468
9606	9852	9606.ENSP00000406027
9606	400745	9606.ENSP00000406026
9606	64102	9606.ENSP00000362122
9606	51098	9606.ENSP00000362121
9606	124641	9606.ENSP00000461388
9606	53407	9606.ENSP00000305810
9606	147166	9606.ENSP00000461386
9606	124935	9606.ENSP00000461382
9606	101930165|105369241|728929	9606.ENSP00000479069
9606	6655	9606.ENSP00000216373
9606	10256	9606.ENSP00000363371
9606	1244	9606.ENSP00000359478
9606	90952	9606.ENSP00000278927
9606	4303	9606.ENSP00000363377
9606	84140	9606.ENSP00000385158
9606	9038	9606.ENSP00000258034
9606	64779	9606.ENSP00000354152
9606	84658	9606.ENSP00000253673
9606	343472	9606.ENSP00000359474
9606	6201	9606.ENSP00000339095
9606	22901	9606.ENSP00000407193
9606	10972	9606.ENSP00000303145
9606	23435	9606.ENSP00000240185
9606	140738	9606.ENSP00000303148
9606	23077	9606.ENSP00000444596
9606	25766	9606.ENSP00000448073
9606	768206	9606.ENSP00000465932
9606	115950	9606.ENSP00000293771
9606	79740	9606.ENSP00000390232
9606	6482	9606.ENSP00000428540
9606	1121	9606.ENSP00000350386
9606	2571	9606.ENSP00000350928
9606	4172	9606.ENSP00000480987
9606	4143	9606.ENSP00000361287
9606	116443	9606.ENSP00000355155
9606	56670	9606.ENSP00000355156
9606	284565	9606.ENSP00000462600
9606	57611	9606.ENSP00000355402
9606	266675	9606.ENSP00000361281
9606	8450	9606.ENSP00000384109
9606	8239	9606.ENSP00000316357
9606	50945	9606.ENSP00000362390
9606	27440	9606.ENSP00000337358
9606	114984	9606.ENSP00000380159
9606	64925	9606.ENSP00000319006
9606	4338	9606.ENSP00000380157
9606	222008	9606.ENSP00000384103
9606	143503	9606.ENSP00000380155
9606	113828	9606.ENSP00000330432
